Rancho Sort	GARD Disease Title	GARD Disease ID	Rancho Disease Comment	Rancho Disease Status	oopd Vlookup	Metamap Text1	Metamap Term1	Metamap Name1	Metamap Type1	Designation	Neo4j Resolve1	Neo4j Resolve2	Neo4j Resolve3	Generic Name	Trade Name	Designation Date	Designation	Orphan Drug Status	FDA Approval Status	Approved Indication	Marketing Approval Date	Exclusivity End Date	Contact Company	Contact Address 1	Contact Address 2	Contact City	Contact State	Contact Zip	Contact Country	CF Grid Key
658	Acute lymphoblastic leukemia	522	done		5154	of acute lymphocytic leukemia.	C0023449	Acute lymphocytic leukemia	neop	Treatment of acute lymphocytic leukemia.	"NON-LYMPHOCYTIC LEUKEMIA|NONLYMPHOCYTIC LEUKEMIA, ACUTE|ACUTE NON-LYMPHOCYTIC LEUKEMIA|DOID:8692|MESH:D015470"	CHILDHOOD ACUTE LYMPHOCYTIC LEUKEMIA IN REMISSION|CHILDHOOD ACUTE LYMPHOGENOUS LEUKEMIA IN REMISSION|CHILDHOOD PRECURSOR LYMPHOBLASTIC LEUKEMIA IN REMISSION|PEDIATRIC ALL IN REMISSION|PEDIATRIC ACUTE LYMPHOBLASTIC LEUKEMIA IN REMISSION|PEDIATRIC ACUTE LYMPHOCYTIC LEUKEMIA IN REMISSION|PEDIATRIC ACUTE LYMPHOGENOUS LEUKEMIA IN REMISSION|PEDIATRIC ACUTE LYMPHOID LEUKEMIA IN REMISSION|CHILDHOOD ALL IN REMISSION|CHILDHOOD ACUTE LYMPHOBLASTIC LEUKEMIA IN REMISSION|CHILDHOOD ACUTE LYMPHOID LEUKEMIA IN REMISSION|NCI:C7938|UMLS:C0279097	ACUTE LYMPHOID LEUKEMIA IN REMISSION|ACUTE LYMPHOCYTIC LEUKEMIA (IN REMISSION)|ACUTE LYMPHOGENOUS LEUKEMIA IN REMISSION|PRECURSOR LYMPHOBLASTIC LEUKEMIA IN REMISSION|ACUTE LYMPHOCYTIC LEUKEMIA IN REMISSION|ACUTE LYMPHOBLASTIC LEUKEMIA IN REMISSION|ALL IN REMISSION|NCI:C3586|UMLS:C0153876|SNOMEDCT_US:91856007	Erwinia L-asparaginase	Erwinase	31623	Treatment of acute lymphocytic leukemia.	Designated/Approved	Approved for Orphan Indication	Treatment of patients with acute lymphoblastic leukemia (ALL) who have developed hypersensitivity to E. coli-derived asparaginase.	 11/18/2011 	 11/18/2018	"Jazz Pharmaceuticals, Inc."	3180 Porter Drive		Palo Alto	California	94304	USA	15186
851	Acute myeloid leukemia	12757	done		5062	acute nonlymphocytic leukemia.	C0023467	"Leukemia, Myelocytic, Acute"	neop	"Treatment of acute myelogenous leukemia, also referred to as acute nonlymphocytic leukemia."	Acute myeloid leukemia|GARD:0012757|IDARUBICIN HYDROCHLORIDE|IDARUBICIN HCL FOR INJECTION|IDAMYCIN|GARD:0012757	Acute myeloid leukemia|GARD:0012757|MITOXANTRONE HYDROCHLORIDE|MITOXANTRONE HCL|NOVANTRONE|GARD:0012757	Acute myeloid leukemia|GARD:0012757|PERFOSFAMIDE|PERGAMID|GARD:0012757	Idarubicin HCl for injection	Idamycin	32349	"Treatment of acute myelogenous leukemia, also referred to as acute nonlymphocytic leukemia."	Designated/Approved	Approved for Orphan Indication		 09/27/1990 	 09/27/1997	"Adria Laboratories, Inc."	P.O. Box 16529		Columbus	Ohio	43216	USA	29388
1089	Acute myeloid leukemia	12757	done		5128	acute nonlymphocytic leukemia.	C0023467	"Leukemia, Myelocytic, Acute"	neop	"Treatment of acute myelogenous leukemia, also referred to as acute nonlymphocytic leukemia."	Acute myeloid leukemia|GARD:0012757|IDARUBICIN HYDROCHLORIDE|IDARUBICIN HCL FOR INJECTION|IDAMYCIN|GARD:0012757	Acute myeloid leukemia|GARD:0012757|MITOXANTRONE HYDROCHLORIDE|MITOXANTRONE HCL|NOVANTRONE|GARD:0012757	Acute myeloid leukemia|GARD:0012757|PERFOSFAMIDE|PERGAMID|GARD:0012757	Mitoxantrone HCl	Novantrone	31971	"Treatment of acute myelogenous leukemia, also referred to as acute nonlymphocytic leukemia."	Designated/Approved	Approved for Orphan Indication		 12/23/1987 	 12/23/1994	Lederle Laboratories	Division of American Cyanamid Company	401 N. Middletown Road	Pearl River	New York	10965	USA	19287
692	Acute myeloid leukemia	12757	done		4494	for acute myeloid leukemia.	C0023467	"Leukemia, Myelocytic, Acute"	neop	"Reduction in the duration of neutropenia, fever, antibiotic use, and hospitalization, following induction and consolidation treatment for acute myeloid leukemia."	Myeloid leukemia|GARD:0008226|FILGRASTIM|NEUPOGEN|GARD:0008226	"Acute myeloid leukemia|GARD:0012757|FILGRASTIM, LICENSE HOLDER UNSPECIFIED|FILGRASTIM|NEUPOGEN|GARD:0012757"		Filgrastim	Neupogen	35376	"Reduction in the duration of neutropenia, fever, antibiotic use, and hospitalization, following induction and consolidation treatment for acute myeloid leukemia."	Designated/Approved	Approved for Orphan Indication	"Reducing the time to neutrophil recovery and the duration of fever, following induction or consolidation chemotherapy treatment of adults with acute myeloid leukemia."	 04/02/1998 	 04/02/2005	"Amgen, Inc."	One Amgen Center Dr.		Thousand Oaks	California	91320	USA	101096
643	Acute myeloid leukemia	12757	done		2065	of acute myelogenous leukemia	C0023467	"Leukemia, Myelocytic, Acute"	neop	Treatment of acute myelogenous leukemia	T-AML|THERAPY-RELATED ACUTE MYELOID LEUKEMIA|TREATMENT RELATED AML|TREATMENT RELATED ACUTE MYELOCYTIC LEUKEMIA|TREATMENT RELATED ACUTE MYELOGENOUS LEUKEMIA|TREATMENT RELATED ACUTE MYELOID LEUKEMIA|TREATMENT-RELATED AML|TREATMENT-RELATED ACUTE MYELOCYTIC LEUKEMIA|TREATMENT-RELATED ACUTE MYELOGENOUS LEUKEMIA|TREATMENT-RELATED ACUTE MYELOID LEUKEMIA|NCI:C8252|UMLS:C1336735	PEDIATRIC AML IN REMISSION|PEDIATRIC ACUTE GRANULOCYTIC LEUKEMIA IN REMISSION|PEDIATRIC ACUTE MYELOBLASTIC LEUKEMIA IN REMISSION|PEDIATRIC ACUTE MYELOCYTIC LEUKEMIA IN REMISSION|PEDIATRIC ACUTE MYELOGENOUS LEUKEMIA IN REMISSION|PEDIATRIC ACUTE MYELOID LEUKEMIA IN REMISSION|CHILDHOOD AML IN REMISSION|CHILDHOOD ACUTE GRANULOCYTIC LEUKEMIA IN REMISSION|CHILDHOOD ACUTE MYELOBLASTIC LEUKEMIA IN REMISSION|CHILDHOOD ACUTE MYELOCYTIC LEUKEMIA IN REMISSION|CHILDHOOD ACUTE MYELOGENOUS LEUKEMIA IN REMISSION|CHILDHOOD ACUTE MYELOID LEUKEMIA IN REMISSION|NCI:C9115|UMLS:C0279096	THERAPY-RELATED ACUTE MYELOID LEUKEMIA|TREATMENT-RELATED AML|TREATMENT RELATED AML|TREATMENT-RELATED ACUTE MYELOID LEUKEMIA|TREATMENT RELATED ACUTE MYELOGENOUS LEUKEMIA|TREATMENT-RELATED ACUTE MYELOCYTIC LEUKEMIA|TREATMENT RELATED ACUTE MYELOID LEUKEMIA|T-AML|TREATMENT RELATED ACUTE MYELOCYTIC LEUKEMIA|TREATMENT-RELATED ACUTE MYELOGENOUS LEUKEMIA|NCIT:C8252|NCI:C8252|UMLS:C1336735	enasidenib	Idhifa	41802	Treatment of acute myelogenous leukemia	Designated/Approved	Approved for Orphan Indication	Treatment of adult patients with relapsed or refractory acute myeloid leukemia with an isocitrate dehydrogenase-2 (IDH2) mutation as detected by an FDA-approved test	 08/01/2017 	 08/01/2024	Celgene Corporation	"Corporate Woods Bldg 32, Suite 900"	9225 Indian Creek Parkway	Overland Park	Kansas	66210	USA	434514
3180	Acute promyelocytic leukemia	538			4415	of acute promyelocytic leukemia.	C0023487	Acute Promyelocytic Leukemia	neop	Treatment of acute promyelocytic leukemia.	Acute promyelocytic leukemia|GARD:0000538|ALITRETINOIN|PANRETIN|GARD:0000538	Acute promyelocytic leukemia|GARD:0000538|MENATETRENONE|MK4(R)|GARD:0000538	Acute promyelocytic leukemia|GARD:0000538|PHENYLBUTYRATE|GARD:0000538	Arsenic trioxide	Trisenox	35857	Treatment of acute promyelocytic leukemia.	Designated/Approved	Approved for Orphan Indication	In combination with tretinoin for treatment of adults with newly-diagnosed low-risk acute promyelocytic leukemia (APL) whose APL is characterized by the presence of the t(15;17) translocation or PML/RAR-alpha gene expression.	 01/12/2018 	 01/12/2025	"Teva Branded Pharmaceutical Products R&D, Inc."	41 Moores Road		Frazer	Pennsylvania	19355	USA	109697
3180	Acute promyelocytic leukemia	538			4415	of acute promyelocytic leukemia.	C0023487	Acute Promyelocytic Leukemia	neop	Treatment of acute promyelocytic leukemia.	Acute promyelocytic leukemia|GARD:0000538|ALITRETINOIN|PANRETIN|GARD:0000538	Acute promyelocytic leukemia|GARD:0000538|MENATETRENONE|MK4(R)|GARD:0000538	Acute promyelocytic leukemia|GARD:0000538|PHENYLBUTYRATE|GARD:0000538	Arsenic trioxide	Trisenox	35857	Treatment of acute promyelocytic leukemia.	Designated/Approved	Approved for Orphan Indication	"For induction of remission and consolidation in patients with acute promyelocytic leukemia (APL) who are refractory to, or have relapsed from, retinoid and anthracycline chemotherapy, and whose APL is characterized by the presence of the t(15;17) translocation of PML/RAR-alpha gene expression."	 09/25/2000 	 09/25/2007	"Teva Branded Pharmaceutical Products R&D, Inc."	41 Moores Road		Frazer	Pennsylvania	19355	USA	109697
3178	Acute promyelocytic leukemia	538			4871	of acute promyelocytic leukemia.	C0023487	Acute Promyelocytic Leukemia	neop	Treatment of acute promyelocytic leukemia.	Acute promyelocytic leukemia|GARD:0000538|ALITRETINOIN|PANRETIN|GARD:0000538	Acute promyelocytic leukemia|GARD:0000538|MENATETRENONE|MK4(R)|GARD:0000538	Acute promyelocytic leukemia|GARD:0000538|PHENYLBUTYRATE|GARD:0000538	Tretinoin	Vesanoid	33170	Treatment of acute promyelocytic leukemia.	Designated/Approved	Approved for Orphan Indication	Induction of remission in patients with acute promyelocytic leukemia who are refractory to or unable to tolerate anthracycline based cytotoxic chemotherapeutic regimens.	 11/22/1995 	 11/22/2002	"Hoffmann-La Roche, Inc."	340 Kingsland Street		Nutley	New Jersey	7110	USA	50990
1264	Acute Radiation Syndrome		MISSING		2221	at risk of developing myelosuppression	C0854467	Myelosuppression	fndg	Treatment of subjects at risk of developing myelosuppression after a radiological or nuclear incident	PEGFILGRASTIM|NEULASTA	"FILGRASTIM, LICENSE HOLDER UNSPECIFIED|FILGRASTIM|NEUPOGEN"		Pegfilgrastim	Neulasta	41598	Treatment of subjects at risk of developing myelosuppression after a radiological or nuclear incident	Designated/Approved	Approved for Orphan Indication	To increase survival in patients acutely exposed to myelosuppressive doses of radiation (Hematopoietic Subsyndrome of Acute Radiation Syndrome)	 11/13/2015 	 11/13/2022	"Amgen, Inc."	One Amgen Center Drive	M/S 17-1-C	Thousand Oaks	California	91320	USA	413013
2245	Acute Radiation Syndrome		MISSING		2222	at risk of developing myelosuppression	C0854467	Myelosuppression	fndg	Treatment of subjects at risk of developing myelosuppression after a radiological or nuclear incident	PEGFILGRASTIM|NEULASTA	"FILGRASTIM, LICENSE HOLDER UNSPECIFIED|FILGRASTIM|NEUPOGEN"		filgrastim	Neupogen	41598	Treatment of subjects at risk of developing myelosuppression after a radiological or nuclear incident	Designated/Approved	Approved for Orphan Indication	To increase survival in patients acutely exposed to myelosuppressive doses of radiation (Hematopoietic Syndrome of Acute Radiation Syndrome).	 03/30/2015 	 03/30/2022	"Amgen, Inc."	One Amgen Center Drive	M/S 17-1-C	Thousand Oaks	California	91320	USA	413113
Missing	Acute radiation syndrome		MISSING		1231	(hematopoietic syndrome	C0018939	Hematological Disease	dsyn	Treatment of individuals acutely exposed to myelosuppressive doses of radiation (hematopoietic syndrome of acute radiation syndrome)				sargramostim	Leukine	42683	Treatment of individuals acutely exposed to myelosuppressive doses of radiation (hematopoietic syndrome of acute radiation syndrome)	Designated/Approved	Approved for Orphan Indication	LEUKINE is indicated to increase survival in adult and pediatric patients from birth to 17 years of age acutely exposed to myelosuppressive doses of radiation (Hematopoietic Syndrome of Acute Radiation Syndrome [H-ARS]).	 03/29/2018 	 03/29/2025	"Partner Therapeutics, Inc."	19 Muzzey Street		Lexington	Massachusetts	2421	USA	541816
3627	ADA deficiency	5748			5250	for ADA deficiency	C0268124	Adenosine deaminase deficiency	dsyn	For enzyme replacement therapy for ADA deficiency in patients with severe combined immunodeficiency.	Severe combined immunodeficiency|GARD:0007628|PEGADEMASE BOVINE|ADAGEN|GARD:0007628	ADA deficiency|GARD:0005748|PEGADEMASE BOVINE|ADAGEN|GARD:0005748	SEVERE COMBINED IMMUNODEFICIENCY|SEVERE COMBINED IMMUNODEFICIENCY DISEASE|DOID:627|MESH:D016511	Pegademase bovine	Adagen	30831	For enzyme replacement therapy for ADA deficiency in patients with severe combined immunodeficiency.	Designated/Approved	Approved for Orphan Indication		 03/21/1990 	 03/21/1997	"Sigma-tau Pharmaceuticals, Inc."	9841 Washingtonian Blvd	Suite 500	Gaithersburg	Maryland	20878	USA	2084
Missing	"Adenocarcinoma, metastatic"		MISSING	Not a rare disease	4862	of metastatic adenocarcinoma	C0334277	"Adenocarcinoma, metastatic"	neop	For use in combination chemotherapy with the approved agent 5-fluorouracil in the palliative treatment of metastatic adenocarcinoma of the colon and rectum				levoleucovorin	Fusilev	33225	For use in combination chemotherapy with the approved agent 5-fluorouracil in the palliative treatment of metastatic adenocarcinoma of the colon and rectum	Designated/Approved	Approved for Orphan Indication	For use in combination chemotherapy with 5-fluorouracil in the palliative treatment of patients with advanced metastatic colorectal cancer	 04/29/2011 	 04/29/2018	Acrotech Biopharma LLC	279 Princeton Hightstown Road		East Windsor	New Jersey	8520	USA	48590
2716	Adult T-cell leukemia/lymphoma	13103	approximate		3613	of T-cell lymphoma	C0079772	T-Cell Lymphoma	neop	Treatment of T-cell lymphoma	REFRACTORY T-CELL NON-HODGKIN'S LYMPHOMA|REFRACTORY T-CELL NON-HODGKIN LYMPHOMA|REFRACTORY T-CELL LYMPHOMA|REFRACTORY T-CELL AND NK-CELL NON-HODGKIN'S LYMPHOMA|T-CELL LYMPHOMA REFRACTORY|NCI:C8664|UMLS:C0854827	REFRACTORY ANGIOIMMUNOBLASTIC T-CELL LYMPHOMA|ANGIOIMMUNOBLASTIC T-CELL LYMPHOMA REFRACTORY|NCI:C8671|UMLS:C0854834	"REFRACTORY UNSPECIFIED PERIPHERAL T-CELL LYMPHOMA|REFRACTORY PERIPHERAL T-CELL LYMPHOMA, NOT OTHERWISE SPECIFIED|NCI:C9339|UMLS:C0854852"	pralatrexate	Folotyn	38918	Treatment of T-cell lymphoma	Designated/Approved	Approved for Orphan Indication	Treatment of patients with relapsed or refractory peripheral T-cell lymphoma	 09/24/2009 	 09/24/2016	Acrotech Biopharma LLC	279 Princeton Hightstown Road		East Windsor	New Jersey	8520	USA	225306
3103	Adult T-cell leukemia/lymphoma	13103	approximate		3937	of T-cell non-Hodgkin's lymphoma	C0079772	T-Cell Lymphoma	neop	Treatment of T-cell non-Hodgkin's lymphoma	REFRACTORY T-CELL NON-HODGKIN'S LYMPHOMA|REFRACTORY T-CELL NON-HODGKIN LYMPHOMA|REFRACTORY T-CELL LYMPHOMA|REFRACTORY T-CELL AND NK-CELL NON-HODGKIN'S LYMPHOMA|T-CELL LYMPHOMA REFRACTORY|NCI:C8664|UMLS:C0854827	REFRACTORY T-CELL NON-HODGKIN LYMPHOMA|REFRACTORY T-CELL NON-HODGKIN'S LYMPHOMA|REFRACTORY T-CELL LYMPHOMA|T-CELL LYMPHOMA REFRACTORY|REFRACTORY T-CELL AND NK-CELL NON-HODGKIN'S LYMPHOMA|NCIT:C8664|NCI:C8664|UMLS:C0854827	REFRACTORY MATURE T-CELL AND NK-CELL NON-HODGKIN LYMPHOMA|REFRACTORY MATURE T-CELL AND NK-CELL NON-HODGKIN'S LYMPHOMA|PERIPHERAL T-CELL LYMPHOMA REFRACTORY|REFRACTORY MATURE T- AND NK-CELL LYMPHOMA|REFRACTORY PERIPHERAL T-CELL LYMPHOMA|NCI:C8689|UMLS:C1335727	vorinostat	Zolinza	38062	Treatment of T-cell non-Hodgkin's lymphoma	Designated/Approved	Approved for Orphan Indication	"Treatment of cutaneous manifestations in patients with cutaneous T-cell lymphoma (CTCL) who have progressive, persistant or recurrent disease on or following two systemic therapies."	 10/06/2006 	 10/06/2013	"Merck & Co., Inc."	"P. O. Box 2000, RY 32-605"		Rahway	New Jersey	7065	USA	174203
1521	AIDS-associated catabolism/weight loss.		MISSING		4793	of AIDS-associated catabolism/weight loss.	C0001175	Acquired Immunodeficiency Syndrome	dsyn	Treatment of AIDS-associated catabolism/weight loss.	SERMORELIN ACETATE|GEREF	SOMATROPIN|SOMATROPIN FOR INJECTION|SEROSTIM	"PROPIONIC ACIDEMIA|HYPERGLYCINEMIA WITH KETOACIDOSIS AND LACTIC ACIDOSIS, PROPIONIC TYPE|KETOTIC GLYCINEMIA|PCC DEFICIENCY|PROPIONYL COA CARBOXYLASE DEFICIENCY"	Somatropin for injection	Serostim	33557	Treatment of AIDS-associated catabolism/weight loss.	Designated/Approved	Approved for Orphan Indication	Treatment of AIDS wasting or cachexia.	 08/23/1996 	 08/23/2003	"EMD Serono, Inc."	One Technology Place		Roackland	Massachusetts	2370	USA	60491
1058	AIDS-associated catabolism/weight loss.		MISSING		5081	confirmed diagnosis	C0011900	Diagnosis	fndg	"Treatment of patients with anorexia, cachexia, or significant weight loss (=/>10% of baseline body weight) and confirmed diagnosis of AIDS."				Megestrol acetate	Megace	32246	"Treatment of patients with anorexia, cachexia, or significant weight loss (=/>10% of baseline body weight) and confirmed diagnosis of AIDS."	Designated/Approved	Approved for Orphan Indication	"Treatment of anorexia, cachexia, or an unexplained significant weight loss in patients with a diagnosis of acquired immune deficiency syndrome."	 09/10/1993 	 09/10/2000	Bristol-Myers Squibb Pharmaceutical Research Institute	2400 West Lloyd Expressway		Evansville	Indiana	47721	USA	26187
219	Alpha-1 antitrypsin deficiency	5784	done		5226	in the alpha-1-proteinase inhibitor congenital deficiency state.	C0221757	alpha 1-Antitrypsin Deficiency	dsyn	For replacement therapy in the alpha-1-proteinase inhibitor congenital deficiency state.	Alpha-1 antitrypsin deficiency|GARD:0005784|.ALPHA.1-PROTEINASE INHIBITOR (HUMAN)|ALPHA1-PROTEINASE INHIBITOR (HUMAN)|PROLASTIN|GARD:0005784	HEMOPHILIA A|CLASSICAL HEMOPHILIA|FACTOR VIII DEFICIENCY|HAEMOPHILIA A	HEMOPHILIA B|CHRISTMAS DISEASE|FACTOR IX DEFICIENCY|ROYAL DISEASE	Alpha1-proteinase inhibitor (human)	Prolastin	31023	For replacement therapy in the alpha-1-proteinase inhibitor congenital deficiency state.	Designated/Approved	Approved for Orphan Indication	For chronic replacement therapy of individuals having congenital deficiency of alpha1- proteinase inhibitor with clinically demonstrable panacinar emphysema.	 12/02/1987 	 12/02/1994	Bayer Corporation	"Pharmaceutical Division, Biological Products"	400 Morgan Lane	New Haven	Connecticut	6516	USA	3084
3185	Alpha-thalassemia	621			1819	in alpha-thalassemia	C0002312	alpha-Thalassemia	dsyn	Treatment of chronic iron overload in alpha-thalassemia	IRON OVERLOAD|DOID:2350|MESH:D019190	Alpha-thalassemia|GARD:0000621|DEFERASIROX|EXJADE|GARD:0000621	Thalassemia|GARD:0007756|DEFERASIROX|EXJADE|GARD:0007756	deferasirox	Exjade; Jadenu Sprinkles	42059	Treatment of chronic iron overload in alpha-thalassemia	Designated/Approved	Approved for Orphan Indication	Treatment of chronic iron overload in patients 10 years of age and older with non-transfusion dependent thalassemia (NTDT) syndromes and with a liver iron concentration (LIC) of at least 5 milligrams of iron per gram of liver dry weight (mg Fe/g dw) and serum ferritin greater than 300 mcg/L.	 01/23/2013 	 01/23/2020	Novartis Pharmaceuticals Corporation	One Health Plaza		East Hanover	New Jersey	7936	USA	354411
3185	Alpha-thalassemia	621			1819	in alpha-thalassemia	C0002312	alpha-Thalassemia	dsyn	Treatment of chronic iron overload in alpha-thalassemia	IRON OVERLOAD|DOID:2350|MESH:D019190	Alpha-thalassemia|GARD:0000621|DEFERASIROX|EXJADE|GARD:0000621	Thalassemia|GARD:0007756|DEFERASIROX|EXJADE|GARD:0007756	deferasirox	Exjade; Jadenu Sprinkles	42059	Treatment of chronic iron overload in alpha-thalassemia	Designated/Approved	Approved for Orphan Indication	Treatment of chronic iron overload in patients 10 years of age and older with non-transfusion-dependent thalassemia (NTDT) syndromes and with a liver iron concentration (LIC) of at least 5 milligrams of iron per gram of liver dry weight (mg Fe/g dw) and a serum ferritin greater than 300 mcg/L.	 05/18/2017 	 N/A	Novartis Pharmaceuticals Corporation	One Health Plaza		East Hanover	New Jersey	7936	USA	354411
3124	Alveolar echinococcosis	207			4536	alveolar echinococcosis	C0948954	Alveolar echinococcosis	dsyn	Treatment of hydatid disease (cystic echinococcosis due to E. granulosus larvae or alveolar echinococcosis due to E. multilocularis larvae).	Alveolar echinococcosis|GARD:0000207|ALBENDAZOLE|ALBENZA|GARD:0000207			Albendazole	Albenza	35081	Treatment of hydatid disease (cystic echinococcosis due to E. granulosus larvae or alveolar echinococcosis due to E. multilocularis larvae).	Designated/Approved	Approved for Orphan Indication	"Treatment of cystic hydatid disease of the liver, lung, and peritoneum, caused by the larval form of the dog tapeworm, Echinococcus granulosus."	 06/11/1996 	 06/11/2003	"Impax Laboratories, LLC"	400 Crossing Boulevard	Third Floor	Bridgewater	New Jersey	8807	USA	94195
3189	Amebiasis	652			3989	of amebiasis	C0002438	Amebiasis	dsyn	Treatment of amebiasis	Amebiasis|GARD:0000652|AURANOFIN|RIDAURA|GARD:0000652	Amebiasis|GARD:0000652|MILTEFOSINE|IMPAVIDO|GARD:0000652	Amebiasis|GARD:0000652|NITAZOXANIDE|CRYPTAZ|GARD:0000652	Tinidazole	Tindamax	37853	Treatment of amebiasis	Designated/Approved	Approved for Orphan Indication	Treatment of intestinal amebiasis and amebic liver abcess caused by E. histolytica in both adults and pediatric patients older than three years of age. It is not indicated for the treatment of asymptomatic cyst passage.	 05/17/2004 	 05/17/2011	"Presutti Laboratories, Inc."	1607 N. Douglas Avenue		Arlington Heights	Illinois	60004	USA	173603
3685	Amyotrophic lateral sclerosis	5786			1732	of amyotrophic lateral sclerosis	C0002736	Amyotrophic Lateral Sclerosis	dsyn	Treatment of amyotrophic lateral sclerosis	"Amyotrophic lateral sclerosis|GARD:0005786|GLIADIN|SUPEROXIDE DISMUTASE, GLIADIN|ETR019|GARD:0005786"	Amyotrophic lateral sclerosis|GARD:0005786|OZANEZUMAB|ANTI-NOGO-A MONOCLONAL ANTIBODY|GARD:0005786	Amyotrophic lateral sclerosis|GARD:0005786|GABAPENTIN|NEURONTIN|GARD:0005786	edaravone	Radicava	42136	Treatment of amyotrophic lateral sclerosis	Designated/Approved	Approved for Orphan Indication	Treatment of amyotrophic lateral sclerosis (ALS)	 05/05/2017 	 05/05/2024	Mitsubishi Tanabe Pharma Corporation	"17-10, Nihonbashi-Koamicho"	"Chuo-ku, Tokyo 103-8405"				Japan	478215
3653	Amyotrophic lateral sclerosis	5786			4709	of amyotrophic lateral sclerosis.	C0002736	Amyotrophic Lateral Sclerosis	dsyn	Treatment of amyotrophic lateral sclerosis.	"Amyotrophic lateral sclerosis|GARD:0005786|GLIADIN|SUPEROXIDE DISMUTASE, GLIADIN|ETR019|GARD:0005786"	Amyotrophic lateral sclerosis|GARD:0005786|OZANEZUMAB|ANTI-NOGO-A MONOCLONAL ANTIBODY|GARD:0005786	Amyotrophic lateral sclerosis|GARD:0005786|GABAPENTIN|NEURONTIN|GARD:0005786	Riluzole	Rilutek	34044	Treatment of amyotrophic lateral sclerosis.	Designated/Approved	Approved for Orphan Indication	Treatment of patients with amyotrophic lateral sclerosis. Riluzole extends survival and/or time to tracheostomy.	 12/12/1995 	 12/12/2002	"Rhone-Poulenc Rorer Pharmaceuticals, Inc."	"500 Arcola Road, P.O. Box 1200"		Collegeville	Pennsylvania	19426	USA	72792
