Generic Name	Trade Name	UNII	Gene	UniProt	Family	Name
midazolam	Seizalam	W7TTW573JJ	GABRB2	P47870	IC	Gamma-aminobutyric acid receptor subunit beta-2
midazolam	Seizalam	W7TTW573JJ	GABRG3	Q99928	IC	Gamma-aminobutyric acid receptor subunit gamma-3
midazolam	Seizalam	W7TTW573JJ	GABRG2	P18507	IC	Gamma-aminobutyric acid receptor subunit gamma-2
midazolam	Seizalam	W7TTW573JJ	GABRA5	P31644	IC	Gamma-aminobutyric acid receptor subunit alpha-5
midazolam	Seizalam	W7TTW573JJ	GABRB2	P47870	IC	Gamma-aminobutyric acid receptor subunit beta-2
midazolam	Seizalam	W7TTW573JJ	GABRA5	P31644	IC	Gamma-aminobutyric acid receptor subunit alpha-5
midazolam	Seizalam	W7TTW573JJ	GABRB2	P47870	IC	Gamma-aminobutyric acid receptor subunit beta-2
midazolam	Seizalam	W7TTW573JJ	GABRG3	Q99928	IC	Gamma-aminobutyric acid receptor subunit gamma-3
midazolam	Seizalam	W7TTW573JJ	GABRB3	P28472	IC	Gamma-aminobutyric acid receptor subunit beta-3
midazolam	Seizalam	W7TTW573JJ	GABRA5	P31644	IC	Gamma-aminobutyric acid receptor subunit alpha-5
midazolam	Seizalam	W7TTW573JJ	GABRG3	Q99928	IC	Gamma-aminobutyric acid receptor subunit gamma-3
midazolam	Seizalam	W7TTW573JJ	GABRG2	P18507	IC	Gamma-aminobutyric acid receptor subunit gamma-2
midazolam	Seizalam	W7TTW573JJ	GABRB3	P28472	IC	Gamma-aminobutyric acid receptor subunit beta-3
midazolam	Seizalam	W7TTW573JJ	GABRA5	P31644	IC	Gamma-aminobutyric acid receptor subunit alpha-5
levoleucovorin	Fusilev	WA16A5Y52X				
Levoleucovorin	Fusilev	WA16A5Y52X				
rufinamide	Banzel	WFW942PR79	SCN1A	P35498	IC	Sodium channel protein type 1 subunit alpha
rufinamide	Banzel	WFW942PR79	SCN4A	P35499	IC	Sodium channel protein type 4 subunit alpha
rufinamide	Banzel	WFW942PR79	SCN7A	Q01118	IC	Sodium channel protein type 7 subunit alpha
rufinamide	Banzel	WFW942PR79	SCN5A	Q14524	IC	Sodium channel protein type 5 subunit alpha
rufinamide	Banzel	WFW942PR79	SCN9A	Q15858	IC	Sodium channel protein type 9 subunit alpha
rufinamide	Banzel	WFW942PR79	SCN2A	Q99250	IC	Sodium channel protein type 2 subunit alpha
rufinamide	Banzel	WFW942PR79	SCN3A	Q9NY46	IC	Sodium channel protein type 3 subunit alpha
rufinamide	Banzel	WFW942PR79	SCN11A	Q9UI33	IC	Sodium channel protein type 11 subunit alpha
rufinamide	Banzel	WFW942PR79	SCN8A	Q9UQD0	IC	Sodium channel protein type 8 subunit alpha
rufinamide	Banzel	WFW942PR79	SCN10A	Q9Y5Y9	IC	Sodium channel protein type 10 subunit alpha
sofosbuvir	Sovaldi	WJ6CA3ZU8B				
sofosbuvir	Sovaldi	WJ6CA3ZU8B				
sofosbuvir	Sovaldi	WJ6CA3ZU8B				
Tacrolimus	Prograf	WM0HAQ4WNM	FKBP1A	P62942	Enzyme	Peptidyl-prolyl cis-trans isomerase FKBP1A
Tacrolimus granules for oral suspension	Prograf	WM0HAQ4WNM				
patisiran	Onpattro	WO0YM16LKG				
olaparib	Lynparza	WOH1JD9AR8	PARP1	P09874	Enzyme	Poly [ADP-ribose] polymerase 1
olaparib	Lynparza	WOH1JD9AR8	PARP2	Q9UGN5	Enzyme	Poly [ADP-ribose] polymerase 2
olaparib	Lynparza	WOH1JD9AR8	PARP3	Q9Y6F1	Enzyme	Poly [ADP-ribose] polymerase 3
olaparib	Lynparza	WOH1JD9AR8	PARP1	P09874	Enzyme	Poly [ADP-ribose] polymerase 1
olaparib	Lynparza	WOH1JD9AR8	PARP2	Q9UGN5	Enzyme	Poly [ADP-ribose] polymerase 2
olaparib	Lynparza	WOH1JD9AR8	PARP3	Q9Y6F1	Enzyme	Poly [ADP-ribose] polymerase 3
olaparib	Lynparza	WOH1JD9AR8	PARP1	P09874	Enzyme	Poly [ADP-ribose] polymerase 1
olaparib	Lynparza	WOH1JD9AR8	PARP2	Q9UGN5	Enzyme	Poly [ADP-ribose] polymerase 2
olaparib	Lynparza	WOH1JD9AR8	PARP3	Q9Y6F1	Enzyme	Poly [ADP-ribose] polymerase 3
olaparib	Lynparza	WOH1JD9AR8	PARP1	P09874	Enzyme	Poly [ADP-ribose] polymerase 1
olaparib	Lynparza	WOH1JD9AR8	PARP2	Q9UGN5	Enzyme	Poly [ADP-ribose] polymerase 2
olaparib	Lynparza	WOH1JD9AR8	PARP3	Q9Y6F1	Enzyme	Poly [ADP-ribose] polymerase 3
olaparib	Lynparza	WOH1JD9AR8	PARP1	P09874	Enzyme	Poly [ADP-ribose] polymerase 1
olaparib	Lynparza	WOH1JD9AR8	PARP2	Q9UGN5	Enzyme	Poly [ADP-ribose] polymerase 2
olaparib	Lynparza	WOH1JD9AR8	PARP3	Q9Y6F1	Enzyme	Poly [ADP-ribose] polymerase 3
olaparib	Lynparza	WOH1JD9AR8	PARP1	P09874	Enzyme	Poly [ADP-ribose] polymerase 1
olaparib	Lynparza	WOH1JD9AR8	PARP2	Q9UGN5	Enzyme	Poly [ADP-ribose] polymerase 2
olaparib	Lynparza	WOH1JD9AR8	PARP3	Q9Y6F1	Enzyme	Poly [ADP-ribose] polymerase 3
olaparib	Lynparza	WOH1JD9AR8	PARP1	P09874	Enzyme	Poly [ADP-ribose] polymerase 1
olaparib	Lynparza	WOH1JD9AR8	PARP2	Q9UGN5	Enzyme	Poly [ADP-ribose] polymerase 2
olaparib	Lynparza	WOH1JD9AR8	PARP3	Q9Y6F1	Enzyme	Poly [ADP-ribose] polymerase 3
olaparib	Lynparza	WOH1JD9AR8	PARP1	P09874	Enzyme	Poly [ADP-ribose] polymerase 1
olaparib	Lynparza	WOH1JD9AR8	PARP2	Q9UGN5	Enzyme	Poly [ADP-ribose] polymerase 2
olaparib	Lynparza	WOH1JD9AR8	PARP3	Q9Y6F1	Enzyme	Poly [ADP-ribose] polymerase 3
laronidase	Aldurazyme	WP58SVM6R4				
acetylcysteine	Acetadote	WYQ7N0BPYC				
acetylcysteine effervescent tablets for oral solution	Cetylev	WYQ7N0BPYC				
Morphine sulfate concentrate (preservative free)	Infumorph	X3P646A2J0	OPRM1	P35372	GPCR	Mu-type opioid receptor
hydroxycarbamide (hydroxyurea)	Siklos	X6Q56QN5QC				
Hydroxyurea	Droxia	X6Q56QN5QC				
Felbamate	Felbatol	X72RBB02N8	GRIN2B	Q13224	IC	Glutamate receptor ionotropic, NMDA 2B
Felbamate	Felbatol	X72RBB02N8	GRIN2A	Q12879	IC	Glutamate receptor ionotropic, NMDA 2A
cerliponase alfa	Brineura	X8R2D92QP1				
fish oil triglycerides	Omegaven	XGF7L72M0F				
Rifapentine	Priftin	XJM390A33U				
aztreonam	Cayston	XNM7LT65NP				
Interferon beta-1a	Avonex	XRO4566Q4R	IFNAR1	P17181	Unknown	Interferon alpha/beta receptor 1
Interferon beta-1a	Avonex	XRO4566Q4R	IFNAR2	P48551	Unknown	Interferon alpha/beta receptor 2
porfimer	Photofrin	Y3834SIK5F				
Porfimer sodium	Photofrin	Y3834SIK5F				
Gallium [Ga-68]-N-[(4,7,10-Tricarboxymethyl-1,4,7,10-tetraazacyclododec-1-yl)acetyl]-D-phenylalanyl-L-cysteinyl-L-tyrosyl-D-tryptophanyl-L-lysyl-L-threoninyl-L-cysteinyl-L-threonine-cyclic(2-7)disulfide	Netspot	Y68179SY2L				
Atovaquone	Mepron	Y883P1Z2LT				
Atovaquone	Mepron	Y883P1Z2LT				
temozolomide	Temodar	YF1K15M17Y				
temozolomide	Temodar	YF1K15M17Y				
idelalisib	Zydelig	YG57I8T5M0	PIK3CD	O00329	Kinase	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform
idelalisib	Zydelig	YG57I8T5M0	PIK3CD	O00329	Kinase	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform
methotrexate oral solution	Xatmep	YL5FZ2Y5U1				
methotrexate oral solution	Xatmep	YL5FZ2Y5U1				
pexidartinib	Turalio	YS6WAI3XN7				
Anagrelide	Agrylin	YTM763Y5C8	PDE3A	Q14432	Enzyme	cGMP-inhibited 3',5'-cyclic phosphodiesterase A
fidaxomicin	Dificid	Z5N076G8YQ				
Asfotase alfa	Strensiq	Z633861EIM				
Naltrexone HCl	Trexan	Z6375YW9SF	OPRD1	P41143	GPCR	Delta-type opioid receptor
Naltrexone HCl	Trexan	Z6375YW9SF	OPRK1	P41145	GPCR	Kappa-type opioid receptor
Naltrexone HCl	Trexan	Z6375YW9SF	OPRM1	P35372	GPCR	Mu-type opioid receptor
macitentan	Opsumit	Z9K9Y9WMVL	EDNRA	P25101	GPCR	Endothelin-1 receptor
macitentan	Opsumit	Z9K9Y9WMVL	EDNRB	P24530	GPCR	Endothelin receptor type B
Tetrabenazine	Xenazine	Z9O08YRN8O	SLC18A2	Q05940	Transporter	Synaptic vesicular amine transporter
glycerol phenylbutyrate	Ravicti	ZH6F1VCV7B				
glycerol phenylbutyrate	Ravicti	ZH6F1VCV7B				
tafamidis meglumine	Vyndaqel; Vyndamax	ZU7CF08A1A				
phoxillum	n/a					
burosumab	Crysvita	G9WJT6RD29				
burosumab	Crysvita	G9WJT6RD29				
Emapalumab	Gamifant	3S252O2Z4X				
emicizumab	Hemlibra	7NL2E3F6K3				
emicizumab	Hemlibra	7NL2E3F6K3				
cenegermin	Oxervate	B6E7K36KT8	NTRK1	P04629	Kinase	High affinity nerve growth factor receptor
cenegermin	Oxervate	B6E7K36KT8	NGFR	P08138	Unknown	Tumor necrosis factor receptor superfamily member 16
pegvaliase	Palynziq	N6UAH27EUV				
Tagraxofusp	Elzonris	8ZHS5657EH				
Ravulizumab	Ultomiris	C3VX249T6L				
Luspatercept	Reblozyl	AQK7UBA1LS				
elapegademase	Revcovi	9R3D3Y0UHS				
lumacaftor/ivacaftor	Orkambi	EGP8L81APK				
lumacaftor/ivacaftor	Orkambi	EGP8L81APK				
lumacaftor/ivacaftor	Orkambi	1Y740ILL1Z				
ledipasvir/sofosbuvir	Harvoni	013TE6E4WV				
ledipasvir/sofosbuvir	Harvoni	013TE6E4WV				
ledipasvir/sofosbuvir	Harvoni	WJ6CA3ZU8B				
biocarbonate infusate	Normocarb Hf					
vestronidase alfa	Mepsevii	7XZ4062R17				
trifluridine/tipiracil	Lonsurf	RMW9V5RW38				
benzoate/phenylacetate	Ammonul	48N6U1781G				
Immune Globulin (Human)	Gamunex(R)-C	66Y330CJHS				
Botulism immune globulin	Babybig	X641Y30OA7				
polatuzumab vedotin	Polivy	KG6VO684Z6				
moxetumomab pasudotox	Lumoxiti	2NDX4B6N8F				
voretigene neparvovec	Luxturna	2SPI046IKD				
elexacaftor/tezacaftor/ivacaftor	Trikafta	RRN67GMB0V				
immune globulin infusion (human)	Gammagard Liquid	66Y330CJHS				
Immune globulin intravenous, human	Gamimune N	66Y330CJHS				
immune globulin intraveous (human)	Gammaplex	66Y330CJHS				
hepatitis B immune globulin (human)	Hepagam	XII270YC6M				
Cytarabine:daunorubicin liposome injection	Vyxeos	ZS7284E0ZP				
Ceramide trihexosidase/alpha-galactosidase A	Fabrazyme	RZD65TSM9U				
Immune Globulin Subcutaneous (Human), 20% Liquid	Hizentra	66Y330CJHS				
Buffered intrathecal electrolyte/dextrose injection	Elliotts B Solution					
botulism antitoxin heptavalent (A, B, C, D, E, F, G) (Equine)	n/a	LE3J6I6DXP				
Hemin	Panhematin	743LRP9S7N				
clobazam	Onfi	2MRO291B4U	GABRA1	P14867	IC	Gamma-aminobutyric acid receptor subunit alpha-1
clobazam	Onfi	2MRO291B4U	GABRG2	P18507	IC	Gamma-aminobutyric acid receptor subunit gamma-2
clobazam	Onfi	2MRO291B4U	GABRB2	P47870	IC	Gamma-aminobutyric acid receptor subunit beta-2
Ursodiol	Urso 250	724L30Y2QR	NR1H4	Q96RI1	NR	Bile acid receptor
anakinra	Kineret	9013DUQ28K	IL1R1	P14778	Unknown	Interleukin-1 receptor type 1
anakinra	Kineret	9013DUQ28K	IL1RAP	Q9NPH3	Unknown	Interleukin-1 receptor accessory protein
selinexor	n/a	31TZ62FO8F				
Voxelotor	Oxbryta	3ZO554A4Q8				
rituximab	Rituxan(R); Mabthera(R)	4F4X42SYQ6	MS4A1	P11836	Unknown	B-lymphocyte antigen CD20
tadalafil	Adcirca	742SXX0ICT	PDE5A	O76074	Enzyme	cGMP-specific 3',5'-cyclic phosphodiesterase
rifaximin	Normix	L36O5T016N				
givosiran	Givlaari	ROV204583W				
acyclovir	n/a	X4HES1O11F				
Lepirudin	Refluden	Y43GF64R34	F2	P00734	Enzyme	Prothrombin
golodirsen	Vyondys 53	033072U4MZ				
Pitolisant	n/a	4BC83L4PIY	HRH3	Q9Y5N1	GPCR	Histamine H3 receptor
Fomepizole	Antizole	83LCM6L2BY	ADH1B	P00325	Enzyme	Alcohol dehydrogenase 1B
Fomepizole	Antizole	83LCM6L2BY	ADH1C	P00326	Enzyme	Alcohol dehydrogenase 1C
Fomepizole	Antizole	83LCM6L2BY	ADH1A	P07327	Enzyme	Alcohol dehydrogenase 1A
Fomepizole	Antizole	83LCM6L2BY	ADH1B	P00325	Enzyme	Alcohol dehydrogenase 1B
Fomepizole	Antizole	83LCM6L2BY	ADH1C	P00326	Enzyme	Alcohol dehydrogenase 1C
Fomepizole	Antizole	83LCM6L2BY	ADH1A	P07327	Enzyme	Alcohol dehydrogenase 1A
Rilonacept	Arcalyst	8K80YB5GMG	IL1B	P01584	Unknown	Interleukin-1 beta
eteplirsen	Exondys 51	AIW6036FAS				
infliximab	Remicade	B72HH48FLU	TNF	P01375	Unknown	Tumor necrosis factor
Infliximab	Remicade	B72HH48FLU	TNF	P01375	Unknown	Tumor necrosis factor
infliximab	Remicade	B72HH48FLU	TNF	P01375	Unknown	Tumor necrosis factor
Daclizumab	Zenapax	CUJ2MVI71Y	IL2RA	P01589	Unknown	Interleukin-2 receptor subunit alpha
Daclizumab	Zenapax	CUJ2MVI71Y	IL2RB	P14784	Unknown	Interleukin-2 receptor subunit beta
Daclizumab	Zenapax	CUJ2MVI71Y	IL2RG	P31785	Unknown	Cytokine receptor common subunit gamma
adalimumab	Humira	FYS6T7F842	TNF	P01375	Unknown	Tumor necrosis factor
adalimumab	Humira	FYS6T7F842	TNF	P01375	Unknown	Tumor necrosis factor
adalimumab	Humira	FYS6T7F842	TNF	P01375	Unknown	Tumor necrosis factor
adalimumab	Humira	FYS6T7F842	TNF	P01375	Unknown	Tumor necrosis factor
adalimumab	Humira	FYS6T7F842	TNF	P01375	Unknown	Tumor necrosis factor
adalimumab	Humira	FYS6T7F842	TNF	P01375	Unknown	Tumor necrosis factor
adalimumab	Humira	FYS6T7F842	TNF	P01375	Unknown	Tumor necrosis factor
nintedanib	Ofev	G6HRD2P839	KDR	P35968	Kinase	Vascular endothelial growth factor receptor 2
nintedanib	Ofev	G6HRD2P839	FGFR1	P11362	Kinase	Fibroblast growth factor receptor 1
nintedanib	Ofev	G6HRD2P839	PDGFRA	P16234	Kinase	Platelet-derived growth factor receptor alpha
nintedanib	Ofev	G6HRD2P839	FLT1	P17948	Kinase	Vascular endothelial growth factor receptor 1
nintedanib	Ofev	G6HRD2P839	FLT4	P35916	Kinase	Vascular endothelial growth factor receptor 3
nintedanib	Ofev	G6HRD2P839	FGFR3	P22607	Kinase	Fibroblast growth factor receptor 3
nintedanib	Ofev	G6HRD2P839	FGFR4	P22455	Kinase	Fibroblast growth factor receptor 4
nintedanib	Ofev	G6HRD2P839	PDGFRB	P09619	Kinase	Platelet-derived growth factor receptor beta
nintedanib	Ofev	G6HRD2P839	FGFR2	P21802	Kinase	Fibroblast growth factor receptor 2
nintedanib	Ofev	G6HRD2P839	KDR	P35968	Kinase	Vascular endothelial growth factor receptor 2
nintedanib	Ofev	G6HRD2P839	FGFR1	P11362	Kinase	Fibroblast growth factor receptor 1
nintedanib	Ofev	G6HRD2P839	PDGFRA	P16234	Kinase	Platelet-derived growth factor receptor alpha
nintedanib	Ofev	G6HRD2P839	FLT1	P17948	Kinase	Vascular endothelial growth factor receptor 1
nintedanib	Ofev	G6HRD2P839	FLT4	P35916	Kinase	Vascular endothelial growth factor receptor 3
nintedanib	Ofev	G6HRD2P839	FGFR3	P22607	Kinase	Fibroblast growth factor receptor 3
nintedanib	Ofev	G6HRD2P839	FGFR4	P22455	Kinase	Fibroblast growth factor receptor 4
nintedanib	Ofev	G6HRD2P839	PDGFRB	P09619	Kinase	Platelet-derived growth factor receptor beta
nintedanib	Ofev	G6HRD2P839	FGFR2	P21802	Kinase	Fibroblast growth factor receptor 2
ibalizumab	Trogarzo	LT369U66CE				
cobicistat	Tybost	LW2E03M5PG	CYP3A4	P08684	Enzyme	Cytochrome P450 3A4
cobicistat	Tybost	LW2E03M5PG	CYP3A5	P20815	Enzyme	Cytochrome P450 3A5
cobicistat	Tybost	LW2E03M5PG	CYP3A7	P24462	Enzyme	Cytochrome P450 3A7
cobicistat	Tybost	LW2E03M5PG	CYP3A43	Q9HB55	Enzyme	Cytochrome P450 3A43
cobicistat	Tybost	LW2E03M5PG	CYP3A4	P08684	Enzyme	Cytochrome P450 3A4
cobicistat	Tybost	LW2E03M5PG	CYP3A5	P20815	Enzyme	Cytochrome P450 3A5
cobicistat	Tybost	LW2E03M5PG	CYP3A7	P24462	Enzyme	Cytochrome P450 3A7
cobicistat	Tybost	LW2E03M5PG	CYP3A43	Q9HB55	Enzyme	Cytochrome P450 3A43
moxidectin	n/a	NGU5H31YO9				
etanercept	Enbrel	OP401G7OJC	TNF	P01375	Unknown	Tumor necrosis factor
Filgrastim	Neupogen	PVI5M0M1GW	CSF3R	Q99062	Unknown	Granulocyte colony-stimulating factor receptor
filgrastim	Neupogen	PVI5M0M1GW	CSF3R	Q99062	Unknown	Granulocyte colony-stimulating factor receptor
Filgrastim	Neupogen	PVI5M0M1GW	CSF3R	Q99062	Unknown	Granulocyte colony-stimulating factor receptor
Filgrastim	Neupogen	PVI5M0M1GW	CSF3R	Q99062	Unknown	Granulocyte colony-stimulating factor receptor
Filgrastim	Neupogen	PVI5M0M1GW	CSF3R	Q99062	Unknown	Granulocyte colony-stimulating factor receptor
Ifosfamide	Ifex	UM20QQM95Y				
tacrolimus	Envarsus Xr	WM0HAQ4WNM	FKBP1A	P62942	Enzyme	Peptidyl-prolyl cis-trans isomerase FKBP1A
tacrolimus	Envarsus Xr	WM0HAQ4WNM	FKBP1A	P62942	Enzyme	Peptidyl-prolyl cis-trans isomerase FKBP1A
vandetanib	Caprelsa(R)	YO460OQ37K	EGFR	P00533	Kinase	Epidermal growth factor receptor
vandetanib	Caprelsa(R)	YO460OQ37K	KDR	P35968	Kinase	Vascular endothelial growth factor receptor 2
vandetanib	Caprelsa(R)	YO460OQ37K	RET	P07949	Kinase	Proto-oncogene tyrosine-protein kinase receptor Ret
dexrazoxane	Totect(R)	048L81261F				
rasburicase	Elitek	08GY9K1EUO				
necitumumab	n/a	2BT4C47RUI	EGFR	P00533	Kinase	Epidermal growth factor receptor
deferiprone	Ferriprox	2BTY8KH53L				
alemtuzumab	Campath	3A189DH42V	CD52	P31358	Unknown	CAMPATH-1 antigen
avapritinib	Ayvakit	513P80B4YJ				
ecallantide	Kalbitor	5Q6TZN2HNM	KLKB1	P03952	Enzyme	Plasma kallikrein
ecallantide	Kalbitor	5Q6TZN2HNM	KLKB1	P03952	Enzyme	Plasma kallikrein
raxibacumab	Abthraxtm	794PGL549S				
pasireotide	n/a	98H1T17066	SSTR3	P32745	GPCR	Somatostatin receptor type 3
pasireotide	n/a	98H1T17066	SSTR1	P30872	GPCR	Somatostatin receptor type 1
pasireotide	n/a	98H1T17066	SSTR5	P35346	GPCR	Somatostatin receptor type 5
pasireotide	n/a	98H1T17066	SSTR2	P30874	GPCR	Somatostatin receptor type 2
ramucirumab	n/a	D99YVK4L0X	KDR	P35968	Kinase	Vascular endothelial growth factor receptor 2
cobimetinib	n/a	ER29L26N1X	MAP2K1	Q02750	Kinase	Dual specificity mitogen-activated protein kinase kinase 1
Trypan blue	Membraneblue	I2ZWO3LS3M				
trabectedin	Yondelis	ID0YZQ2TCP				
entrectinib	n/a	L5ORF0AN1I				
entrectinib	n/a	L5ORF0AN1I				
trastuzumab	Herceptin	P188ANX8CK	ERBB2	P04626	Kinase	Receptor tyrosine-protein kinase erbB-2
Sulfadiazine	n/a	0N7609K889				
Teriparatide	Parathar	10T9CSU89I	PTH1R	Q03431	GPCR	Parathyroid hormone/parathyroid hormone-related peptide receptor
Caplacizumab	Cablivi	2R27AB6766				
nitric oxide	n/a	31C4KY9ESH	GUCY1B2	O75343	Enzyme	Guanylate cyclase soluble subunit beta-2
nitric oxide	n/a	31C4KY9ESH	GUCY1A2	P33402	Enzyme	Guanylate cyclase soluble subunit alpha-2
nitric oxide	n/a	31C4KY9ESH	GUCY1A1	Q02108	Enzyme	Guanylate cyclase soluble subunit alpha-1
nitric oxide	n/a	31C4KY9ESH	GUCY1B1	Q02153	Enzyme	Guanylate cyclase soluble subunit beta-1
sargramostim	Leukine	5TAA004E22	CSF2RA	P15509	Unknown	Granulocyte-macrophage colony-stimulating factor receptor subunit alpha
sargramostim	Leukine	5TAA004E22	CSF2RB	P32927	Unknown	Cytokine receptor common subunit beta
Sargramostim	Leukine	5TAA004E22	CSF2RA	P15509	Unknown	Granulocyte-macrophage colony-stimulating factor receptor subunit alpha
Sargramostim	Leukine	5TAA004E22	CSF2RB	P32927	Unknown	Cytokine receptor common subunit beta
sargramostim	Leukine	5TAA004E22	CSF2RA	P15509	Unknown	Granulocyte-macrophage colony-stimulating factor receptor subunit alpha
sargramostim	Leukine	5TAA004E22	CSF2RB	P32927	Unknown	Cytokine receptor common subunit beta
Epoetin alfa	Epogen	64FS3BFH5W	EPOR	P19235	Unknown	Erythropoietin receptor
Epoetin alfa	Epogen	64FS3BFH5W	EPOR	P19235	Unknown	Erythropoietin receptor
idarucizumab	n/a	97RWB5S1U6				
sotalol (IV)	So-Aqueous	A6D97U294I				
zanubrutinib	Brukinsa	AG9MHG098Z				
Zinc acetate	Galzin	FM5526K07A				
tazemetostat	n/a	Q40W93WPE1				
treprostinil	Remodulin;Orenitram	RUM6K67ESG	PTGIR	P43119	GPCR	Prostacyclin receptor
treprostinil	Remodulin;Orenitram	RUM6K67ESG	PTGIR	P43119	GPCR	Prostacyclin receptor
teprotumumab	n/a	Y64GQ0KC0A				
benznidazole	n/a	YC42NRJ1ZD				
Pegfilgrastim	Neulasta	3A58010674	CSF3R	Q99062	Unknown	Granulocyte colony-stimulating factor receptor
dexamethasone	n/a	7S5I7G3JQL	NR3C1	P04150	NR	Glucocorticoid receptor
acalabrutinib	n/a	I42748ELQW	BTK	Q06187	Kinase	Tyrosine-protein kinase BTK
crizanlizumab	Adakveo	L7451S9126				
mogamulizumab	Poteligeo	YI437801BE	CCR4	P51679	GPCR	C-C chemokine receptor type 4
glycopyrrolate	Cuvposa	V92SO9WP2I				
Urofollitropin	Metrodin	W9BB98U6HP				
quinine Sulfate	n/a	KF7Z0E0Q2B				
Calcium acetate	Phos-Lo	Y882YXF34X				
Thyrotropin alfa	Thyrogen	AVX3D5A4LM	TSHR	P16473	GPCR	Thyrotropin receptor
Iobenguane I 123	Adreview	P2TH1XYZ84				
Iobenguane I 123	Adreview	P2TH1XYZ84				
dichlorphenamide	n/a	VVJ6673MHY	CA12	O43570	Enzyme	Carbonic anhydrase 12
dichlorphenamide	n/a	VVJ6673MHY	CA1	P00915	Enzyme	Carbonic anhydrase 1
dichlorphenamide	n/a	VVJ6673MHY	CA2	P00918	Enzyme	Carbonic anhydrase 2
dichlorphenamide	n/a	VVJ6673MHY	CA4	P22748	Enzyme	Carbonic anhydrase 4
Thyrotropin alpha	Thyrogen	AVX3D5A4LM				
Pegademase bovine	Adagen	HW3H7D91F6				
uridine triacetate	n/a	2WP61F175M				
uridine triacetate	n/a	2WP61F175M				
riluzole oral film	Exservan	7LJ087RS6F				
lanreotide acetate	n/a	IEU56G3J9C	SSTR5	P35346	GPCR	Somatostatin receptor type 5
lanreotide acetate	n/a	IEU56G3J9C	SSTR2	P30874	GPCR	Somatostatin receptor type 2
Methotrexate sodium	Methotrexate	3IG1E710ZN	DHFR	P00374	Enzyme	Dihydrofolate reductase
macimorelin acetate	Macrelin	AQZ1003RMG	GHSR	Q92847	GPCR	Growth hormone secretagogue receptor type 1
avatrombopag maleate	n/a	GDW7M2P1IS				
mecasermin rinfabate	Iplex	NZ8M50KKRG				
Desmopressin acetate	n/a	XB13HYU18U	AVPR2	P30518	GPCR	Vasopressin V2 receptor
Protein C concentrate	Ceprotin	3Z6S89TXPW				
inotuzumab ozogamicin	n/a	P93RUU11P7	CD22	P20273	Unknown	B-cell receptor CD22
diazepam (intranasal)	Valtoco	Q3JTX2Q7TU				
levodopa and carbidopa	Duopa	46627O600J	DRD2	P14416	GPCR	D(2) dopamine receptor
levodopa and carbidopa	Duopa	46627O600J	DRD1	P21728	GPCR	D(1A) dopamine receptor
levodopa and carbidopa	Duopa	46627O600J	DDC	P20711	Enzyme	Aromatic-L-amino-acid decarboxylase
Botulinum toxin type A	Botox	E211KPY694				
Botulinum toxin type A	Botox	E211KPY694				
botulinum toxin type A	Botox	E211KPY694				
Botulinum toxin type A	Dysport	E211KPY694				
Botulinum toxin type A	Botox	E211KPY694				
talimogene laherparepvec	Imlygic	07730V90L6				
Anthrax Vaccine Adsorbed	Biothrax	873OI62848				
Synthetic human secretin	Chirostim	A0426J905J				
lutetium Lu 177 dotatate	n/a	AE221IM3BB				
Cysteamine hydrochloride	Cystaran	IF1B771SVB				
ethiodized oil injection	Lipiodol	KZW0R0686Q				
encorafenib + binimetinib	n/a	181R97MR71				
encorafenib + binimetinib	n/a	181R97MR71				
omacetaxine mepesuccinate	Synribo	6FG8041S5B				
dabrafenib and trametinib	Tafinlar(R) Capsules A Nd Mekinist(R) Tablets	QGP4HA4G1B	BRAF	P15056	Kinase	Serine/threonine-protein kinase B-raf
dabrafenib and trametinib	Tafinlar(R) Capsules A Nd Mekinist(R) Tablets	QGP4HA4G1B	MAP2K2	P36507	Kinase	Dual specificity mitogen-activated protein kinase kinase 2
dabrafenib and trametinib	Tafinlar(R) Capsules A Nd Mekinist(R) Tablets	QGP4HA4G1B	MAP2K1	Q02750	Kinase	Dual specificity mitogen-activated protein kinase kinase 1
dabrafenib and trametinib	Tafinlar(R) Capsules A Nd Mekinist(R) Tablets	QGP4HA4G1B	BRAF	P15056	Kinase	Serine/threonine-protein kinase B-raf
dabrafenib and trametinib	Tafinlar(R) Capsules A Nd Mekinist(R) Tablets	QGP4HA4G1B	MAP2K2	P36507	Kinase	Dual specificity mitogen-activated protein kinase kinase 2
dabrafenib and trametinib	Tafinlar(R) Capsules A Nd Mekinist(R) Tablets	QGP4HA4G1B	MAP2K1	Q02750	Kinase	Dual specificity mitogen-activated protein kinase kinase 1
Tobramycin for inhalation	Tobi	VZ8RRZ51VK				
Benzoate and phenylacetate	Ucephan	8SKN0B0MIM				
Digoxin immune FAB (Ovine)	Digibind	YB12NQZ1YN				
Coagulation factor X (human)	Coagadex	0P94UQE6SY				
Coagulation factor X (human)	Coagadex	0P94UQE6SY				
glecaprevir and pibrentasvir	Mavyret	K6BUU8J72P				
Follitropin alfa, recombinant	Gonal-F	076WHW89TW				
C1 esterase inhibitor (human)	Cinryze(R)	6KIC4BB60G				
C1 esterase inhibitor (human)	Cinryze(R)	6KIC4BB60G				
Coagulation Factor IX (human)	Alphanine	6U90Y1795T				
irinotecan liposome injection	n/a	7673326042				
