Sort	Applicant / License #	Proprietary Name	Proper Name	BLA STN#	Product #	Total Drug Content (Concentration)	Approval Date	Dosage Form/Route/Presentation	Discontinued Date
409	SANOFI PASTEUR LTD / 1726	PENTACEL	DTAP INACTIVATED POLIOVIRUS & HAEMOPHILUS B CONJUGATE VACCINE	125145 / 0	1	0.5 ML ( 0.5 ML/DOSE )	06/20/2008	POWDER & SOLUTION / INTRAMUSCULAR   / SINGLE-DOSE VIAL	
410	SANOFI PASTEUR LTD / 1726	QUADRACEL	DIPHTHERIA & TETANUS TOXOIDS & ACELLULAR PERTUSSIS ADSORBED & INACTIVATED POLIOVIRUS VACCINE	125525 / 0	1	0.5 ML ( 0.5 ML/DOSE )	03/24/2015	SUSPENSION / INTRAMUSCULAR   / SINGLE-DOSE VIAL	
411	SANOFI PASTEUR LTD / 1726	TENIVAC	TETANUS & DIPHTHERIA TOXOIDS ADSORBED FOR ADULT USE	103171 / 0	1	5LF/2LF/0.5 ML ( 5LF/2LF/0.5 ML )	11/03/2003	SUSPENSION / INTRAMUSCULAR   / SINGLE-DOSE VIAL & PREFILLED SYRINGE	
412	SANOFI PASTEUR LTD / 1726	TUBERSOL	"TUBERCULIN, PURIFIED PROTEIN DERIVATIVE"	103941 / 0	1	50 TU/ML ( 5 TU/0.1 ML )	02/24/2000	SOLUTION / INTRADERMAL / MULTI-DOSE VIAL	
413	SANOFI PASTEUR LTD / 1726	TUBERSOL	"TUBERCULIN, PURIFIED PROTEIN DERIVATIVE"	103941 / 0	2	250 TU/5 ML ( 5 TU/0.1 ML )	02/24/2000	SOLUTION / INTRADERMAL / MULTI-DOSE VIAL	
414	SANOFI PASTEUR SA / 1724	ACTHIB	HAEMOPHILUS B CONJUGATE VACCINE (TETANUS TOXOID CONJUGATE)	103935 / 0	1	24 MCG ( 24 MCG/VIAL )	02/04/2000	POWDER  / INTRAMUSCULAR   / SINGLE-DOSE VIAL	
415	SANOFI PASTEUR SA / 1724	IMOGAM RABIES HT	RABIES IMMUNE GLOBULIN (HUMAN)	103932 / 0	1	>300 IU/2 ML ( >150 IU/ML )	02/04/2000	SOLUTION / INTRAMUSCULAR   / SINGLE-DOSE VIAL	
416	SANOFI PASTEUR SA / 1724	IMOVAX RABIES	RABIES VACCINE	103931 / 0	1	(IM) 2.5 IU ( (IM) 2.5 IU/ML )	02/04/2000	POWDER  / INTRAMUSCULAR   / SINGLE-DOSE VIAL	
417	SANOFI PASTEUR SA / 1724	IPOL	POLIOVIRUS VACCINE INACTIVATED (MONKEY KIDNEY CELL)	103930 / 0	1	5 ML ( 0.5 ML/DOSE )	02/04/2000	"SUSPENSION / INTRAMUSCULAR, SUBCUTANEOUS / MULTI- DOSE VIAL"	
418	SANOFI PASTEUR SA / 1724	TYPHIM VI	TYPHOID VI POLYSACCHARIDE VACCINE	103936 / 0	1	25 MCG/0.5 ML ( 50 MCG/ML )	02/04/2000	SOLUTION / INTRAMUSCULAR   / PREFILLED SYRINGE	
419	SANOFI PASTEUR SA / 1724	TYPHIM VI	TYPHOID VI POLYSACCHARIDE VACCINE	103936 / 0	2	500 MCG/10 ML ( 50 MCG/ML )	02/04/2000	SOLUTION / INTRAMUSCULAR   / MULTI-DOSE VIAL	
420	SAOL THERAPEUTICS RESEARCH LIMITED / 2098	HEPAGAM B	HEPATITIS B IMMUNE GLOBULIN (HUMAN)	125035 / 0	1	>312 IU/ML ( >312 IU/ML )	04/06/2007	"SOLUTION / INTRAVENOUS, INTRAMUSCULAR / SINGLE-DOSE VIAL"	
421	SAOL THERAPEUTICS RESEARCH LIMITED / 2098	HEPAGAM B	HEPATITIS B IMMUNE GLOBULIN (HUMAN)	125035 / 0	2	>1560 IU/5 ML ( >312 IU/ML )	04/06/2007	"SOLUTION / INTRAVENOUS, INTRAMUSCULAR / SINGLE-DOSE VIAL"	
422	SAOL THERAPEUTICS RESEARCH LIMITED / 2098	VARIZIG	"VARICELLA ZOSTER IMMUNE GLOBULIN (HUMAN) INTRAVENOUS"	125430 / 0	1	125 IU/1.25 ML ( 100 IU/ML )	12/02/2012	SOLUTION / INTRAMUSCULAR   / SINGLE-DOSE VIAL	
423	SAOL THERAPEUTICS RESEARCH LIMITED / 2098	WINRHO SDF	RHO(D) IMMUNE GLOBULIN (HUMAN) INTRAVENOUS	103649 / 0	4	600 IU/ML ( 600 IU/ML )	04/02/1996	"SOLUTION / INTRAVENOUS, INTRAMUSCULAR / SINGLE-DOSE VIAL"	
424	SAOL THERAPEUTICS RESEARCH LIMITED / 2098	WINRHO SDF	RHO(D) IMMUNE GLOBULIN (HUMAN) INTRAVENOUS	103649 / 0	7	5000 IU/ML ( 5000 IU/ML )	04/02/1996	"SOLUTION / INTRAVENOUS, INTRAMUSCULAR / SINGLE-DOSE VIAL"	
425	SAOL THERAPEUTICS RESEARCH LIMITED / 2098	WINRHO SDF	RHO(D) IMMUNE GLOBULIN (HUMAN) INTRAVENOUS	103649 / 0	8	15000 IU/ML ( 15000 IU/ML )	04/02/1996	"SOLUTION / INTRAVENOUS, INTRAMUSCULAR / SINGLE-DOSE VIAL"	
426	SEQIRUS INC / 2049	FLUAD	"INFLUENZA VACCINE, ADJUVANTED"	125510 / 0	1	45 MCG HA/0.5 ML ( 45 MCG HA/0.5 ML )	11/24/2015	SUSPENSION / INTRAMUSCULAR   / PREFILLED SYRINGE	
427	SEQIRUS INC / 2049	FLUCELVAX QUADRIVALENT	INFLUENZA VIRUS VACCINE	125408 / 0	1	600 MCG HA/5 ML ( 60 MCG HA/0.5 ML )	03/03/2017	SUSPENSION / INTRAMUSCULAR   / MULTI-DOSE VIAL	
428	SEQIRUS INC / 2049	FLUCELVAX QUADRIVALENT	INFLUENZA VIRUS VACCINE	125408 / 181	2	60 MCG HA/0.5 ML ( 60 MCG HA/0.5 ML )	05/23/2016	SUSPENSION / INTRAMUSCULAR   / PREFILLED SYRINGE	
429	SEQIRUS PTY LTD / 2044	AFLURIA	INFLUENZA VACCINE	125254 / 0	3	225 MCG HA/2.5 ML ( 45 MCG HA/0.5 ML )	09/28/2007	SUSPENSION / INTRAMUSCULAR   / MULTI-DOSE VIAL	
430	SEQIRUS PTY LTD / 2044	AFLURIA QUADRIVALENT	INFLUENZA VACCINE	125254 / 565	2	60 MCG HA/0.5 ML ( 60 MCG HA/0.5ML )	08/26/2016	SUSPENSION / INTRAMUSCULAR   / PREFILLED SYRINGE	
431	SEQIRUS PTY LTD / 2044	AFLURIA QUADRIVALENT	INFLUENZA VACCINE	125254 / 565	4	300 MCG HA/2.5 ML ( 60 MCG HA/0.5 ML )	08/26/2016	SUSPENSION / INTRAMUSCULAR   / MULTI-DOSE VIAL	
432	SPARK THERAPEUTICS INC / 2056	LUXTURNA	VORETIGENE NEPARVOVEC	125610 / 0	1	2.5 TRILLION VG/0.5 ML ( 5 TRILLION VG/ML )	12/19/2017	SUSPENSION / INTRAOCULAR / SINGLE-DOSE VIAL	
433	TAKEDA PHARMA AS / 1894	TACHOSIL	FIBRIN SEALANT PATCH	125351 / 0	2		04/05/2010		
434	TAKEDA PHARMA AS / 1894	TACHOSIL	FIBRIN SEALANT PATCH	125351 / 0	3		04/05/2010		
435	TEVA WOMENS HEALTH INC / 1804		"ADENOVIRUS TYPE 4 AND TYPE 7, LIVE, ORAL"	125296 / 0	1		03/16/2011		
436	VALNEVA AUSTRIA GMBH / 1909	IXIARO	JAPANESE ENCEPHALITIS VIRUS VACCINE INACTIVATED	125280 / 1	1	0.5 ML ( 0.25 OR 0.5 ML/DOSE (SINGLE USE) )	03/30/2009	SUSPENSION / INTRAMUSCULAR   / PREFILLED SYRINGE	
437	VERICEL CORPORATION / 2010	MACI	AUTOLOGOUS CULTURED CHONDROCYTES ON PORCINE COLLAGEN	125603 / 0	1	"500,000 CM2OT ( 500,000 CM2OT )"	12/13/2016	CELLULAR SHEET / IMPLANTATION / COVERED DISH	
438	VIROPHARMA BIOLOGICS INC / 1833	CINRYZE	C1 ESTERASE INHIBITOR (HUMAN)	125267 / 0	1	500 U ( 500 U/VIAL )	10/10/2008	POWDER  / INTRAVENOUS / SINGLE-DOSE VIAL	
439	WYETH PHARMACEUTICALS INC / 0003	BENEFIX	COAGULATION FACTOR IX (RECOMBINANT)	103677 / 0	1	250 IU ( 250 IU/VIAL )	02/11/1997	POWDER  / INTRAVENOUS / SINGLE-DOSE VIAL	
440	WYETH PHARMACEUTICALS INC / 0003	BENEFIX	COAGULATION FACTOR IX (RECOMBINANT)	103677 / 0	2	500 IU ( 500 IU/VIAL )	02/11/1997	POWDER  / INTRAVENOUS / SINGLE-DOSE VIAL	
441	WYETH PHARMACEUTICALS INC / 0003	BENEFIX	COAGULATION FACTOR IX (RECOMBINANT)	103677 / 0	3	1000 IU ( 1000 IU/VIAL )	02/11/1997	POWDER  / INTRAVENOUS / SINGLE-DOSE VIAL	
442	WYETH PHARMACEUTICALS INC / 0003	BENEFIX	COAGULATION FACTOR IX (RECOMBINANT)	103677 / 0	4	2000 IU ( 2000 IU/VIAL )	02/11/1997	POWDER  / INTRAVENOUS / SINGLE-DOSE VIAL	
443	WYETH PHARMACEUTICALS INC / 0003	BENEFIX	COAGULATION FACTOR IX (RECOMBINANT)	103677 / 0	5	3000 IU ( 3000 IU/VIAL )	11/23/2011	POWDER  / INTRAVENOUS / SINGLE-DOSE VIAL	
444	WYETH PHARMACEUTICALS INC / 0003	PREVNAR 13	PNEUMOCOCCAL 13-VALENT CONJUGATE VACCINE (DIPHTHERIA CRM197 PROTEIN)	125324 / 0	1	0.5 ML ( 0.5 ML/DOSE )	02/24/2010	SUSPENSION / INTRAMUSCULAR   / PREFILLED SYRINGE	
445	WYETH PHARMACEUTICALS INC / 0003	TRUMENBA	MENINGOCOCCAL GROUP B VACCINE	125549 / 0	1	0.5 ML ( 0.5 ML/DOSE )	10/29/2014	SUSPENSION / INTRAMUSCULAR   / PREFILLED SYRINGE	
446	WYETH PHARMACEUTICALS INC / 0003	"XYNTHA, XYNTHA SOLOFUSE"	"ANTIHEMOPHILIC FACTOR (RECOMBINANT), PLASMA/ALBUMIN FREE"	125264 / 0	1	250 IU ( 250 IU/VIAL )	02/21/2008	POWDER  / INTRAVENOUS / SINGLE-DOSE VIAL & PREFILLED SYRINGE	
447	WYETH PHARMACEUTICALS INC / 0003	"XYNTHA, XYNTHA SOLOFUSE"	"ANTIHEMOPHILIC FACTOR (RECOMBINANT), PLASMA/ALBUMIN FREE"	125264 / 0	2	1000 IU ( 1000 IU/VIAL )	02/21/2008	POWDER  / INTRAVENOUS / SINGLE-DOSE VIAL & PREFILLED SYRINGE	
448	WYETH PHARMACEUTICALS INC / 0003	"XYNTHA, XYNTHA SOLOFUSE"	"ANTIHEMOPHILIC FACTOR (RECOMBINANT), PLASMA/ALBUMIN FREE"	125264 / 0	3	500 IU ( 500 IU/VIAL )	02/21/2008	POWDER  / INTRAVENOUS / SINGLE-DOSE VIAL & PREFILLED SYRINGE	
449	WYETH PHARMACEUTICALS INC / 0003	"XYNTHA, XYNTHA SOLOFUSE"	"ANTIHEMOPHILIC FACTOR (RECOMBINANT), PLASMA/ALBUMIN FREE"	125264 / 492	4	2000 IU ( 2000 IU/VIAL )	02/21/2008	POWDER  / INTRAVENOUS / SINGLE-DOSE VIAL & PREFILLED SYRINGE	
450	WYETH PHARMACEUTICALS INC / 0003	"XYNTHA, XYNTHA SOLOFUSE"	"ANTIHEMOPHILIC FACTOR (RECOMBINANT), PLASMA/ALBUMIN FREE"	125264 / 492	5	3000 IU ( 3000 IU/SYRINGE )	08/06/2010	POWDER  / INTRAVENOUS / PREFILLED SYRINGE	
451	ADMA BIOLOGICS INC / 2019	BIVIGAM	IMMUNE GLOBULIN INTRAVENOUS (HUMAN) 10%	125389 / 0	1	10 GM/100 ML ( 10 GM/100 ML )	12/19/2012	SOLUTION / INTRAVENOUS / SINGLE-DOSE VIAL	09/25/2019
452	BAXALTA US INC / 2020	FEIBA VH	ANTI-INHIBITOR COAGULANT COMPLEX	101447 / 5352	3	500 IU ( 500 IU/VIAL )	12/21/1979	POWDER  / INTRAVENOUS / SINGLE-DOSE VIAL	03/15/2012
453	BAXALTA US INC / 2020	FEIBA VH	ANTI-INHIBITOR COAGULANT COMPLEX	101447 / 5352	4	1000 IU ( 1000 IU/VIAL )	12/21/1979	POWDER  / INTRAVENOUS / SINGLE-DOSE VIAL	03/15/2012
454	BAXALTA US INC / 2020	GAMMAGARD S/D	IMMUNE GLOBULIN INTRAVENOUS (HUMAN)	103133 / 0	3	0.5 GM ( 0.5 GM VIAL )	02/18/1986	POWDER  / INTRAVENOUS / SINGLE-USE BOTTLE	09/03/2014
455	BAXALTA US INC / 2020	GAMMAGARD S/D	IMMUNE GLOBULIN INTRAVENOUS (HUMAN)	103133 / 0	4	2.5 GM ( 2.5 GM VIAL )	02/18/1986	POWDER  / INTRAVENOUS / SINGLE-USE BOTTLE	09/03/2014
456	BAXALTA US INC / 2020	IVEEGAM EN	IMMUNE GLOBULIN INTRAVENOUS (HUMAN)	103133 / 0	5	500 MG ( 500 MG/VIAL )	02/18/1986	POWDER  / INTRAVENOUS / SINGLE-USE BOTTLE	09/24/2008
457	BAXALTA US INC / 2020	IVEEGAM EN	IMMUNE GLOBULIN INTRAVENOUS (HUMAN)	103133 / 0	6	1000 MG ( 1000 MG/VIAL )	02/18/1986	POWDER  / INTRAVENOUS / SINGLE-USE BOTTLE	09/24/2008
458	BAXALTA US INC / 2020	IVEEGAM EN	IMMUNE GLOBULIN INTRAVENOUS (HUMAN)	103133 / 0	7	2500 MG ( 2500 MG/VIAL )	02/18/1986	POWDER  / INTRAVENOUS / SINGLE-USE BOTTLE	09/24/2008
459	BAXALTA US INC / 2020	IVEEGAM EN	IMMUNE GLOBULIN INTRAVENOUS (HUMAN)	103133 / 0	8	5000 MG ( 5000 MG/VIAL )	02/18/1986	POWDER  / INTRAVENOUS / SINGLE-USE BOTTLE	09/24/2008
460	BAXTER HEALTHCARE CORP / 0140	ARTISS	FIBRIN SEALANT (HUMAN)	125266 / 0	2	2 ML ( 2 ML KIT )	03/19/2008	POWDER  / TOPICAL / SINGLE-DOSE VIAL	09/03/2014
461	BAXTER HEALTHCARE CORP / 0140	ARTISS	FIBRIN SEALANT (HUMAN)	125266 / 0	3	4 ML ( 4 ML KIT )	03/19/2008	POWDER  / TOPICAL / SINGLE-DOSE VIAL	09/03/2014
462	BAXTER HEALTHCARE CORP / 0140	ARTISS	FIBRIN SEALANT (HUMAN)	125266 / 0	4	10 ML ( 10 ML KIT )	03/19/2008	POWDER  / TOPICAL / SINGLE-DOSE VIAL	09/03/2014
463	BIO PRODUCTS LABORATORY / 1811	GAMMAPLEX	IMMUNE GLOBULIN INTRAVENOUS (HUMAN) 5%	125329 / 0	1	2.5 GM/50 ML ( 5 GM/100 ML )	09/17/2009	SOLUTION / INTRAVENOUS / SINGLE-USE BOTTLE	10/30/2018
464	CSL BEHRING AG / 1766	CARIMUNE NF	IMMUNE GLOBULIN INTRAVENOUS (HUMAN)	102367 / 0	3	3 GM ( 3 GM/VIAL )	06/07/1984	POWDER  / INTRAVENOUS / SINGLE-DOSE VIAL	08/17/2017
465	CSL BEHRING LLC / 1767	MONOCLATE-P	ANTIHEMOPHILIC FACTOR (HUMAN)	103953 / 0	1	250 IU ( 250 IU/VIAL )	03/17/2000	POWDER  / INTRAVENOUS / SINGLE-DOSE VIAL	02/28/2018
466	CSL BEHRING LLC / 1767	MONOCLATE-P	ANTIHEMOPHILIC FACTOR (HUMAN)	103953 / 0	2	500 IU ( 500 IU/VIAL )	03/17/2000	POWDER  / INTRAVENOUS / SINGLE-DOSE VIAL	02/28/2018
467	CSL BEHRING LLC / 1767	MONOCLATE-P	ANTIHEMOPHILIC FACTOR (HUMAN)	103953 / 0	3	1000 IU ( 1000 IU/VIAL )	03/17/2000	POWDER  / INTRAVENOUS / SINGLE-DOSE VIAL	02/28/2018
468	CSL BEHRING LLC / 1767	MONOCLATE-P	ANTIHEMOPHILIC FACTOR (HUMAN)	103953 / 0	4	1500 IU ( 1500 IU/VIAL )	03/17/2000	POWDER  / INTRAVENOUS / SINGLE-DOSE VIAL	02/28/2018
469	EMERGENT BIODEFENSE OPERATIONS LANSING LLC / 1755	BIORAB	RABIES VACCINE ADSORBED	103820 / 0	1	1.0 ML ( 1.0 ML/VIAL )	11/12/1998	POWDER  / INTRAMUSCULAR   / SINGLE-DOSE VIAL	10/01/2007
470	FIBROCELL TECHNOLOGIES INC / 1818	LAVIV	AZFICEL-T	125348 / 0	1	18 MU/1.2 ML ( 18 MU/1.2 ML )	11/12/1998	SUSPENSION / INTRADERMAL / SINGLE-DOSE VIAL	10/01/2007
471	GLAXOSMITHKLINE BIOLOGICALS / 1617	FLUARIX	INFLUENZA VIRUS VACCINE	125127 / 0	1	45 MCG HA/0.5 ML ( 45 MCG HA/0.5 ML )	08/31/2005	SUSPENSION / INTRAMUSCULAR   / SINGLE- DOSE VIAL	09/26/2017
472	GREER LABORATORIES INC / 0308		PLAGUE VACCINE	103569 / 0	1	2 BIL. CELL/ML ( 2 BIL. CELL/ML )	10/05/1994	SOLUTION / INTRAMUSCULAR   / SINGLE- DOSE VIAL	10/01/2007
473	GRIFOLS BIOLOGICALS LLC / 1694	ALPHANINE SD	COAGULATION FACTOR IX (HUMAN)	103249 / 0	4	250 IU ( 250 IU/VIAL )	12/31/1990	POWDER  / INTRAVENOUS / SINGLE-DOSE VIAL	09/24/2008
474	GRIFOLS THERAPEUTICS LLC / 1871	PROLASTIN-C	ALPHA-1-PROTEINASE INHIBITOR (HUMAN)	103174 / 0	2	500 MG ( 500 MG/VIAL )	12/02/1987	POWDER  / INTRAVENOUS / SINGLE-DOSE VIAL	03/23/2011
475	ID BIOMEDICAL CORPORATION QUEBEC / 1739		"INFLUENZA A (H5N1) VIRUS MONOVALENT VACCINE, ADJUVANTED"	125419 / 0	1	0.5 ML/VIAL ( 0.5 ML/VIAL )	11/22/2013	EMULSION / INTRAMUSCULAR   / SINGLE- DOSE VIAL	07/08/2015
476	ID BIOMEDICAL CORPORATION QUEBEC / 1739	FLULAVAL TRIVALENT	INFLUENZA VIRUS VACCINE	125163 / 0	1	45 MCG HA/0.5 ML ( 45 MCG HA/0.5 ML )	10/05/2006	SUSPENSION / INTRAMUSCULAR   / MULTI- DOSE VIAL	04/02/2018
477	ID BIOMEDICAL CORPORATION QUEBEC / 1739	INFLUENZA A (H1N1) 2009 MONOVALENT	INFLUENZA VIRUS VACCINE	125163 / 135	3	15 MCG/0.5 ML ( 15 MCG/0.5 ML )	10/05/2006	SUSPENSION / INTRAMUSCULAR   / MULTI- DOSE VIAL	12/15/2010
478	MEDIMMUNE LLC / 1799		INFLUENZA A (H1N1) 2009 MONOVALENT	125020 / 1215	3		09/15/2009	SPRAY / INTRANASAL / PREFILLED SPRAYER	09/24/2010
479	MEDIMMUNE LLC / 1799	FLUMIST	INFLUENZA VIRUS VACCINE LIVE	125020 / 0	2		06/17/2003	SPRAY / INTRANASAL / PREFILLED SPRAYER	09/12/2013
480	MERCK AND CO INC DIV MERCK SHARP AND DOHME / 0002	GARDASIL	"HUMAN PAPILLOMAVIRUS QUADRIVALENT (TYPES 6, 11, 16, 18) VACCINE (RECOMBINANT)"	125126 / 0	1	0.5 ML ( 0.5 ML/DOSE )	06/08/2006	SUSPENSION / INTRAMUSCULAR   / SINGLE- DOSE VIAL & PREFILLED SYRINGE	04/06/2016
481	NIELSEN BIOSCIENCES INC / 1903		POSITIVE SKIN TEST CONTROL-HISTAMINE	103317 / 0	1	1.8 MG/ML ( 1.8 MG/ML )	02/14/1992		10/01/2007
482	NOVO NORDISK INC / 1261	NOVOSEVEN	COAGULATION FACTOR VIIA (RECOMBINANT)	103665 / 0	5	1.2 MG ( 1.2 MG/VIAL )	03/25/1999	POWDER  / INTRAVENOUS / SINGLE-DOSE VIAL	09/14/2011
483	NOVO NORDISK INC / 1261	NOVOSEVEN	COAGULATION FACTOR VIIA (RECOMBINANT)	103665 / 0	6	2.4 MG ( 2.4 MG/VIAL )	03/25/1999	POWDER  / INTRAVENOUS / SINGLE-DOSE VIAL	09/14/2011
484	NOVO NORDISK INC / 1261	NOVOSEVEN	COAGULATION FACTOR VIIA (RECOMBINANT)	103665 / 0	7	4.8 MG ( 4.8 MG/VIAL )	03/25/1999	POWDER  / INTRAVENOUS / SINGLE-DOSE VIAL	09/14/2011
485	ORGANOGENESIS INC / 1863	GINTUIT	ALLOGENEIC CULTURED KERATINOCYTES AND FIBROBLASTS IN BOVINE COLLAGEN	125400 / 0	1	>0.000001 MCG/ML ( >0.000001 MCG/ML )	03/09/2012		09/03/2014
486	PROTEIN SCIENCES CORP / 1795	FLUBLOK	INFLUENZA VACCINE	125285 / 0	1	135 MCG HA/0.5 ML ( 135 MCG HA/0.5 ML )	01/16/2013	SOLUTION / INTRAMUSCULAR   / SINGLE- DOSE VIAL	09/27/2017
487	SANOFI PASTEUR INC / 1725		INFLUENZA A (H1N1) 2009 MONOVALENT	103914 / 5260	6	15 MCG/0.5 ML ( 15 MCG/0.5 ML )	09/15/2009	"SUSPENSION / INTRAMUSCULAR   / SINGLE- DOSE VIAL, MULTI-DOSE VIAL & PREFILLED SYRINGE"	09/24/2010
488	SANOFI PASTEUR INC / 1725		"INFLUENZA VIRUS VACCINE, H5N1"	125244 / 0	1	90 MCG/0.5ML ( 90 MCG/0.5ML )	04/17/2007	SUSPENSION / INTRAMUSCULAR   / MULTI- DOSE VIAL	09/14/2011
489	SANOFI PASTEUR INC / 1725	DECAVAC	TETANUS AND DIPHTHERIA TOXOIDS ABSORBED FOR ADULT USE	103921 / 0	1	5LF/2LF/0.5ML ( 5LF/2LF/0.5ML )	12/09/1999	SUSPENSION / INTRAMUSCULAR   / SINGLE- DOSE VIAL & PREFILLED SYRINGE	07/09/2015
490	SANOFI PASTEUR INC / 1725	FLUZONE	INFLUENZA VIRUS VACCINE	103914 / 5240	4	45 MCG/0.5ML ( 45 MCG/0.5ML )	12/09/1999	SUSPENSION / INTRAMUSCULAR   / MULTI- DOSE VIAL	09/26/2016
491	SANOFI PASTEUR INC / 1725	FLUZONE INTRADERMAL	INFLUENZA VIRUS VACCINE	103914 / 5369	5	27 MCG/0.1ML ( 27 MCG/0.1ML )	05/09/2011	SUSPENSION / INTRADERMAL / PREFILLED PEN	09/26/2016
492	SANOFI PASTEUR INC / 1725	FLUZONE QUADRIVALENT INTRADERMAL	INFLUENZA VIRUS VACCINE	103914 / 5733	3	36 MCG HA/0.1 ML ( 36 MCG HA/0.1 ML )	12/11/2014	SUSPENSION / INTRADERMAL / PREFILLED SYRINGE	09/29/2017
493	SANOFI PASTEUR INC / 1725	MENOMUNE	"MENINGOCOCCAL POLYSACCHARIDE VACCINE, GROUPS A, C,Y AND W-135 COMBINED"	103926 / 0	1	50 MCG ( 50 MCG/0.5ML )	12/09/1999	POWDER  / SUBCUTANEOUS / SINGLE & MULTI DOSE VIAL	06/28/2017
494	SANOFI PASTEUR INC / 1725	MENOMUNE-A/C	"MENINGOCCAL POLYSACCHARIDE VACCINE, GROUPS A AND C COMBINED"	103925 / 0	1	50 MCG ( 50 MCG/0.5ML )	12/09/1999	POWDER  / SUBCUTANEOUS / SINGLE & MULTI DOSE VIAL	09/14/2011
495	SANOFI PASTEUR INC / 1725	YF-VAX	YELLOW FEVER VACCINE	103915 / 0	2	NLT 23.7 LOG10 PFU ( NLT 23.7 LOG10 PFU/0.5 ML )	12/09/1999	POWDER  / SUBCUTANEOUS / MULTI-DOSE VIAL	08/13/2019
496	SANOFI PASTEUR LTD / 1726	POLIOVAX	POLIOVIRUS VACCINE INACTIVATED (HUMAN DIPLOID CELL)	103940 / 0	1	0.5ML/VIAL ( 0.5ML/VIAL )	02/24/2000	"SUSPENSION / INTRAMUSCULAR, SUBCUTANEOUS / MULTI-DOSE VIAL"	09/14/2011
497	SAOL THERAPEUTICS RESEARCH LIMITED / 2098	VARIZIG	VARICELLA ZOSTER IMMUNE GLOBULIN (HUMAN)	125430 / 0	2	125 IU ( 125 IU/VIAL )	12/02/2012	POWDER  / INTRAMUSCULAR   / SINGLE-DOSE VIAL	10/05/2015
498	SAOL THERAPEUTICS RESEARCH LIMITED / 2098	WINRHO SDF	RHO(D) IMMUNE GLOBULIN (HUMAN) INTRAVENOUS	103649 / 0	1	600 IU ( 600 IU/VIAL )	04/02/1996	"POWDER  / INTRAVENOUS, INTRAMUSCULAR / SINGLE-DOSE VIAL"	10/01/2007
499	SAOL THERAPEUTICS RESEARCH LIMITED / 2098	WINRHO SDF	RHO(D) IMMUNE GLOBULIN (HUMAN) INTRAVENOUS	103649 / 0	2	1500 IU ( 1500 IU/VIAL )	04/02/1996	"POWDER  / INTRAVENOUS, INTRAMUSCULAR / SINGLE-DOSE VIAL"	10/01/2007
500	SAOL THERAPEUTICS RESEARCH LIMITED / 2098	WINRHO SDF	RHO(D) IMMUNE GLOBULIN (HUMAN) INTRAVENOUS	103649 / 0	3	5000 IU ( 5000 IU/VIAL )	04/02/1996	"POWDER  / INTRAVENOUS, INTRAMUSCULAR / SINGLE-DOSE VIAL"	10/01/2007
501	SAOL THERAPEUTICS RESEARCH LIMITED / 2098	WINRHO SDF	RHO(D) IMMUNE GLOBULIN (HUMAN) INTRAVENOUS	103649 / 0	5	1500 IU/ML ( 1500 IU/ML )	04/02/1996	"SOLUTION / INTRAVENOUS, INTRAMUSCULAR / SINGLE-DOSE VIAL"	10/01/2007
502	SAOL THERAPEUTICS RESEARCH LIMITED / 2098	WINRHO SDF	RHO(D) IMMUNE GLOBULIN (HUMAN) INTRAVENOUS	103649 / 0	6	2500 IU/ML ( 2500 IU/ML )	04/02/1996	"SOLUTION / INTRAVENOUS, INTRAMUSCULAR / SINGLE-DOSE VIAL"	10/01/2007
503	SAOL THERAPEUTICS RESEARCH LIMITED / 2098	WINRHO SDF	RHO(D) IMMUNE GLOBULIN (HUMAN) INTRAVENOUS	103649 / 5690	9	3000 IU/ML ( 3000 IU/ML )	12/18/2015	"SOLUTION / INTRAVENOUS, INTRAMUSCULAR / SINGLE-DOSE VIAL"	04/03/2019
504	SEQIRUS INC / 2049	AGRIFLU	INFLUENZA VACCINE	125297 / 0	1	45 MCG HA/0.5 ML ( 45 MCG HA/0.5 ML )	11/27/2009	SUSPENSION / INTRAMUSCULAR   / PREFILLED SYRINGE	06/14/2018
505	SEQIRUS INC / 2049	FLUCELVAX	INFLUENZA VIRUS VACCINE	125408 / 101	3	45 MCG HA/0.5 ML ( 45 MCG HA/0.5 ML )	05/23/2016	SUSPENSION / INTRAMUSCULAR   / PREFILLED SYRINGE	06/29/2018
506	SEQIRUS PTY LTD / 2044		INFLUENZA A (H1N1) 2009 MONOVALENT	125254 / 0	5	75 MCG ( 15 MCG /0.5 ML )	09/15/2009	SUSPENSION / INTRAMUSCULAR   / MULTI- DOSE VIAL	09/24/2010
507	SEQIRUS PTY LTD / 2044	AFLURIA	INFLUENZA VACCINE	125254 / 0	1	45 MCG HA/0.5 ML ( 45 MCG HA/0.5ML )	09/28/2007	SUSPENSION / INTRAMUSCULAR   / PREFILLED SYRINGE	06/28/2019
508	SEQIRUS VACCINES LIMITED / 2055		INFLUENZA A (H1N1) 2009 MONOVALENT	103837 / 0	2	15 MCG/0.5 ML ( 15 MCG/0.5 ML )	09/15/2009	SUSPENSION / INTRAMUSCULAR   / MULTI- DOSE VIAL & PREFILLED SYRINGE	09/24/2010
509	SEQIRUS VACCINES LIMITED / 2055	FLUVIRIN	INFLUENZA VIRUS VACCINE	103837 / 0	1	45 MCG HA/0.5 ML ( 45 MCG HA/0.5ML )	11/03/1998	SUSPENSION / INTRAMUSCULAR   / PREFILLED SYRINGE	06/14/2018
