Year	Trademark	Generic Name	UNII	Date [text]	App Type	NDA/BLA No.	Sponsor	Ref		
1950	Percodan	Oxycodone Hydrochloride	C1ENJ2TE6C	04-12-50	NDA	7-337	Endo	OB NME Appendix 1950-1993		
1950	Protamine Sulfate	Protamine Sulfate	0DE9724IHC	04-14-50	NDA	7-413	Upjohn	OB NME Appendix 1950-1985		
1950	Bentyl	dicyclomine HCl	CQ903KQA31	05-11-50	NDA	7-409	Merrell (MerrellNational)	OB NME Appendix 1950-1985		
1950	Pronestyl HCl	procainamide HCl	SI4064O0LX	06-02-50	NDA	7-335	Squibb	OB NME Appendix 1950-1985		
1950	Cortone Acetate	cortisone acetate	883WKN7W8X	06-13-50	NDA	7-110	Merck	OB NME Appendix 1950-1985		
1950	Azulfidine	salicylazosulfapyridine	3XC8GUZ6CB	06-20-50	NDA	7-073	Pharmacia	OB NME Appendix 1950-1985		
1950	Tapaxole	methimazole	554Z48XN5E	06-21-50	NDA	7-517	Lilly	OB NME Appendix 1950-1985		
1950	Acthar	corticotropin	K0U68Q2TXA	07-03-50	NDA	7-504	Armour	OB NME Appendix 1950-1985		
1950	Levophed	Norepinephrine Bitartrate	ZW81GF408B	07-13-50	NDA	7-513	Breon	OB NME Appendix 1950-1985		
1950	Chloromycetin	Chloramphenicol	66974FR9Q1	12-08-50	NDA	60-591	Warner-Lambert	OB NME Appendix 1950-1993		
1950	Trigesic	acetaminophen	362O9ITL9D				Squibb	DeHaen 1940-1975 NMEs		
1950	Veriloid	alkavervir	4I27BB349X				Riker	DeHaen 1940-1975 NMEs		
1950	Camoquin HCl	amodiaquine hydrochloride	K6PW2S574L				Parke-Davis	DeHaen 1940-1975 NMEs		
1950	Profetamine	amphetamine phosphate	163DO59R3J				Strasenburgh (Pennwalt)	DeHaen 1940-1975 NMEs		
1950	Odolex	chlorophyllin	1D276TYV9O				Walker (MerrellNational)	DeHaen 1940-1975 NMEs		
1950	Choline Gluconate Solution	choline gluconate	2M607MGJ8U				Commercial Solvents	DeHaen 1940-1975 NMEs		
1950	Syncurine	decamethonium bromide	55C6RK944K		NDA	6-931	Burroughs Wellcome	DeHaen 1940-1975 NMEs		
1950	Mecostrin Chloride	dimethyl tubocurarine chloride	15BE4G33H2				Squibb	DeHaen 1940-1975 NMEs		
1950	Kutrol	epidermal growth factor (Pregnant Mares' Urine Extract uroanthelone)					Parke-Davis	DeHaen 1940-1975 NMEs		
1950	Tromexan	ethyl biscoumacetate	08KL644731				Geigy	DeHaen 1940-1975 NMEs		
1950	Gitaligin	gitalin	3899510F8M				White (Schering)	DeHaen 1940-1975 NMEs		
1950	Glucurone	glucurolactone	XE4Y3016M9				Commercial Solvents	DeHaen 1940-1975 NMEs		
1950	Feojectin	iron oxide saccharated	FZ7NYF5N8L				Smith Kline & French	DeHaen 1940-1975 NMEs		
1950	NPH Iletin	isophane insulin	AVT680JB39				Lilly	DeHaen 1940-1975 NMEs		
1950	Norisodrine	isoproterenol sulphate	925FX3X776		NDA	6-905	Abbott	DeHaen 1940-1975 NMEs		
1950	Khelloyd	khellin	5G117T0TJZ				Lloyd Bros. (Hoechst-Roussel)	DeHaen 1940-1975 NMEs		
1949	Mustargen	mechlorethamine HCl	L0MR697HHI	03-15-49	NDA	6-695	Merck	DeHaen 1940-1975 NMEs		
1950	Foralamin	methafurylene fumarate	O1L2MDO7MS				Eaton	DeHaen 1940-1975 NMEs		
1950	Sylamin Cream	octadecyltrimethylammonium pentachlorophenate	26F82J214N				Abbott	DeHaen 1940-1975 NMEs		
1950	Terramycin	oxytetracycline	X20I9EN955				Pfizer	DeHaen 1940-1975 NMEs		
1950	Terramycin HCl	oxytetracycline hydrochloride	4U7K4N52ZM				Pfizer	DeHaen 1940-1975 NMEs		
1950	Cer-O-Cillin Sodium	penicillin O sodium	CT68HV1826				Upjohn	DeHaen 1940-1975 NMEs		
1949	Thiantoin Sodium	phenthenylate sodium	0H34NO7B6N	03-21-49	NDA	6-713	Lilly	DeHaen 1940-1975 NMEs		
1950	Ogen	piperazine estrone sulfate	SVI38UY019				Abbott	DeHaen 1940-1975 NMEs		
1950	Natolone	pregnenolone	73R90F7MQ8				National (MerrellNational)	DeHaen 1940-1975 NMEs		
1951	Precursone	pregnenolone acetate	0G0WWV404B		NDA	7-186	Wyeth	https://books.google.com/books?id=PYwbAQAAMAAJ&lpg=PA927&ots=HF-tZg3qst&dq=pregnenolone%20acetate%20wyeth%201950&pg=PA927#v=onepage&q=pregnenolone%20acetate%20wyeth%201950&f=false		
1950	Sucaryl Sodium	sodium cyclamate	1I6F42RME1				Abbott	DeHaen 1940-1975 NMEs		
1950	Trocinate	thiphenamil HCl	4OQ4SP44R2				Poythress	DeHaen 1940-1975 NMEs		
1951	Kwell	Lindane	59NEE7PCAB	01-11-51	NDA	6-309	Reed & Carnrick	OB NME Appendix 1950-1993		
1951	ltrumil Sodium	iothiouracil sodium	Y3779XL39I	02-23-51	NDA	7-765	Ciba	OB NME Appendix 1950-1993		
1951	Asterol	diamethazole dihydrochloride	3LF09TBB5W	03-13-51	NDA	7-819	Hoffmann-La Roche	OB NME Appendix 1950-1993		
1951	Benemid	probenecid	PO572Z7917	04-26-51	NDA	7-898	Sharp & Dohme (MSD)	OB NME Appendix 1950-1985		
1951	Tensilon	edrophonium chloride	QO611KSM5P	05-03-51	NDA	7-959	Hoffmann-La Roche	OB NME Appendix 1950-1985		
1951	Flaxedil	gallamine triethiodide	Q3254X40X2	05-25-51	NDA	7-842	Lederle	OB NME Appendix 1950-1985		
1951	Ambodryl	Bromodiphenhydramine	T032BI7727	06-06-51	NDA	7-984	Parke Davis	OB NME Appendix 1950-1985		
1951	Evans Blue	Evans Blue	45PG892GO1	06-13-51	NDA	8-041	Parke Davis	OB NME Appendix 1950-1985		
1951	Banthine Bromide	methantheline bromide	090519SAPF	07-03-51	NDA	7-390	Searle	OB NME Appendix 1950-1985		
1951	Telepaque	Iopanoic Acid	FE9794P71J	07-16-51	NDA	8-032	Sterling	OB NME Appendix 1950-1985		
1951	Tryptar	"trypsin, crystallized"	GV54A213NN	08-10-51	NDA	8-135	Armour	OB NME Appendix 1950-1985		
1951	Prantal	diphemanil methylsulfate	W2ZG23MGYI	08-20-51	NDA	8-114	Schering	OB NME Appendix 1950-1985		
1951	Antabuse	disulfiram	TR3MLJ1UAI	08-28-51	NDA	7-883	Ayerst	OB NME Appendix 1950-1985		
1951	Peritrate	Pentaerythritol tetranitrate	10L39TRG1Z	08-29-51	NDA	8-072	Parke-Davis	OB NME Appendix 1950-1993		
1951	Tace	chlorotrianisene	6V5034L121	08-31-51	NDA	8-102	Merrell (MerrellNational)	OB NME Appendix 1950-1985		
1951	NAI (131I)	"Sodium Iodide, I-131"	29VCO8ACHH	11-23-51	NDA	8-200	Abbott	OB NME Appendix 1950-1985		
1951	Mytolon Chloride	benzoquinonium chloride	O6HVT48T15				Winthrop	DeHaen 1940-1975 NMEs		
1951	Carbo-Resin	carbacrylamine resins					Lilly	DeHaen 1940-1975 NMEs		
1951	Chloromycetin PaImitate	chloramphenicol palmitate	43VU4207NW		NDA	50-152	Parke-Davis	DeHaen 1940-1975 NMEs		
1951	Cumopyran	cyclocumarol	725P8AW50M				Abbott	DeHaen 1940-1975 NMEs		
1951	Clopane HCl	cyclopentamine HCl	F551446KF3				Lilly	DeHaen 1940-1975 NMEs		
1951	Expandex	dextran	K3R6ZDH4DU				Commercial Solvents	DeHaen 1940-1975 NMEs		
1951	Quotane	dimethisoquin HCl	SMP2689462				Smith Kline & French	DeHaen 1940-1975 NMEs		
1951	Paveril Phosphate	dioxyline phosphate	9M18MC2SIE				Lilly	DeHaen 1940-1975 NMEs		
1951	Bistrium Bromide	hexamethonium bromide	8J77X3S603				Squibb	DeHaen 1940-1975 NMEs		
1951	Hexameton	hexamethonium chlorida	8J77X3S603		NDA	8-441	Burroughs	DeHaen 1940-1975 NMEs		
1951	Tolanate	inositol hexanitrate	686T63H73D				Commercial Solvents	DeHaen 1940-1975 NMEs		
1950	Levophed Bitartrate	levarterenol bitartrate	IFY5PE3ZRW	07-13-50	NDA	7-513	Winthrop	DeHaen 1940-1975 NMEs		
1951	Dormison	meparfynol	B017BC5B1N				Schering	DeHaen 1940-1975 NMEs		
1951	Thiomerin	mercaptomerin	58TLO7I2HN				Wyeth	DeHaen 1940-1975 NMEs		
1951	Methostanl	methandriol	5730Z864KG		NDA	8-736	Schering	DeHaen 1940-1975 NMEs		
1951	Stenediol	methandriol	5730Z864KG		NDA	7-630	Organon	DeHaen 1940-1975 NMEs		
1951	Mycifradin	neomycin sulfate	057Y626693				Upjohn	DeHaen 1940-1975 NMEs		
1951	Neotropine	neotropine	NX9B3335J1				Warner (Warner/ Chilcott)	DeHaen 1940-1975 NMEs		
1951	Compenamine	penicillin G 1-ephenamine	AF5F3C86Z1				Commercial Solvents	DeHaen 1940-1975 NMEs		
1951	Bicillin	penicillin G benzathine	RIT82F58GK	11-22-51	NDA	50-126	Wyeth	DeHaen 1940-1975 NMEs		
1951	Cer-O-Cillin Potassium	penicillin O potassium	DP2X0D6YBT				Upjohn	DeHaen 1940-1975 NMEs		
1951	Resodec	polycarboxylic cation					Smith Kline & French	DeHaen 1940-1975 NMEs		
1951	Aerosporin	polymyxin B sulfate	19371312D4		NDA	7-501	Burroughs Wellcome	DeHaen 1940-1975 NMEs		
1951	Prenderol	prenderol	A40PF8120T				Squibb	DeHaen 1940-1975 NMEs		
1951	Phenergan	promethazine HCl	R61ZEH7I1I	03-29-51	NDA	7-935	Wyeth	DeHaen 1940-1975 NMEs		
1953	Dromoran	racemorphan HBr	5URK043N48	01-08-53	NDA	8-720	Hoffmann-La Roche	DeHaen 1940-1975 NMEs		
1951	Selsun	selenium sulfide	Z69D9E381Q	05-17-51	NDA	7-936	Abbott	DeHaen 1940-1975 NMEs		
1951	Varidase	streptokinase-streptodornase	L5IJH7302K				Lederle	DeHaen 1940-1975 NMEs		
1951	Elkosin	sulfisomidine	W03L3ODK6E				Ciba	DeHaen 1940-1975 NMEs		
1951	Depo Testosterone	testosterone cypionate	M0XW1UBI14				Upjohn	DeHaen 1940-1975 NMEs		
1951	Thiocarbarsone	thiocarbarsone	5ZBS38PFRD				Lilly	DeHaen 1940-1975 NMEs		
1951	Levo-isomethadone	levoisomethadone hydrochloride	9ZYE0A32A9		NDA	7-890	Winthrop Stearns	https://books.google.com/books?id=JLBLAAAAMAAJ&newbks=1&newbks_redir=0&dq=levo-isomethadone&pg=RA4-PA4#v=onepage&q=isomethadone&f=false		
1952	Sunstick	Digalloyl Trioleate	PGQ9BY2MDE	01-15-52	NDA	8-301	Parke Davis	OB NME Appendix 1950-1985		
1952	Nalline HCl	nalorphine HCl	9FPE56Z2TW	01-24-52	NDA	8-279	Merck Sharp & Dohme	OB NME Appendix 1950-1985		
1952	Elkosin	Sulfisomidine	W03L3ODK6E	01-29-52	NDA	8-070	Ciba-Geigy	OB NME Appendix 1950-1993		
1952	Regitine HCl	phentolamine HCl	86DRW83R1H	01-30-52	NDA	8-278	Ciba	OB NME Appendix 1950-1985		
1952	Gemonil	metharbital	02OS7K758T	02-29-52	NDA	8-322	Abbott	OB NME Appendix 1950-1985		
1952	Neohydrin	chlormerodrin	99T5TWO621	05-14-52	NDA	8-406	Lakeside (MerrellNational)	OB NME Appendix 1950-1985		
1952	Butazolidin	phenylbutazone	GN5P7K3T8S	05-15-52	NDA	8-319	Geigy	OB NME Appendix 1950-1993		
1952	Leucovorin	leucovorin calcium	R3W57OBQ5W	06-20-52	NDA	8-107	Lederle	OB NME Appendix 1950-1985		
1951	Phenurone	phenacemide	PAI7J52V09	06-28-51	NDA	7-707	Abbott	OB NME Appendix 1950-1985		
1952	Anectine	succinylcholine chloride	8L0S1G435E	08-20-52	NDA	8-453	Burroughs Wellcome	OB NME Appendix 1950-1985		
1952	Mylicon	dimethicone	92RU3N3Y1O	08-29-52	NDA	8-545	Stuart	OB NME Appendix 1950-1985		
1952	Mylicon	silicon dioxide	ETJ7Z6XBU4	08-29-52	NDA	8-545	Stuart	OB NME Appendix 1950-1985		
1952	Neo-Cob	Norepinephrine Bitartrate	ZW81GF408B	09-19-52	NDA	8-592	Sterling	OB NME Appendix 1950-1985		
1952	Neo-Cob	Procaine	4Z8Y51M438	09-19-52	NDA	8-592	Sterling	OB NME Appendix 1950-1985		
1952	IJenoquin	monobenzone	9L2KA76MG5	11-10-52	NDA	8-173	Elder	OB NME Appendix 1950-1985		
1952	Aminopterin Sodium	aminopterin sodium	FZU1QI13O9				Lederle	DeHaen 1940-1975 NMEs		
1952	Balarsen	arsthinol	QNT09A162Y				Endo	DeHaen 1940-1975 NMEs		
1952	Pamabrom	bromotheophylline	FZG87K1MQ6				Brayten	DeHaen 1940-1975 NMEs		
1952	Dibuline Sulfate	dibutoline sulfate	1W7R63X54A				Merck Sharp & Dohme	DeHaen 1940-1975 NMEs		
1952	Ilotycin	erythromycin	63937KV33D		NDA	8-582	Lilly	DeHaen 1940-1975 NMEs		
1952	Erythrocin Stearate	erythromycin stearate	LXW024X05M		NDA	9-283	Abbott	DeHaen 1940-1975 NMEs		
1952	Depo-Estradiol Cypionate	estradiol cypionate	7E1DV054LO				Upjohn	DeHaen 1940-1975 NMEs		
1952	Methium Chloride	hexamethonium chloride	TIV4Q933FU				Warner /Chilcott	DeHaen 1940-1975 NMEs		
1952	Cyclaine	hexylcaine HCl	V00NQ7SDYI				Sharp & Dohme (MSD)	DeHaen 1940-1975 NMEs		
1952	Hydrocortone	hydrocortisone	WI4X0X7BPJ	08-05-52	NDA	8-506	Merck	DeHaen 1940-1975 NMEs		
1951	Hydrocortone Acetate	hydrocortisone acetate	3X7931PO74	12-21-51	NDA	8-228	Merck	DeHaen 1940-1975 NMEs		
1952	Cobroxin	indian cobra venom	ZZ4AG7L7VM				"Hynson, Westcott & Dunning"	DeHaen 1940-1975 NMEs		
1955	Marsilid Phosphate	iproniazid phosphate	8DE00V62TV	03-30-55	NDA	8-394	Hoffmann-La Roche	https://books.google.com/books?id=pm9KAQAAIAAJ&lpg=PA470&ots=aA7IeOI1kb&dq=cyverine%20suspended&pg=PA470#v=onepage&q=cyverine%20suspended&f=false		
1952	Nydrazid	isoniazid	V83O1VOZ8L				Squibb	DeHaen 1940-1975 NMEs		
1952	Rimifon	isoniazid	V83O1VOZ8L				Hoffmann-La Roche	DeHaen 1940-1975 NMEs		
1952	Lutrexin	lututrin	U76BW7BQCY				"Hynson, Westcott & Dunning"	DeHaen 1940-1975 NMEs		
1950	Cumertilin	mercumatilin	8F267D5WDT		NDA	7-519	Endo	DeHaen 1940-1975 NMEs		
1954	Aramioe Bitartrate	metaraminol bitartrate	ZC4202M9P3	09-29-54	NDA	9-509	Sharp & Dohme (MSD)	DeHaen 1940-1975 NMEs		
1952	Vallestril	methallenestril	XL025389JS				Searle	DeHaen 1940-1975 NMEs		
1952	Panthoderm	panthenol	WV9CM0O67Z				U.S. Vitamin (USV)	DeHaen 1940-1975 NMEs		
1952	Neo-Penil	penethamate hydriodide	GA14AS9QOK				Smith Kline & French	DeHaen 1940-1975 NMEs		
1952	Depo-Cer-0-Cillin	penicillin O 2-chloroprocaine	O3NVO08Z59				Upjohn	DeHaen 1940-1975 NMEs		
1952	Hedulin	phenindione	5M7Y6274ZE				Walker (MerrellNational)	DeHaen 1940-1975 NMEs		
1952	Regitine Mesylate	phentolamine mesylate	Y7543E5K9T	01-30-52	NDA	8-278	Ciba	DeHaen 1940-1975 NMEs		
1952	Bristamin	phenyltoloxamine citrate	8UE48MJH8M				Bristol	DeHaen 1940-1975 NMEs		
1952	Primaquine Phosphate	primaquine phosphate	H0982HF78B	01-23-52	NDA	8-316	Winthrop	DeHaen 1940-1975 NMEs		
1952	Pyronil	pyrrobutamine phosphate	6B6107K1Q6				Lilly	DeHaen 1940-1975 NMEs		
1953	Apresoline HCl	hydralazine HCl	FD171B778Y	01-15-53	NDA	8-303	Ciba	OB NME Appendix 1950-1985		
1953	Daraprim	pyrimethamine	Z3614QOX8W	01-23-53	NDA	8-578	Burroughs Wellcome	OB NME Appendix 1950-1985		
1953	Dibenzyline	phenoxybenzamine HCl	X1IEG24OHL	01-26-53	NDA	8-708	Smith Kline & French	OB NME Appendix 1950-1985		
1953	Furadantin	nitrofurantoin	927AH8112L	02-06-53	NDA	8-693	Eaton	OB NME Appendix 1950-1985		
1953	Triethylene-melamine	Triethylenemelamine	F7IY6HZG9D	02-24-53	NDA	8-461	Lederle	OB NME Appendix 1950-1993		
1953	Actamer	Bithionol	AMT77LS62O	12-31-53	NDA	8-982	Monsanto	https://tile.loc.gov/storage-services/service/ll/fedreg/fr032/fr032211/fr032211.pdf#page=50		
1951	Neothylline	dyphylline	263T0E9RR9	03-07-51	NDA	7-794	Maney (Lemmon)	OB NME Appendix 1950-1985		
1953	Pro-Banthine	propantheline bromide	UX9Z118X9F	04-02-53	NDA	8-732	Searle	OB NME Appendix 1950-1985		
1953	Pamioe Bromide	methscopolamine bromide	RTN51LK7WL	04-09-53	NDA	8-848	Upjohn	OB NME Appendix 1950-1993		
1953	Dicurin Procaine	merethoxylline procaine	O77D636VYN	04-22-53	NDA	8-869	Lilly	OB NME Appendix 1950-1985		
1953	Unitensen Acetate	cryptenamine acetates	3KWY19L01D	04-23-53	NDA	8-814	"Irwin, Neisler (Mallinckrodt)"	OB NME Appendix 1950-1993		
1953	Diafen	diphenylpyraline HCl	G9FU7F1E87	04-24-53	NDA	8-862	SchenLabs (Riker)	OB NME Appendix 1950-1985		
1953	Raudixin	rauwolfia serpentina	H192N84N1G	04-24-53	NDA	8-842	Squibb	OB NME Appendix 1950-1985		
1953	Tronothane	pramoxine HCl	88AYB867L5	05-01-53	NDA	8-834	Abbott	OB NME Appendix 1950-1985		
1953	Dorsacaine HCl	benoxinate HCl	0VE4U49K15	05-06-53	NDA	8-729	Smith-Dorsey	OB NME Appendix 1950-1993		
1953	Dextran 70 6% in 0.9% Sodium Chloride	Dextran 70 6% in 0.9% Sodium Chloride	7SA290YK68	05-11-53	NDA	9-024	American McGaw	OB NME Appendix 1950-1985		
1953	Thytropar	Thyrotropin	02KSI6Z9AK	05-26-53	NDA	8-682	Armour	OB NME Appendix 1950-1985		
1953	Clistin Maleate	carbinoxamine maleate	02O55696WH	06-22-53	NDA	8-915	McNeil	OB NME Appendix 1950-1985		
1953	Ophthaine	proparacaine HCl	U96OL57GOY	07-01-53	NDA	8-883	Squibb	OB NME Appendix 1950-1985		
1953	Versenate Calcium Disodium	edetate calcium disodium	25IH6R4SGF	07-16-53	NDA	8-922	Riker	OB NME Appendix 1950-1985		
1953	Pagitane HCl	cycrimine HCl	9RB4L4K895	07-22-53	NDA	8-951	Lilly	OB NME Appendix 1950-1985		
1953	Diamox	acetazolamide	O3FX965V0I	07-27-53	NDA	8-943	Lederle	OB NME Appendix 1950-1985		
1952	Antrenyl Bromide	oxyphenonium bromide	S9421HWB3Z	08-04-52	NDA	8-492	Ciba	OB NME Appendix 1950-1985		
1953	NDK Fluoride Dentrifice	Sodium Monofluorophosphate	C810JCZ56Q	08-19-53	NDA	8-851	NOK	OB NME Appendix 1950-1993		
1953	Milontin	phensuximide	6WVL9C355G	09-08-53	NDA	8-855	Parke-Davis	OB NME Appendix 1950-1985		
1953	Purinethol	mercaptopurine	E7WED276I5	09-11-53	NDA	9-053	Burroughs Wellcome	OB NME Appendix 1950-1993		
1953	Marezine	cyclizine HCl	W0O1NHP4WE	10-01-53	NDA	8-993	Burroughs Wellcome	OB NME Appendix 1950-1985		
1953	Thiosulfil	sulfamethizole	25W8454H16	10-28-53	NDA	8-565	Ayerst	OB NME Appendix 1950-1985		
1953	Hydergine	ergoloids	34HPE9Z8IP	11-05-53	NDA	9-087	Sandoz	OB NME Appendix 1950-1993		
1951	Hydergine	dihydroergocornine methanesulfonate	42RX8KPW29		NDA	8-119	Sandoz	https://cdn.loc.gov/service/ll/fedreg/fr039/fr039152/fr039152.pdf
1951	Hydergine	dihydroergocristine methanesulfonate	DS7CL18UAM		NDA	8-119	Sandoz	https://cdn.loc.gov/service/ll/fedreg/fr039/fr039152/fr039152.pdf
1951	Hydergine	dihydroergocryptine methanesulfonate	Z4I7BU58DN		NDA	8-119	Sandoz	https://cdn.loc.gov/service/ll/fedreg/fr039/fr039152/fr039152.pdf
1953	Parsidol HCl	ethopropazine HCl	O00T1I1VRN	11-05-53	NDA	9-078	Warner /Chilcott	OB NME Appendix 1950-1985		
1953	Methotrexate	methotrexate	YL5FZ2Y5U1	12-07-53	NDA	8-085	Lederle	OB NME Appendix 1950-1985		
1953	Rauwiloid	alseroxylon	H192N84N1G				Riker	DeHaen 1940-1975 NMEs		
1953	Centrine	aminopentamide sulfate	20P9NI883O				Bristol	DeHaen 1940-1975 NMEs		
1952	Hibicon	beclamide	F5N0ALI65V	03-14-52	NDA	8-320	Lederle	DeHaen 1940-1975 NMEs		
1953	Ambodryl HCl	bromazine hydrochloride	202J683U97				Parke-Davis	DeHaen 1940-1975 NMEs		
1953	Sucaryl Calcium	calcium cyclamate	X12LMJ1WYL				Abbott	DeHaen 1940-1975 NMEs		
1953	Toryn	caramiphen edisylate	09TQU5PG95				Smith Kline & French	DeHaen 1940-1975 NMEs		
1953	Adrenosem	carbazochrome salicylate	3H4OD401LF				Massengill	DeHaen 1940-1975 NMEs		
1953	Magoamycin	carbomycin	3952621T3O				Pfizer	DeHaen 1940-1975 NMEs		
1953	Cyclogyl HCl	cyclopentolate HCl	736I6971TE		NDA	8-548	Schieffelin	DeHaen 1940-1975 NMEs		
1953	DASC	dihydroxyaluminum sodium carbonate	84H8Z9550J				Brayten	DeHaen 1940-1975 NMEs		
1953	Silicote	dimethicone	92RU3N3Y1O				Arnar-Stone	DeHaen 1940-1975 NMEs		
1953	Ferrolip	ferrocholinate	LWI5ZJ8WVL				Flint	DeHaen 1940-1975 NMEs		
1953	Levugen	fructose	6YSS42VSEV				Mead Johnson	DeHaen 1940-1975 NMEs		
1953	Fugillin	fumagillin	7OW73204U1				Upjohn	DeHaen 1940-1975 NMEs		
1953	Fumidil	fumagillin	7OW73204U1				Abbott	DeHaen 1940-1975 NMEs		
1953	Levo-Dromoran	levorphanol tartrate	04WQU6T9QI	01-08-53	NDA	8-719	Hoffmann-La Roche	DeHaen 1940-1975 NMEs		
1953	Synthroid Sodium	levothyroxine sodium	054I36CPMN				Travenol	DeHaen 1940-1975 NMEs		
1953	Darstine	mepiperphenidol bromide	E6OI36057B				Sharp & Dohme (MSD)	DeHaen 1940-1975 NMEs		
1953	Antepar	piperazine citrate	63KP7FXF2I				Burroughs Wellcome	DeHaen 1940-1975 NMEs		
1953	Dimethylane	promoxolane	JHI9RRY52E				National (MerrellNational)	DeHaen 1940-1975 NMEs		
1953	Veralba	protoveratrine A	XP343X1HJU				"Pitman-Moore (Dow Chem., USA)"	DeHaen 1940-1975 NMEs		
1953	Veralba	protoveratrine B	AK816144R9				"Pitman-Moore (Dow Chem., USA)"	DeHaen 1940-1975 NMEs		
1953	Provell Maleate	protoveratrines A maleate	I207Y1N7M6				Lilly	DeHaen 1940-1975 NMEs		
1953	Provell Maleate	protoveratrines B maleate	ZY7MZX91C8				Lilly	DeHaen 1940-1975 NMEs		
1953	Quertine	quercetin	9IKM0I5T1E				Abbott	DeHaen 1940-1975 NMEs		
1955	Serpasil	reserpine	8B1QWR724A	08-12-55	NDA	9-115	Ciba	DeHaen 1940-1975 NMEs		
1953	Neodrol	stanolone	08J2K08A3Y				Pfizer	DeHaen 1940-1975 NMEs		
1953	Stilbamidine Isethionate	stilbamidine isethionate	Y56ICS757E				Merrell (MerrellNational)	DeHaen 1940-1975 NMEs		
1953	Alevaire	superinone	Y27PUL9H56				Winthrop	DeHaen 1940-1975 NMEs		
1954	Achromycin	tetracycline	F8VB5M810T	07-01-54	NDA	50-276	Lederle	DeHaen 1940-1975 NMEs		
1953	Blutene Chloride	tolonium chloride	15XUH0X66N				Abbott	DeHaen 1940-1975 NMEs		
1953	Elorine Chloride	tricyclamol chloride	QYH21J350Z				Lilly	DeHaen 1940-1975 NMEs		
1953	Tricoloid Chloride	tricyclamol chloride	QYH21J350Z				Burroughs Wellcome	DeHaen 1940-1975 NMEs		
1953	Elorine Sulfate	tricyclamol methosulfate	L0BB45WX6F				Lilly	DeHaen 1940-1975 NMEs		
1953	Tricoloid Sulfate	tricyclamol methosulfate	L0BB45WX6F				Burroughs Wellcome	DeHaen 1940-1975 NMEs		
1953	Melamine	trolnitrate phosphate	13330D1K2A				Leeming	DeHaen 1940-1975 NMEs		
1953	Triton	tyloxapol	Y27PUL9H56				Winthrop	DeHaen 1940-1975 NMEs		
1953	Viocin Sulfate	viomycin sulfate	LKO141R05V				Pfizer	DeHaen 1940-1975 NMEs		
1953	Bifacton	vitamin b12	P6YC3EG204				Organon	DeHaen 1940-1975 NMEs		
1953	Bifacton	intrinsic factor	70BT6OQT2Q				Organon	DeHaen 1940-1975 NMEs		
1953	Bantron	lobeline	D0P25S3P81				Campana	https://books.google.com/books?id=jnNcM95kPBUC&lpg=PA870&ots=JU-AyJuyNH&dq=bantron%20gazette&pg=PA870#v=onepage&q=bantron%20gazette&f=false		
1954	Bonine	meclizine HCl	HDP7W44CIO	01-08-54	NDA	9-099	Pfizer	OB NME Appendix 1950-1985		
1954	Choledyl	oxtriphylline	3K045XR58X	03-03-54	NDA	9-268	Warner/Chilcott	OB NME Appendix 1950-1985		
1954	Cogcntin Mesylate	benztropine mesylate	WMJ8TL7510	03-05-54	NDA	9-193	Sharp & Dohme (MSD)	OB NME Appendix 1950-1985		
1954	Mysoline	primidone	13AFD7670Q	03-08-54	NDA	9-170	Ayerst	OB NME Appendix 1950-1985		
1954	Lipiodol	Ethiodized oil	KZW0R0686Q	03-31-54	NDA	9-190	Fougera	OB NME Appendix 1950-1985		
1954	Arfonad	trimethaphan camsylate	8W556014K9	04-26-54	NDA	8-983	Hoffmann-La Roche	OB NME Appendix 1950-1985		
1954	Cholografin Sodium	Iodipamide Sodium	3J6WZA9PXS	04-27-54	NDA	9-321	Squibb	OB NME Appendix 1950-1993		
1954	Dionosil	Propyliodone	5NPJ6BPX36	05-17-54	NDA	9-309	Picker	OB NME Appendix 1950-1985		
1954	Histalog	Betazole Hydrochloride	66ABP6C83F	05-18-54	NDA	9-344	Eli Lilly	OB NME Appendix 1950-1985		
1954	Softran	buclizine HCl	58FQD093NU	05-19-54	NDA	9-295	Stuart	OB NME Appendix 1950-1985		
1954	Coumadin	warfarin sodium	6153CWM0CL	06-08-54	NDA	9-218	Endo	OB NME Appendix 1950-1985		
1954	Myleran	busulfan	G1LN9045DK	06-25-54	NDA	9-386	Burroughs Wellcome	OB NME Appendix 1950-1985		
1954	Surital Sodium	thiamylal sodium	T4L2P3KH7K	07-09-54	NDA	7-600	Parke-Davis	OB NME Appendix 1950-1985		
1954	Piperate	piperazine hexahydrate	P3M07B8U64	08-24-54	NDA	9-372	Lincoln	OB NME Appendix 1950-1993		
1954	Pathilon	tridihexethyl chloride	25YK75CYMX	09-15-54	NDA	9-489	Lederle	OB NME Appendix 1950-1985		
1954	Lotusate	talbutal	4YIR8202AX	09-21-54	NDA	9-410	Winthrop	OB NME Appendix 1950-1985		
1954	Romilar	dextromethorphan HBr	9D2RTI9KYH	09-24-54	NDA	9-312	Hoffmann-La Roche	OB NME Appendix 1950-1985		
1954	Tyzine	tetrahydrozoline HCl	0YZT43HS7D	10-15-54	NDA	9-523	Pfizer	OB NME Appendix 1950-1985		
1954	Lanoxin	Digoxin	73K4184T59	11-16-54	NDA	9-330	Burroughs Wellcome	OB NME Appendix 1950-1993		
