Cat No	Product Name	Cas Number	SMILES	Primary Action	Biological Description	References	Product Type	Public Caveats	URL	Previous Order	UK Controlled	USA Controlled	Date Added
0217	D-Glutamic acid	[6893-26-1]	N[C@@]([H])([C@](O)=O)CCC(O)=O	"Endogenous, non-selective agonist. Less active enantiomer"	"Excitatory amino acid acting at NMDA receptors; less active than the L-isomer, L-glutamic acid (Cat. No. 0218)."	Watkins (1986) Twenty five years of excitatory amino acid research. Excitatory Amino Acids. Eds. Roberts et al. Macmil p1-39. Olverman et al (1988) Structure/activity relations of N-methyl-D-aspartate receptor ligands as studied by their inhibition of [3H]-D-2-amino-5-phosphonopentanoic acid binding in rat brain membranes. Neuroscience 26 17. PMID:2901691.	Small Molecule		http://www.tocris.com/dispprod.php?ItemId=1420				Jan-1901
0218	L-Glutamic acid	[56-86-0]	[H][C@@](CCC(O)=O)(N)C(O)=O	"Endogenous, non-selective agonist"	The predominant excitatory transmitter in the mammalian central nervous system. Acts at ionotropic and metabotropic glutamate receptors. MNI-caged-L-glutamate (Cat. No. 1490) and D-Glutamic acid (Cat. No. 0217) are also available.	"Watkins and Evans (1981) Excitatory amino acid transmitters. Annu.Rev.Pharmacol.Toxicol. 21 165. PMID:6112965. Monaghan et al (1989) The excitatory amino acid receptors: their classes, pharmacology and distinct properties in the function of the central nervous system. Annu.Rev.Pharmacol.Toxicol. 29 365. PMID:2543272."	Small Molecule		http://www.tocris.com/dispprod.php?ItemId=1421				Jan-1901
0219	Glycine	[56-40-6]	NCC(O)=O	"Endogenous potentiator, co-transmitter"	"One of the major inhibitory neurotransmitters in the mammalian CNS, predominantly active in the spinal cord and brain stem. Also acts as a modulator of excitatory amino acid transmission mediated by NMDA receptors. Also available as part of the NMDA Receptor - Glycine Site Tocriset."	"Johnson and Ascher (1987) Glycine potentiates the NMDA response in cultured mouse brain neurons. Nature 325 529. Ascher and Johnson (1989) The NMDA receptor, its channel and its modulation by glycine. The NMDA Receptor (2nd edition). Eds. G.L.Collingr 109. Betz (1991) Glycine receptors: heterogeneous and widespread in the mammalian brain. Trends Neurosci. 14 458. PMID:1722365. Kuhse et al (1995) The inhibitory glycine receptor: architecture, synaptic localization and molecular pathology of a postsynaptic ion-channel complex. Curr.Opin.Neurobiol. 5 318. PMID:7850154."	Small Molecule		http://www.tocris.com/dispprod.php?ItemId=1426	SQ1533			Jan-1901
0222	Kainic acid	[487-79-6]	C=[C@@](C)[C@@H]1[C@H](CC(O)=O)[C@@H]([C@](O)=O)NC1	Potent excitant and neurotoxin	Selective agonist at kainate receptors. Potent excitant and neurotoxin. Also available as part of the Kainate Receptor Tocriset.	Watkins (1978) Excitatory amino acids. Kainic acid as a Tool in Neurobiology. Edited by E 37. Watkins and Evans (1981) Excitatory amino acid transmitters. Annu.Rev.Pharmacol.Toxicol. 21 165. PMID:6112965.	Small Molecule		http://www.tocris.com/dispprod.php?ItemId=1535	SQ1533			Jan-1901
0223	Kynurenic acid	[492-27-3]	OC(=O)C1=CC(O)=C2C=CC=CC2=N1	Broad spectrum EAA antagonist	Broad spectrum EAA antagonist. Putative GPR35 ligand. Kynurenic acid sodium salt also available (Cat. No. 3694).	"Perkins and Stone (1982) An iontophoretic investigation of the actions of convulsant kynurenines and their interaction with the endogenous excitant quinolinic acid. Brain Res. 247 184. PMID:6215086. Stone and Burton (1988) NMDA receptors and ligands in the vertebrate CNS. Prog.Neurobiol. 30 333. PMID:2830636. Pittaluga et al (1997) The 'kynurenate test,' a biochemical assay for putative cognition enhancers. J.Pharmacol.Exp.Ther. 283 82. PMID:9336311. Wang et al (2006) Kynurenic acid as a ligand for orphan G protein-coupled receptor GPR35. J.Biol.Chem. 281 22021. PMID:16754668."	Small Molecule		http://www.tocris.com/dispprod.php?ItemId=1529				Jan-1901
0225	Quinolinic acid	[89-00-9]	OC(=O)C1=C(N=CC=C1)C(O)=O	Endogenous NMDA agonist and transmitter candidate	Endogenous NMDA agonist and transmitter candidate. May distinguish between NMDA receptor subtypes.	Stone and Perkins (1981) Quinolinic acid: a potent endogenous excitant at amino acid receptors in the rat CNS. Eur.J.Pharmacol. 72 411. PMID:6268428. Stone and Burton (1988) NMDA receptors and ligands in the vertebrate CNS. Prog.Neurobiol. 30 333. PMID:2830636. Monaghan and Beaton (1991) Quinolinate differentiates between forebrain and cerebellar NMDA receptors. Eur.J.Pharmacol. 194 123. PMID:1676371. Prada de Carvalho et al (1996) The endogenous agonist quinolinic acid and the non-endogenous homoquinolinic acid discriminate between NMDAR2 receptor subunits. Neurochem.Int. 28 445. PMID:8740453.	Small Molecule		http://www.tocris.com/dispprod.php?ItemId=1824				Sep-1994
0226	D-Serine	[312-84-5]	N[C@@]([H])([C@](O)=O)CO	"Potentiator, acts glycine site"	Glycine agonist at the NMDA receptor. L-Serine (Cat. No. 0227) also available.	Lodge (1989) Non-competitive NMDA antagonists. The NMDA Receptor (2nd edition). Eds. G.L.Collingr 37. Schell et al (1997) D-Serine as a neuromodulator: regional and developmental localizations in rat brain glia resemble NMDA receptors. J. Neurosci. 17 1604. PMID:9030620. Mothet et al (2000) D-serine is an endogenous ligand for the glycine site of the N-methyl-D-aspartate receptor. Proc.Natl.Acad.Sci.USA 97 4926. PMID:10781100.	Small Molecule		http://www.tocris.com/dispprod.php?ItemId=1854				Jan-1901
0227	L-Serine	[56-45-1]	OC[C@]([H])(N)C(O)=O	Weak endogenous glycine receptor agonist	Endogenous agonist at the inhibitory glycine receptor. D-Serine (Cat. No. 0226) also available.	"Saitoh et al (1994) A novel antagonist, phenylbenzene _-phosphono-_-amino acid, for strychnine-sensitive glycine receptors in the rat spinal cord. Br.J.Pharmacol. 113 165. PMID:7812607. Schmeiden and Betz (1995) Pharmacology of the inhibitory glycine receptor: agonist and antagonist actions of amino acids and piperidine carboxylic acid compounds. Mol.Pharmacol. 48 919. PMID:7476923."	Small Molecule		http://www.tocris.com/dispprod.php?ItemId=1855				Jan-1901
0234	Guvacine hydrochloride	[6027-91-4]	Cl.O=C(C=1CNCCC1)O	Specific GABA uptake inhibitor	"Specific GABA uptake inhibitor. IC50 values are 14, 58, 119 and 1870 _M for hGAT-1, rGAT-2, hGAT-3 and hBGT-1 respectively."	"Krogsgaard-Larsen et al (1978) Structure-activity studies on the inhibition of GABA binding to rat brain membranes by muscimol and related compounds. J.Neurochem. 30 1377. PMID:670980. Borden et al (1994) Tiagabine, SK&F 89976-A, CI 966, and NNC-711 are selective for the cloned GABA transporter GAT-1. Eur.J.Pharmacol. 269 219. PMID:7851497."	Small Molecule		http://www.tocris.com/dispprod.php?ItemId=1433	SQ1070			Jan-1901
0235	Isoguvacine hydrochloride	[68547-97-7]	Cl.OC(=O)C=1CCNCC1	Selective GABAA agonist	Specific GABAA receptor agonist. Suppresses low magnesium induced seizure like events in organotypic hippocampal brain slices.	"Krogsgaard-Larsen et al (1978) Structure-activity studies on the inhibition of GABA binding to rat brain membranes by muscimol and related compounds. J.Neurochem. 30 1377. PMID:670980. Krogsgaard-Larsen et al (1979) Dihydromuscimol, thiomuscimol and related heterocyclic compounds as GABA analogues. J.Neurochem. 32 1717. PMID:448364. Wahab et al (2009) Effects of gamma-aminobutyric acid (GABA) agonists and a GABA uptake inhibitor on pharmacoresistant seizure like events in organotypic hippocampal slice cultures. Epilepsy Res. 86 113. PMID:19535226."	Small Molecule		http://www.tocris.com/dispprod.php?ItemId=1532	SQ1070			Jan-1901
0236	()-Nipecotic acid	[60252-41-7]	O=C(C1CNCCC1)O	GABA uptake inhibitor	"GABA uptake inhibitor. IC50 values are 8, 38, 106 and 2370 _M for hGAT-1, rGAT-2, hGAT-3 and hBGT-1 respectively."	"Schousboe et al (1979) Effects of GABA analogues of restricted conformation on GABA transport in astrocytes and brain cortex slices and on GABA binding. J.Neurochem. 33 181. PMID:458448. Krogsgaard-Larsen et al (1981) GABA agonists, antagonists and uptake inhibitors. Design and therapeutic aspects. J.Med.Chem. 24 1377. PMID:6118436. Borden et al (1994) Tiagabine, SK&F 89976-A, CI 966, and NNC-711 are selective for the cloned GABA transporter GAT-1. Eur.J.Pharmacol. 269 219. PMID:7851497."	Small Molecule		http://www.tocris.com/dispprod.php?ItemId=1699				Jan-1901
0237	7-Chlorokynurenic acid	[18000-24-3]	OC(=O)C1=CC(O)=C2C=CC(Cl)=CC2=N1	Potent competitive inhibitor of L-glutamate uptake	NMDA receptor antagonist acting at the glycine site. Potent competitive inhibitor of L-glutamate transport into synaptic vesicles. Also available as part of the NMDA Receptor - Glycine Site Tocriset. 7-Chlorokynurenic acid sodium salt (Cat. No. 3697) also available.	"Kemp et al (1988) 7-Chlorokynurenic acid is a selective antagonist of the glycine modulatory site of the NMDA receptor complex. Proc.Natl.Acad.Sci.U.S.A. 85 6547. PMID:2842779. Donald et al (1988) Characterization of [3H]-glycine binding to a modulatory site within the NMDA receptor complex from rat brain. Br.J.Pharmacol. 95 892P. Kretschmer et al (1995) Behavioral and neurochemical actions of the strychnine-insensitive glycine receptor antagonist, 7-chlorokynurenate, in rats. Eur.J.Pharmacol. 280 37. PMID:7498252. Bartlett et al (1998) Substituted quinolines as inhibitors of L-glutamate transport into synaptic vesicles. Neuropharmacology 37 839. PMID:9776380."	Small Molecule		http://www.tocris.com/dispprod.php?ItemId=2157				Sep-1994
0238	O-Phospho-L-serine	[407-41-0]	[H][C@@](COP(O)(O)=O)(N)C(O)=O	Group III mGlu agonist	Group III metabotropic glutamate receptor agonist; analog of L-AP4 (Cat. No. 0103). Inhibits proliferation and enhances neuronal differentiation in progenitor cells.	"Eriksen and Thomsen (1995) [3H]-L-2-amino-4-phosphonobutyrate labels a metabotropic glutamate receptor, mGluR4a. Br.J.Pharmacol. 116 3279. PMID:8719808. Thoreson and Ulphani (1995) Pharmacology of selective and non-selective metabotropic glutamate receptor agonists at L-AP4 receptors in ON bipolar cells. Brain Res. 676 93. PMID:7796182. Bruno et al (1996) Activation of group III metabotropic glutamate receptors is neuroprotective in cortical cultures. Eur.J.Pharmacol. 310 61. PMID:8880068. Saxe et al (2007) A phenotypic small-molecule screen identifies an orphan ligand-receptor pair that regulates neural stem cell differentiation. Chem.Biol. 14 1019. PMID:17884634."	Small Molecule		http://www.tocris.com/dispprod.php?ItemId=1773				Jan-1901
0245	2-Hydroxysaclofen	[117354-64-0]	NCC(O)(CS(O)(=O)=O)C1=CC=C(Cl)C=C1	"Selective GABAB antagonist, more potent than saclofen (Cat. No. 0246)"	Selective antagonist at GABAB receptors.	Curtis et al (1988) Baclofen antagonism by 2-hydroxysaclofen in the cat spinal cord. Neurosci.Lett. 92 97. PMID:2847093. Kerr et al (1988) 2-Hydroxysaclofen: an improved antagonist at central and peripheral GABAB receptors. Neurosci.Lett. 92 92. PMID:2847092.	Small Molecule		http://www.tocris.com/dispprod.php?ItemId=1497				Jan-1901
0246	Saclofen	[125464-42-8]	NCC(CS(O)(=O)=O)C1=CC=C(Cl)C=C1	Selective GABAB antagonist	Selective antagonist at GABAB receptors.	Bowery (1989) GABAB receptors and their significance in mammalian pharmacology. TiPS 10 401. PMID:2559518. Jane et al (1990) Use of the neonatal rat spinal cord in studies of the GABAB receptor. GABAB receptors in Mammalian Function. 42b.	Small Molecule		http://www.tocris.com/dispprod.php?ItemId=1848				Jan-1995
0247	(R)-CPP	[126453-07-4]	[H][C@@]1([C@](O)=O)NCCN(CCCP(O)(O)=O)C1	Potent NMDA antagonist; more active enantiomer of (RS)-CPP (Cat. No. 0173)	"Highly potent NMDA antagonist; more active isomer. Shows some selectivity for NR2A-containing receptors (Ki values are 0.041, 0.27, 0.63 and 1.99 _M for inhibition of NR2A-, NR2B-, NR2C- and NR2D-containing recombinant NMDA receptors respectively). (RS)-CPP (Cat. No. 0173) also available."	"Aebischer et al (1989) Synthesis and NMDA antagonistic properties of the enantiomers of 4-(3-phosphonopropyl)piperazine-2-carboxylic acid (CPP) and of the unsaturated analogue (E)-4-(3-phosphono-2-enyl)piperazine-2-carboxylic acid (CPP-ene). Helv.Chim.Acta 72 1043. Feng et al (2004) Structure-activity analysis of a novel NR2C/NR2D-preferring NMDA receptor antagonist: 1-(phenanthrene-2-carbonyl) piperazine-2,3-dicarboxylic acid. Br.J.Pharmacol. 141 508. PMID:14718249."	Small Molecule		http://www.tocris.com/dispprod.php?ItemId=2222				Jan-1901
0253	(R)-AMPA	[83654-13-1]	N[C@@]([H])([C@@](O)=O)CC1=C(C)ON=C1O	Inactive isomer of (RS)-AMPA (Cat. No. 0169)	Inactive enantiomer of AMPA. Active enantiomer (S)-AMPA (Cat. No 0254) and racemate (RS)-AMPA (Cat. No. 0169) also available.	"Hansen et al (1983) Enzymic resolution and binding to rat brain membranes of the glutamic acid agonist _-amino-3-hydroxy-5-methyl-4-isoxazolepropionic acid. J.Med.Chem. 26 901. PMID:6133955. Lauridsen et al (1985) Ibotenic acid analogues. Synthesis, molecular flexibility, and in vitro activity of agonists and antagonists at central glutamic acid receptors. J.Med.Chem. 28 668. PMID:2859375."	Small Molecule		http://www.tocris.com/dispprod.php?ItemId=1168	SQ1070			Jan-1901
0254	(S)-AMPA	[83643-88-3]	[H][C@@](N)(C(O)=O)CC1=C(C)ON=C1O	Selective AMPA agonist. Active isomer of (RS)-AMPA (Cat. No. 0169)	"Active enantiomer of AMPA (EC50 = 3.5 _M). Also available as part of the AMPA Receptor Tocriset (Cat. No. 1822). NPEC-caged-(S)-AMPA (Cat. No. 3840), inactive enantiomer (R)-AMPA (Cat. No. 0253) and racemate (RS)-AMPA (Cat. No. 0169) are also available."	"Hansen et al (1983) Enzymic resolution and binding to rat brain membranes of the glutamic acid agonist _-amino-3-hydroxy-5-methyl-4-isoxazolepropionic acid. J.Med.Chem. 26 901. PMID:6133955. Lauridsen et al (1985) Ibotenic acid analogues. Synthesis, molecular flexibility, and in vitro activity of agonists and antagonists at central glutamic acid receptors. J.Med.Chem. 28 668. PMID:2859375. Falch et al (1998) Heteroaryl analogues of AMPA. 2. Synthesis, absolute stereochemistry, photochemistry, and structure-activity relationships. J.Med.Chem. 41 2513. PMID:9651156."	Small Molecule		http://www.tocris.com/dispprod.php?ItemId=1169	SQ1070			Jan-1901
0258	ACBC	[22264-50-2]	NC1(CCC1)C(O)=O	"NMDA antagonist, acts at glycine site"	"NMDA receptor partial agonist, acting at the glycine site of NR1."	"Hood et al (1989) 1-Aminocyclobutane-1-carboxylic acid (ACBC): a specific antagonist of the NMDA receptor coupled glycine receptor. Eur.J.Pharmacol. 161 281. PMID:2542048. Rao et al (1990) Neuropharmacological characterization of 1-aminocyclopropane-1-carboxylate and 1-aminocyclobutane-1-carboxylate, ligands of the N-methyl-D-aspartate-associated glycine receptor. Neuropharmacology 29 305. PMID:2158004. Inanobe et al (2005) Mechanism of partial agonist action at the NR1 subunit of NMDA receptors. Neuron 47 71. PMID:15996549."	Small Molecule		http://www.tocris.com/dispprod.php?ItemId=1075				Jan-1901
0262	"2,4-Dihydroxyphenylacetyl-L-asparagine"	[111872-98-1]	OC1=CC=C(CC(N[C@@]([H])(CC(N)=O)C(O)=O)=O)C(O)=C1	Component of Joro spider toxin	Constituent of various spider toxins. Reported to be specific blocker of glutamate receptors.	"Pan-Hou et al (1987) Inhibitory effect of 2,4-dihydroxyphenylacetylasparagine, a common moiety of spider toxin, on glutamate binding to rat brain synaptic membranes. Neurosci.Lett. 81 199. PMID:2827066. Pan-Hou et al (1989) A spider toxin (JSTX) inhibits L-glutamate uptake by rat brain synaptosomes. Brain Res. 476 354. PMID:2564797. Usherwood et al (1990) Mechanisms of neurotoxicity of low molecular weight spider toxins. Basic Science in Toxicology. Ed. G.N. Volans 569."	Small Molecule		http://www.tocris.com/dispprod.php?ItemId=1305				Jan-1901
0271	cis-ACBD	[73550-55-7]	[H][C@@]1([C@@](O)=O)C[C@@](N)([C@](O)=O)C1	"Potent, selective L-glutamate uptake inhibitor"	"Potent, competitive and selective inhibitor of glutamate uptake. Certain confusion exists over the naming of this compound because of apparent contradictions in the literature. This is the isomer which has the carboxylic acid and the amino groups on the same side of the cyclobutyl ring."	"Allan et al (1990) Synthesis and activity of a potent NMDA agonist, trans-1-aminocyclobutane-1,3-dicarboxylic acid, and related phosphonic and carboxylic acids. J.Med.Chem. 33 2905. PMID:2145435. Fletcher et al (1991) Inhibition of L-glutamic acid uptake into rat cortical synaptosomes by the conformationally restricted analogue of glutamic acid, cis-1-aminocyclobutane-1,3-dicarboxylic acid. Neurosci.Lett. 121 133. PMID:1673544. Koch et al (1999) Differentiation of substrate and nonsubstrate inhibitors of the high-affinity, sodium-dependent glutamate transporters. Mol.Pharmacol. 56 1095. PMID:10570036."	Small Molecule		http://www.tocris.com/dispprod.php?ItemId=1581				Jan-1901
0281	(R)-(+)-HA-966	[123931-04-4]	N[C@@H]1CCN(O)C1=O	NMDA partial agonist/antagonist; acts at glycine site	Antagonist/partial agonist at the glycine site of the NMDA receptor; able to cross the blood-brain barrier. Also available as part of the NMDA Receptor - Glycine Site Tocriset. S-enantiomer (Cat. No. 0282) available.	Pullan et al (1990) Stereoselectivity for the (R)-enantiomer of HA-966 (1-hydroxy-3-aminopyrrolidone-2) at the glycine site of the N-methyl-D-aspartate receptor complex. J.Neurochem. 55 1346. PMID:1975835. Pullan et al (1991) Agonist-like character of the (R) enantiomer of 1-hydroxy-3-amino-pyrrolid-2-one (HA-966). Eur.J.Pharmacol. 208 25. PMID:1834473. Kemp and Priestley (1991) Effects of (+)-HA-966 and 7-chlorokynurenic acid on the kinetics of N-methyl-D-aspartate receptor agonist responses in cat cultured cortical neurons. Mol.Pharmacol. 39 666. PMID:1674587.	Small Molecule	Sold with the permission of Merck Sharp and Dohme Ltd.	http://www.tocris.com/dispprod.php?ItemId=1437				Sep-1994
