OTC_ID	UNII	OTC_Ingredient	OTC_Monograph	OTC_Status	OTC_Ref_Text	OTC_URL
131	BPF36H1G6S	chlorhydroxyquinoline (cloxyquin)	acne	Previously Marketed	21 CFR 310.545(a)(1)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
132	LJ25TI0CVT	chloroxylenol	acne	Previously Marketed	21 CFR 310.545(a)(1)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
133	BPF36H1G6S	cloxyquin (chlorhydroxyquinoline)	acne	Previously Marketed	21 CFR 310.545(a)(1)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
134	R533ESO2EC	coal tar	acne	Previously Marketed	21 CFR 310.545(a)(1)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
135	Z3D4AJ1R48	dibenzothiophene	acne	Previously Marketed	21 CFR 310.545(a)(1)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
136	2DI9HA706A	estrone	acne	Previously Marketed	21 CFR 310.545(a)(1)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
137	6M2P64V0NC	magnesium aluminum silicate	acne	Previously Marketed	21 CFR 310.545(a)(1)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
138	DE08037SAB	magnesium sulfate	acne	Previously Marketed	21 CFR 310.545(a)(1)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
139	339NCG44TV	phenol	acne	Previously Marketed	21 CFR 310.545(a)(1)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
140	4NC0T56V35	phenolate sodium	acne	Previously Marketed	21 CFR 310.545(a)(1)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
141	28A37T47QO	phenyl salicylate	acne	Previously Marketed	21 CFR 310.545(a)(1)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
142	85H0HZU99M	povidone-iodine	acne	Previously Marketed	21 CFR 310.545(a)(1)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
143	R35D29L3ZA	pyrilamine maleate	acne	Previously Marketed	21 CFR 310.545(a)(1)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
144	YUL4LO94HK	resorcinol (as single ingredient only)	acne	Previously Marketed	21 CFR 310.545(a)(1)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
145	YUL4LO94HK	resorcinol monoacetate (as single ingredient only)	acne	Previously Marketed	21 CFR 310.545(a)(1)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
146	O414PZ4LPZ	salicylic acid (over 2 up to 5%)	acne	Previously Marketed	21 CFR 310.545(a)(1)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
147	91MBZ8H3QO	sodium borate	acne	Previously Marketed	21 CFR 310.545(a)(1)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
148	HX1032V43M	sodium thiosulfate	acne	Previously Marketed	21 CFR 310.545(a)(1)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
149	5NF5D4OPCI	tetracaine hydrochloride	acne	Previously Marketed	21 CFR 310.545(a)(1)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
150	3J50XA376E	thymol	acne	Previously Marketed	21 CFR 310.545(a)(1)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
151	H4N855PNZ1	vitamin E	acne	Previously Marketed	21 CFR 310.545(a)(1)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
152	SOI2LOH54Z	zinc oxide	acne	Previously Marketed	21 CFR 310.545(a)(1)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
153	H92E6QA4FV	zinc stearate	acne	Previously Marketed	21 CFR 310.545(a)(1)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
154	89DS0H96TB	zinc sulfide	acne	Previously Marketed	21 CFR 310.545(a)(1)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
155		calcium sucrose phosphate	anticaries	Previously Marketed	21 CFR 310.545(a)(2)(ii)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
156	O7TSZ97GEP	dicalcium phosphate dihydrate	anticaries	Previously Marketed	21 CFR 310.545(a)(2)(ii)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
157	22ADO53M6F	disodium hydrogen phosphate	anticaries	Previously Marketed	21 CFR 310.545(a)(2)(ii)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
158	RGL5YE86CZ	hydrogen fluoride	anticaries	Previously Marketed	21 CFR 310.545(a)(2)(i)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
159	E4GA8884NN	phosphoric acid	anticaries	Previously Marketed	21 CFR 310.545(a)(2)(ii)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
160	45P3261C7T	sodium carbonate	anticaries	Previously Marketed	21 CFR 310.545(a)(2)(i)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
161	3980JIH2SW	sodium dihydrogen phosphate	anticaries	Previously Marketed	21 CFR 310.545(a)(2)(ii)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
162	593YOG76RN	sodium dihydrogen phosphate monohydrate	anticaries	Previously Marketed	21 CFR 310.545(a)(2)(ii)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
163	C810JCZ56Q	sodium monofluorophosphate	anticaries	Previously Marketed	21 CFR 310.545(a)(2)(i)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
164	SE337SVY37	sodium phosphate	anticaries	Previously Marketed	21 CFR 310.545(a)(2)(i)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
165	SE337SVY37	sodium phosphate, dibasic	anticaries	Previously Marketed	21 CFR 310.545(a)(2)(ii)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
166	U6V729APAM	attapulgite, activated	antidiarrheal	Previously Marketed	21 CFR 310.545(a)(3)(ii)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
167	YIW503MI7V	bismuth subnitrate	antidiarrheal	Previously Marketed	21 CFR 310.545(a)(3)(ii)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
168	PF5DZW74VN	calcium hydroxide	antidiarrheal	Previously Marketed	21 CFR 310.545(a)(3)(ii)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
169	8F049NKY49	calcium polycarbophil	antidiarrheal	Previously Marketed	21 CFR 310.545(a)(3)(ii)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
170	2P3VWU3H10	charcoal (activated)	antidiarrheal	Previously Marketed	21 CFR 310.545(a)(3)(ii)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
171	89NA02M4RX	pectin	antidiarrheal	Previously Marketed	21 CFR 310.545(a)(3)(ii)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
172		polycarbophil	antidiarrheal	Previously Marketed	21 CFR 310.545(a)(3)(ii)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
173	BQN1B9B9HA	potassium carbonate	antidiarrheal	Previously Marketed	21 CFR 310.545(a)(3)(ii)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
174	G280W4MW6E	rhubarb fluidextract	antidiarrheal	Previously Marketed	21 CFR 310.545(a)(3)(ii)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
175	5QB0T2IUN0	aluminum hydroxide	antidiarrheal	Previously Marketed	21 CFR 310.545(a)(3)(i)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
176	03J5ZE7KA5	atropine sulfate	antidiarrheal	Previously Marketed	21 CFR 310.545(a)(3)(i)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
177	H0G9379FGK	calcium carbonate precipitated	antidiarrheal	Previously Marketed	21 CFR 310.545(a)(3)(i)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
178	K679OBS311	carboxymethylcellulose sodium	antidiarrheal	Previously Marketed	21 CFR 310.545(a)(3)(i)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
179	TE7660XO1C	glycine	antidiarrheal	Previously Marketed	21 CFR 310.545(a)(3)(i)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
180	68JRS2HC1C	homatropine methylbromide	antidiarrheal	Previously Marketed	21 CFR 310.545(a)(3)(i)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
181	F2R8V82B84	hyoscyamine sulfate	antidiarrheal	Previously Marketed	21 CFR 310.545(a)(3)(i)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
182	1PRR1V42V5	Lactobacillus acidophilis	antidiarrheal	Previously Marketed	21 CFR 310.545(a)(3)(i)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
183	HU1W4L947H	Lactobacillus bulgaricus	antidiarrheal	Previously Marketed	21 CFR 310.545(a)(3)(i)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
184	37M3MZ001L	Opium powder	antidiarrheal	Previously Marketed	21 CFR 310.545(a)(3)(i)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
185	37M3MZ001L	Opium tincture	antidiarrheal	Previously Marketed	21 CFR 310.545(a)(3)(i)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
186		paregoric	antidiarrheal	Previously Marketed	21 CFR 310.545(a)(3)(i)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
187	28A37T47QO	phenyl salicylate (salo)	antidiarrheal	Previously Marketed	21 CFR 310.545(a)(3)(i)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
188	451IFR0GXB	scopolamine hydrobromide	antidiarrheal	Previously Marketed	21 CFR 310.545(a)(3)(i)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
189	4O71YT5YB5	zinc phenolsulfonate	antidiarrheal	Previously Marketed	21 CFR 310.545(a)(3)(i)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
190	1L24V9R23S	alum, potassium	antiperspirant	Previously Marketed	21 CFR 310.545(a)(4)(i)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
191		aluminum bromohydrate	antiperspirant	Previously Marketed	21 CFR 310.545(a)(4)(i)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
192	LIF1N9568Y	aluminum chloride (alcoholic solutions)	antiperspirant	Previously Marketed	21 CFR 310.545(a)(4)(i)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
193	LIF1N9568Y	aluminum chloride (aqueous solution) (aerosol only)	antiperspirant	Previously Marketed	21 CFR 310.545(a)(4)(i)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
194	34S289N54E	aluminum sulfate	antiperspirant	Previously Marketed	21 CFR 310.545(a)(4)(i)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
195		aluminum sulfate buffered w/ sodium aluminum lactate	antiperspirant	Previously Marketed	21 CFR 310.545(a)(4)(ii)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
196		aluminum sulfate, buffered (aerosol only)	antiperspirant	Previously Marketed	21 CFR 310.545(a)(4)(i)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
197	CXZ70G71TW	sodium aluminum chlorohydroxy lactate	antiperspirant	Previously Marketed	21 CFR 310.545(a)(4)(i)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
198	LT10EIP3A	menthol (mouthwash)	cough/cold:antihistamine	Previously Marketed	21 CFR 310.545(a)(6)(ii)(A)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
199	KJ5I25TXYL	methapyrilene fumarate	cough/cold:antihistamine	Previously Marketed	21 CFR 310.545(a)(6)(i)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
200	00S42N58OM	methapyrilene hydrochloride	cough/cold:antihistamine	Previously Marketed	21 CFR 310.545(a)(6)(i)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
201	V95R5KMY2B	peppermint oil (mouthwash)	cough/cold:antihistamine	Previously Marketed	21 CFR 310.545(a)(6)(ii)(A)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
202	8UE48MJH8M	phenyltoloxamine dihydrogen citrate	cough/cold:antihistamine	Previously Marketed	21 CFR 310.545(a)(6)(i)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
203	56O4H6ZT2K	phenyltoloxamine hydrochloride	cough/cold:antihistamine	Previously Marketed	21 CFR 310.545(a)(6)(i)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
204	7ZQC1892H9	thenyldiamine hydrochloride	cough/cold:antihistamine	Previously Marketed	21 CFR 310.545(a)(6)(i)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
205	27Y3KJK423	aminophylline	cough/cold:bronchodilator	Previously Marketed	21 CFR 310.545(a)(6)(iv)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
206	WQZ3G9PF0H	belladonna alkaloids	cough/cold:bronchodilator	Previously Marketed	21 CFR 310.545(a)(6)(iv)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
207	L13YF113GN	euphorbia pilulifera	cough/cold:bronchodilator	Previously Marketed	21 CFR 310.545(a)(6)(iv)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
208	GJ20H50YF0	metaproterenol sulfate	cough/cold:bronchodilator	Previously Marketed	21 CFR 310.545(a)(6)(iv)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
209	52V8BVV7FX	methoxyphenamine hydrochloride	cough/cold:bronchodilator	Previously Marketed	21 CFR 310.545(a)(6)(iv)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
210	6V9V2RYJ8N	pseudoephedrine hydrochloride	cough/cold:bronchodilator	Previously Marketed	21 CFR 310.545(a)(6)(iv)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
211	Y9DL7QPE6B	pseudoephedrine sulfate	cough/cold:bronchodilator	Previously Marketed	21 CFR 310.545(a)(6)(iv)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
212	C137DTR5RG	theophylline (in combination)	cough/cold:bronchodilator	Previously Marketed	21 CFR 310.545(a)(6)(iv)(B)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
213	VWZ980637N	theophylline calcium salicylate	cough/cold:bronchodilator	Previously Marketed	21 CFR 310.545(a)(6)(iv)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
214	2S36N8T753	theophylline sodium glycinate	cough/cold:bronchodilator	Previously Marketed	21 CFR 310.545(a)(6)(iv)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
215	0I55128JYK	theophylline, anhydrous	cough/cold:bronchodilator	Previously Marketed	21 CFR 310.545(a)(6)(iv)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
216	R0JB3224WS	ammonium chloride	cough/cold:expectorant	Previously Marketed	21 CFR 310.545(a)(6)(iii)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
217	DL6OZ476V3	antimony potassium tartrate	cough/cold:expectorant	Previously Marketed	21 CFR 310.545(a)(6)(iii)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
218	3JYG22FD73	beachwood creosote	cough/cold:expectorant	Previously Marketed	21 CFR 310.545(a)(6)(iii)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
219	L7J6A1NE81	benzoin preparations (compound tincture of benzoin, tincture of benzoin)	cough/cold:expectorant	Previously Marketed	21 CFR 310.545(a)(6)(iii)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
220	5TJD82A1ET	camphor	cough/cold:expectorant	Previously Marketed	21 CFR 310.545(a)(6)(iii)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
221	7V31YC746X	chloroform	cough/cold:expectorant	Previously Marketed	21 CFR 310.545(a)(6)(iii)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
222	2R04ONI662	eucalyptol/eucalyptus oil	cough/cold:expectorant	Previously Marketed	21 CFR 310.545(a)(6)(iii)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
223	7A72MUN24Z	horehound	cough/cold:expectorant	Previously Marketed	21 CFR 310.545(a)(6)(iii)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
224		iodides (calcium iodide anyhydrous, hydroidic acid syrup, iodized lime, potassium iodide)	cough/cold:expectorant	Previously Marketed	21 CFR 310.545(a)(6)(iii)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
225	62I3C8233L	ipecac	cough/cold:expectorant	Previously Marketed	21 CFR 310.545(a)(6)(iii)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
226	62I3C8233L	ipecac fluidextract	cough/cold:expectorant	Previously Marketed	21 CFR 310.545(a)(6)(iii)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
227	62I3C8233L	ipecac syrup	cough/cold:expectorant	Previously Marketed	21 CFR 310.545(a)(6)(iii)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
228		menthol/peppermint oil	cough/cold:expectorant	Previously Marketed	21 CFR 310.545(a)(6)(iii)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
229	YFH4WC535J	pine tar preparations (extract white pine compound, pine tar, syrup of pine tar, compound white pine syrup, white pine)	cough/cold:expectorant	Previously Marketed	21 CFR 310.545(a)(6)(iii)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
230	TTK33Z47F1	potassium guaiacolsulfonate	cough/cold:expectorant	Previously Marketed	21 CFR 310.545(a)(6)(iii)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
231	1Q73Q2JULR	sodium citrate	cough/cold:expectorant	Previously Marketed	21 CFR 310.545(a)(6)(iii)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
232	3629601H5D	squill preparations (squill, squill extract)	cough/cold:expectorant	Previously Marketed	21 CFR 310.545(a)(6)(iii)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
233		terpin hydrate prearations (terpin hydrate, terpin hydrate elixer)	cough/cold:expectorant	Previously Marketed	21 CFR 310.545(a)(6)(iii)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
234	TD2LE91MBE	tolu preparations (tolu, tolu balsalm, tolu balsalm tincture)	cough/cold:expectorant	Previously Marketed	21 CFR 310.545(a)(6)(iii)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
235	XJ6RUH0O4G	turpentine oil (spirits of turpentine)	cough/cold:expectorant	Previously Marketed	21 CFR 310.545(a)(6)(iii)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
236	BN34FX42G3	allyl isothiocyanate	cough/cold:nasal decongestant	Previously Marketed	21 CFR 310.545(a)(6)(ii)(A)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
237		bornyl acetate (topical)	cough/cold:nasal decongestant	Previously Marketed	21 CFR 310.545(a)(6)(ii)(B)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
238	5TJD82A1ET	camphor (lozenge)	cough/cold:nasal decongestant	Previously Marketed	21 CFR 310.545(a)(6)(ii)(A)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
239	BJ169U4NLG	cedar leaf oil (topical)	cough/cold:nasal decongestant	Previously Marketed	21 CFR 310.545(a)(6)(ii)(B)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
240	3JYG22FD73	creosote, beechwood (oral)	cough/cold:nasal decongestant	Previously Marketed	21 CFR 310.545(a)(6)(ii)(A)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
241	3JYG22FD73	creosote, beechwood (topical)	cough/cold:nasal decongestant	Previously Marketed	21 CFR 310.545(a)(6)(ii)(B)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
242	GN83C131XS	ephedrine (oral)	cough/cold:nasal decongestant	Previously Marketed	21 CFR 310.545(a)(6)(ii)(B)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
243	NLJ6390P1Z	ephedrine hydrochloride (oral)	cough/cold:nasal decongestant	Previously Marketed	21 CFR 310.545(a)(6)(ii)(B)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml
