UNII	Approval_Year	Date	Date_Method	App_Type	App_No	Sponsor	Product	Url	active	Comment
BZ114NVM5P	1987	12/23/1987	Drugs@FDA	NDA	019297	EMD SERONO	NOVANTRONE	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=019297	true	019297/003
00WNZ48OR9	1945	12/31/1945	DeHaen 1940-1975 NMEs			Rystan	Chloresium		false	Chloresium (1945) Rystan
03V657ZD3V	1986	10/31/1986	Drugs@FDA	NDA	019193	METHAPHARM	PROVOCHOLINE	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=019193	true	019193/002
P2K93U8740	1991	04/18/1991	Drugs@FDA	NDA	020038	GENZYME CORP	FLUDARA	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020038	true	020038/001
P9G3CKZ4P5	1989	06/23/1989	Drugs@FDA	NDA	019661	ROCHE PALO	CYTOVENE	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=019661	true	019661/001
99TB643425	1936	12/31/1936	https://archive.org/details/newnonofficialre39coun			Ohio Chem. & Manu. Co.			false	 (1936) Ohio Chem. & Manu. Co.
YZI5105V0L	1989	11/30/1989	Drugs@FDA	NDA	019698	ROCHE PALO	TORADOL	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=019698	true	019698/002
NGO10K751P	2015	09/22/2015	Drugs@FDA	NDA	207981	TAIHO ONCOLOGY	LONSURF	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=207981	true	207981/002
U5N7SU872W	1982	08/02/1982	Drugs@FDA	NDA	018613	TARO PHARM INDS LTD	OVIDE	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018613	true	018613/001
JI8Z5M7NA3	1934	12/31/1934	OB NME Appendix 1950-1993	NDA	011679	ABBOTT	PENTOTHAL	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=011679	true	011679/001
73K4184T59	1954	11/16/1954	Drugs@FDA	NDA	009330	COVIS PHARMA BV	LANOXIN PEDIATRIC	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=009330	true	009330/004
794PGL549S	2012	12/14/2012	Drugs@FDA	BLA	125349	HUMAN GENOME SCIENCES INC.	RAXIBACUMAB	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=125349	true	125349/001
6L3XT8CB3I	1992	06/19/1992	Drugs@FDA	NDA	020199	ROCHE	HIVID	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020199	true	020199/002
T18F433X4S	1957	07/26/1957	Drugs@FDA	NDA	012728	ORTHO MCNEIL PHARM	ORTHO-NOVUM 2-21	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=012728	true	012728/005
A8910SQJ1U	2004	11/19/2004	Drugs@FDA	NDA	021518	ASTELLAS	VESICARE	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021518	true	021518/002
YL5FZ2Y5U1	1953	12/07/1953	Drugs@FDA	NDA	008085	DAVA PHARMS INC	METHOTREXATE SODIUM	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=008085	true	008085/002
D2UX06XLB5	2013	02/08/2013	Drugs@FDA	NDA	204026	CELGENE	POMALYST	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=204026	true	204026/004
83619PEU5T	1997	07/01/1997	Drugs@FDA	NDA	020667	BOEHRINGER INGELHEIM	MIRAPEX	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020667	true	020667/007
6V5034L121	1951	08/31/1951	OB NME Appendix 1950-1985	NDA	008102	SANOFI AVENTIS US	TACE	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=008102	true	008102/004
7F465U79Q1	1996	08/26/1996	Drugs@FDA	NDA	020532	STAND HOMEOPATH	IVY BLOCK	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020532	true	020532/001
6413W06WR3	2000	09/20/2000	Drugs@FDA	NDA	021149	EMD SERONO	OVIDREL	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021149	true	021149/002
DZ7P3IE35F	1958	06/25/1958	OB NME Appendix 1950-1993	NDA	011340	Purdue Frederick	Kerid		false	011340 Kerid (1958) Purdue Frederick
O26FZP769L	1977	09/30/1977	Drugs@FDA	NDA	017794	BAUSCH	ATIVAN	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=017794	true	017794/003
XHX3C3X673	1957	12/31/1957	DeHaen 1940-1975 NMEs			Ayerst	Enzactin		false	Enzactin (1957) Ayerst
1W6L629B4K	1964	07/23/1964	OB NME Appendix 1950-1985	NDA	014243	Stuart	Uval		false	014243 Uval (1964) Stuart
WRE554RFEZ	1994	03/17/1994	Drugs@FDA	NDA	020214	ORGANON USA INC	ZEMURON	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020214	true	020214/003
TL2TJE8QTX	1949	12/31/1949	DeHaen 1940-1975 NMEs			Robins	Pabalate		false	Pabalate (1949) Robins
H36Z0FHR8K	2010	10/29/2010	Drugs@FDA	NDA	200327	ALLERGAN SALES LLC	TEFLARO	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=200327	true	200327/002
9B8SN90ODH	1948	12/31/1948	DeHaen 1940-1975 NMEs			Abbott	Pentaquine Phosphate		false	Pentaquine Phosphate (1948) Abbott
TLM2976OFR	1953	02/20/1953	Drugs@FDA	NDA	008809	HOSPIRA	M.V.I.-12 ADULT	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=008809	true	008809/005
G1JO7801AE	2015	03/17/2015	Drugs@FDA	NDA	205750	RTRX	CHOLBAM	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=205750	true	205750/002
3GQ9E911BI	1946	12/31/1946	DeHaen 1940-1975 NMEs			Smith Kline & French	Oralator		false	Oralator (1946) Smith Kline & French
YW8HJ0N26X	1969	11/21/1969	Drugs@FDA	NDA	016807	ALLERGAN SALES LLC	THYROLAR-5	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=016807	true	016807/006
73R90F7MQ8	1950	12/31/1950	DeHaen 1940-1975 NMEs			National (MerrellNational)	Natolone		false	Natolone (1950) National (MerrellNational)
JFU09I87TR	2002	05/24/2002	Drugs@FDA	NDA	021267	PF PRISM CV	VFEND	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021267	true	021267/001
P41PML4GHR	1988	04/12/1988	Drugs@FDA	NDA	019508	SMITHKLINE BEECHAM	AXID	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=019508	true	019508/002
AE221IM3BB	2018	01/26/2018	Drugs@FDA	NDA	208700	AAA USA INC	LUTATHERA	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=208700	true	208700/001
WP58SVM6R4	2003	04/30/2003	Drugs@FDA	BLA	125058	BIOMARIN	ALDURAZYME	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=125058	true	125058/001
5S0W860XNR	1999	04/15/1999	Drugs@FDA	NDA	021039	GLAXOSMITHKLINE	AGENERASE	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021039	true	021039/001
724L30Y2QR	1987	12/31/1987	Drugs@FDA	NDA	019594	ALLERGAN SALES LLC	ACTIGALL	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=019594	true	019594/002
8RW88Y506K	2018	02/12/2018	Drugs@FDA	NDA	210491	VERTEX PHARMS INC	SYMDEKO (COPACKAGED)	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=210491	true	210491/001
21G72T1950	2009	05/19/2009	Drugs@FDA	NDA	022275	OTSUKA AMERICA PHARM	SAMSCA	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022275	true	022275/003
IHS69L0Y4T	1973	10/04/1973	Drugs@FDA	NDA	050461	GLAXOSMITHKLINE	ANCEF	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=050461	true	050461/005
15C2VL427D	2011	11/18/2011	Drugs@FDA	BLA	125387	REGENERON PHARMACEUTICALS	EYLEA	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=125387	true	125387/001
9G1OE216XY	2000	07/25/2000	Drugs@FDA	NDA	020941	GLAXOSMITHKLINE	ABREVA	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020941	true	020941/001
2P2V9Q0E78	1949	12/31/1949	DeHaen 1940-1975 NMEs			Schering	Solganal		false	Solganal (1949) Schering
LMK22VUH23	1980	06/13/1980	Drugs@FDA	NDA	018067	LILLY	CINOBAC	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018067	true	018067/002
88C55N56UU	1981	05/29/1981	OB NME Appendix 1950-1985	NDA	018290	FERRING	SECRETIN-FERRING	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018290	true	018290/001
K4MZ02M175	1966	06/07/1966	DeHaen 1940-1975 NMEs			Mead Johnson	Oracon		false	Oracon (1966) Mead Johnson
QIC03ANI02	1994	06/29/1994	Drugs@FDA	NDA	020363	NOVARTIS	FAMVIR	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020363	true	020363/003
T3CHA1B51H	1885	12/31/1885	https://books.google.com/books?id=Cb6BOkj9fK4C&lpg=PA126&ots=NPafI1BddW&dq=phenazone%20%20discovery&pg=PA126#v=onepage&q=phenazone%20%20discovery&f=false				Antipyrine		false	Antipyrine (1885) 
2GT1D0TMX1	1990	06/19/1990	Drugs@FDA	NDA	019753	SHIRE	ETHMOZINE	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=019753	true	019753/003
6AQ1Y404U7	2015	06/22/2015	Drugs@FDA	NDA	204958	CHIESI USA INC	KENGREAL	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=204958	true	204958/001
M89N0Q7EQR	1992	05/05/1992	Drugs@FDA	BLA	103293	CHIRON	PROLEUKIN	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=103293	true	103293/001
ISP4442I3Y	2018	05/31/2018	Drugs@FDA	NDA	207924	ELI LILLY AND CO	OLUMIANT	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=207924	true	207924/001
030Y90569U	2007	12/17/2007	Drugs@FDA	NDA	021742	ALLERGAN SALES LLC	BYSTOLIC	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021742	true	021742/005
W8O17SJF3T	2003	10/16/2003	Drugs@FDA	NDA	021487	ALLERGAN SALES LLC	NAMENDA	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021487	true	021487/002
OYY3447OMC	1991	10/31/1991	Drugs@FDA	NDA	020036	NOVARTIS	AREDIA	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020036	true	020036/004
QGC8W08I6I	1964	12/23/1964	Drugs@FDA	NDA	013378	LILLY	DYMELOR	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=013378	true	013378/002
668Z8C33LU	1997	12/22/1997	Drugs@FDA	NDA	020741	GEMINI LABS LLC	PRANDIN	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020741	true	020741/003
NG99554ANW	2008	02/29/2008	Drugs@FDA	NDA	021992	PF PRISM CV	PRISTIQ	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021992	true	021992/003
7C546U4DEN	1982	04/19/1982	Drugs@FDA	NDA	018445	MERCK	DOLOBID	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018445	true	018445/002
HW3H7D91F6	1990	03/21/1990	Drugs@FDA	NDA	019818	LEADIANT BIOSCI INC	ADAGEN	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=019818	true	019818/001
36B82AMQ7N	1971	04/13/1971	Drugs@FDA	NDA	016636	ADAPT	NARCAN	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=016636	true	016636/003
8MYC33932O	1960	12/31/1960	Drugs@FDA	NDA	020580	ORGANON USA INC	COTAZYM	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020580	true	020580/001
3899510F8M	1950	12/31/1950	DeHaen 1940-1975 NMEs			White (Schering)	Gitaligin		false	Gitaligin (1950) White (Schering)
E47C0NF7LV	1993	03/29/1993	Drugs@FDA	NDA	020164	SANOFI AVENTIS US	LOVENOX	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020164	true	020164/009
GGX234SI5H	1998	05/14/1998	Drugs@FDA	NDA	020913	MEDICURE	AGGRASTAT	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020913	true	020913/003
Q40X8H422O	1962	12/31/1962	Drugs@FDA	ANDA	085998	ACTAVIS LLC	HYDROXOCOBALAMIN	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=085998	true	085998/001
ARX5AJ985I	1987	08/14/1987	Drugs@FDA	NDA	019763	BAXTER HLTHCARE	IFEX/MESNEX KIT	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=019763	true	019763/004
29Z5DNL48C	2016	03/18/2016	Drugs@FDA	BLA	125509	ELUSYS THERAPEUTICS INC	ANTHIM	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=125509	true	125509/001
Y4907O6MFD	2014	04/17/2014	Drugs@FDA	NDA	204485	PAR STERILE PRODUCTS	VASOSTRICT	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=204485	true	204485/002
4RII332O0R	1978	07/25/1978	Drugs@FDA	NDA	017903	BRACCO	RENOVUE-DIP	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=017903	true	017903/001
F85N2YHE4E	2014	05/05/2014	Drugs@FDA	NDA	205060	ASTRAZENECA PHARMS	EPANOVA	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=205060	true	205060/001
WJ68R08KX9	2001	03/16/2001	Drugs@FDA	NDA	021257	ALCON PHARMS LTD	TRAVATAN	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021257	true	021257/001
5QZO15J2Z8	1986	10/15/1986	Drugs@FDA	NDA	019462	VALEANT PHARMS NORTH	PEPCID	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=019462	true	019462/002
BOD072YW0F	1964	12/29/1964	Drugs@FDA	NDA	050317	PHARMACIA AND UPJOHN	LINCOCIN	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=050317	true	050317/001
4340A7X1C2	1930	12/31/1930	https://archive.org/details/syntheticorganic1930unit				Di-Hydronol		false	Di-Hydronol (1930) 
DL5J0B8VSS	2018	07/20/2018	Drugs@FDA	NDA	210795	GLAXOSMITHKLINE	KRINTAFEL	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=210795	true	210795/001
16FL47B687	1989	12/07/1989	OrangeBook	NDA	019580	BAYER HLTHCARE	OSMOVIST 240	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=019580	true	019580/002
C045TQL4WP	1959	05/04/1959	Drugs@FDA	NDA	011613	UCB INC	IONAMIN	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=011613	true	011613/004
D99YVK4L0X	2014	04/21/2014	Drugs@FDA	BLA	125477	ELI LILLY AND CO	CYRAMZA	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=125477	true	125477/002
2U1W68TROF	1980	12/01/1980	Drugs@FDA	NDA	017543	NOVARTIS	LUDIOMIL	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=017543	true	017543/003
7H6TM3CT4L	1964	07/21/1964	Drugs@FDA	NDA	013718	GEMINI LABS LLC	OXANDRIN	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=013718	true	013718/002
134FM9ZZ6M	1948	12/31/1948	Drugs@FDA	NDA	020226	ALCON	NAPHCON-A	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020226	true	020226/001
0K5C5T2QPG	1995	05/10/1995	Drugs@FDA	NDA	020406	TAKEDA PHARMS USA	PREVACID	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020406	true	020406/002
82WI2L7Q6E	1997	09/11/1997	Drugs@FDA	NDA	020624	US PHARM HOLDINGS	ANZEMET	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020624	true	020624/003
NUV44L116D	1989	12/29/1989	Drugs@FDA	NDA	019906	SPECGX LLC	ANAFRANIL	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=019906	true	019906/003
TZ7V40X7VX	1973	11/27/1973	Drugs@FDA	NDA	017386	LANNETT CO INC	ZAROXOLYN	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=017386	true	017386/003
MG4KI49HHJ	1981	02/18/1981	Drugs@FDA	NDA	018321	CURIUM	TECHNESCAN	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018321	true	018321/001
NDU3J18APO	2015	01/08/2015	Drugs@FDA	NDA	206316	DAIICHI SANKYO INC	SAVAYSA	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=206316	true	206316/003
40GP35YQ49	1939	08/17/1939	Drugs@FDA	NDA	001104	ORGANON USA INC	DOCA	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=001104	true	001104/001
6K9YKD48Y4	1948	12/31/1948	DeHaen 1940-1975 NMEs			Nepera (Warner/ Chilcolt)	Neohetramine HCl		false	Neohetramine HCl (1948) Nepera (Warner/ Chilcolt)
26F82J214N	1950	12/31/1950	DeHaen 1940-1975 NMEs			Abbott	Sylamin Cream		false	Sylamin Cream (1950) Abbott
5D06587D6R	2003	07/25/2003	Drugs@FDA	NDA	021372	HELSINN HLTHCARE	ALOXI	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021372	true	021372/002
RUM6K67ESG	1901	07/05/1901	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=21272	NDA	021272	UNITED THERAP	REMODULIN	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021272	true	021272/001
9C8C4SBN10	1954	12/31/1954	DeHaen 1940-1975 NMEs			Massengill	Gallogen		false	Gallogen (1954) Massengill
WTT295HSY5	2014	09/18/2014	Drugs@FDA	BLA	125469	ELI LILLY AND CO	TRULICITY	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=125469	true	125469/002
22VKV8053U	2007	10/12/2007	Drugs@FDA	NDA	022145	MERCK SHARP DOHME	ISENTRESS HD	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022145	true	022145/002
7610629RVH	1960	12/31/1960	DeHaen 1940-1975 NMEs			Ayerst	Timovan		false	Timovan (1960) Ayerst
GDW7M2P1IS	2018	05/21/2018	Drugs@FDA	NDA	210238	AKARX INC	DOPTELET	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=210238	true	210238/001
3U02EL437C	1970	02/22/1970	Drugs@FDA	NDA	050162	PHARMACIA AND UPJOHN	CLEOCIN HYDROCHLORIDE	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=050162	true	050162/003
I0Q6O6740J	1980	08/29/1980	Drugs@FDA	NDA	018555	ASTRAZENECA	YUTOPAR	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018555	true	018555/001
SY7Q814VUP	1974	04/30/1974	Drugs@FDA	NDA	017506	GE HEALTHCARE	ISOPAQUE 280	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=017506	true	017506/001
6YE7PBM15H	1996	09/06/1996	Drugs@FDA	NDA	019815	SHIRE LLC	PROAMATINE	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=019815	true	019815/003
R3W57OBQ5W	1952	06/20/1952	OB NME Appendix 1950-1985	NDA	008107	Lederle	Leucovorin		false	008107 Leucovorin (1952) Lederle
5XE4NWM740	1970	02/27/1970	Drugs@FDA	NDA	016775	NOVARTIS	SERENTIL	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=016775	true	016775/001
2302768XJ8	2014	12/19/2014	Drugs@FDA	NDA	206619	ABBVIE INC	VIEKIRA PAK (COPACKAGED)	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=206619	true	206619/001
87T4T8BO2E	2007	05/09/2007	Drugs@FDA	NDA	021829	UCB INC	NEUPRO	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021829	true	021829/006
6315412YVF	2017	06/19/2017	Drugs@FDA	NDA	208611	MELINTA	BAXDELA	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=208611	true	208611/001
5L0HB4V1EW	2010	03/18/2010	Drugs@FDA	NDA	022562	RECORDATI RARE	CARBAGLU	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022562	true	022562/001
6AI06C00GW	1996	11/27/1996	Drugs@FDA	NDA	020397	COVIS PHARMA BV	ZANAFLEX	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020397	true	020397/002
R581OT55EA	2010	09/14/2010	Drugs@FDA	BLA	125293	HORIZON PHARMA	KRYSTEXXA	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=125293	true	125293/001
RCS9EQ01V4	2014	08/25/2014	Drugs@FDA	NDA	200656	FRESENIUS KABI USA	KABIVEN IN PLASTIC CONTAINER	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=200656	true	200656/007
08GY9K1EUO	2002	07/12/2002	Drugs@FDA	BLA	103946	SANOFI SYNTHELABO	ELITEK	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=103946	true	103946/001
4M4WE5N2GE	1972	02/24/1972	Drugs@FDA	NDA	017042	GE HEALTHCARE	FLUORINE F-18	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=017042	true	017042/001
7I64C51O16	2004	12/28/2004	Drugs@FDA	NDA	021060	TERSERA THERAPS LLC	PRIALT	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021060	true	021060/004
5E7U48495E	2014	04/15/2014	Drugs@FDA	BLA	125431	GLAXOSMITHKLINE LLC	TANZEUM	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=125431	true	125431/001
A0JWA85V8F	1996	12/17/1996	Drugs@FDA	NDA	020702	PFIZER	LIPITOR	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020702	true	020702/004
N3RQ532IUT	1985	12/24/1985	Drugs@FDA	NDA	018972	WYETH PHARMS	CORDARONE	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018972	true	018972/001
G58F8OPL4I	1945	09/12/1945	Drugs@FDA	NDA	005794	ORTHO MCNEIL PHARM	SULTRIN	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=005794	true	005794/002
5ZZ84GCW8B	2001	02/16/2001	Drugs@FDA	NDA	020831	NOVARTIS	FORADIL	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020831	true	020831/001
YQE403BP4D	1912	12/31/1912	https://archive.org/details/newnonofficialre39coun				Luminal		false	Luminal (1912) 
3982TWQ96G	1933	12/31/1933	https://archive.org/details/newnonofficialre39coun				Prostigmin		false	Prostigmin (1933) 
3M7OB98Y7H	1998	03/27/1998	Drugs@FDA	NDA	020895	PFIZER INC	VIAGRA	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020895	true	020895/003
Q80VPU408O	1997	07/11/1997	Drugs@FDA	NDA	020231	COLGATE PALMOLIVE	COLGATE TOTAL	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020231	true	020231/001
