UNII	Ingredient	AppNo	Rx	Status	AppType	Sponsor	Trade Name	Reference	Routes	Ingredients
38X7XS076H	PRALIDOXIME CHLORIDE	039-204	RX	Approved	N	Zoetis Inc.	Protopam	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/039-204	Subcutaneous|Intravenous|Intramuscular	Pralidoxime Chloride
8D5I63UE1Q	PHENYLPROPANOLAMINE HYDROCHLORIDE	141-324	RX	Approved	N	Pegasus Laboratories, Inc.	PROIN® Chewable Tablets	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/141-324	Oral	Phenylpropanolamine hydrochloride
2TB00A1Z7N	CEFPODOXIME PROXETIL	141-232	RX	Approved	N	Zoetis Inc.	Simplicef®	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/141-232	Oral	Cefpodoxime proxetil
	TRIETHANOLAMINE POLYPEPTIDE	012-817	OTC	Voluntarily Withdrawn	N	Perdue Frederick Co.	Cerumenex-V Drops	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/012-817		Triethanolamine Polypeptide
A7002E7T2Z	ETHYLISOBUTRAZINE HYDROCHLORIDE	011-222	RX	Approved	N	Intervet, Inc.	Diquel Tablet	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/011-222	Oral	Ethylisobutrazine Hydrochloride
RUD5Y4SV0S	TRENBOLONE ACETATE	138-612	OTC	Approved	N	Intervet, Inc.	Finaplix®-H	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/138-612	Subcutaneous	Trenbolone Acetate
OW4S2EQU3J	STYRYLPYRIDINIUM CHLORIDE	035-263	RX	Voluntarily Withdrawn	N	Bayer HealthCare LLC, Animal Health Division	Styrid-Caricide Oral Liquid	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/035-263		Diethylcarbamazine Citrate|Styrylpyridinium Chloride
AI9376Y64P	DEXAMETHASONE SODIUM PHOSPHATE	099-604	RX	Approved	N	Bimeda Animal Health Limited	Dex-A-Vet Injection	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/099-604	Intravenous	Dexamethasone Sodium Phosphate
FIG89N8AZY	LEVAMISOLE PHOSPHATE	049-553	OTC	Approved	N	Zoetis Inc.	Ripercol L	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/049-553	Subcutaneous	Levamisole Phosphate
T7D4876IUE	DIHYDROSTREPTOMYCIN SULFATE	055-028	RX	Approved	N	HQ Specialty Pharma Corp.	Quartermaster® Suspension	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/055-028	Intramammary	Dihydrostreptomycin Sulfate|Penicillin G Procaine
	COLLOIDAL FERRIC OXIDE	011-644	OTC	Approved	N	Zoetis Inc.	Felac	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/011-644	Intramuscular	Colloidal Ferric Oxide
X4W7ZR7023	METHYLPREDNISOLONE	011-403	RX	Approved	N	Zoetis Inc.	Medrol® Tablets	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/011-403	Oral	Methylprednisolone
554Z48XN5E	FELIMAZOLE®	141-292	RX	Approved	N	Dechra, Ltd.	Felimazole®	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/141-292	Oral	Felimazole®
81G40H8B0T	VITAMIN A	013-029	OTC	Voluntarily Withdrawn	N	Elanco Animal Health, A Division of Eli Lilly & Co.	Tylan® Plus Vitamins	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/013-029		Vitamin B5|Vitamin B1|Folic Acid|Vitamin A|Vitamin D|Pyridoxine Hydrochloride|Vitamin E|Tylosin|Vitamin B2
H4N855PNZ1	VITAMIN E	012-635	RX	Approved	N	Intervet, Inc.	BO-SE	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/012-635	Intramuscular|Subcutaneous	Vitamin E|Sodium Selenite
9VU1KI44GP	VITAMIN D	013-029	OTC	Voluntarily Withdrawn	N	Elanco Animal Health, A Division of Eli Lilly & Co.	Tylan® Plus Vitamins	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/013-029		Vitamin B5|Vitamin B1|Folic Acid|Vitamin A|Vitamin D|Pyridoxine Hydrochloride|Vitamin E|Tylosin|Vitamin B2
GV54A213NN	TRYPSIN	031-555	OTC	Approved	N	Farnam Companies, Inc.	Trypzyme® Aerosol	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/031-555	Topical	Castor Oil|Balsam Peru Oil|Trypsin
0C1SPQ0FSR	EPSIPRANTEL	140-893	RX	Approved	N	Zoetis Inc.	Cestex®	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/140-893	Oral	Epsiprantel
O9U0F09D5X	DROPERIDOL	030-438	RX	Approved	N	Intervet, Inc.	Innovar®-Vet Injection	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/030-438	Intravenous|Intramuscular	Droperidol|Fentanyl Citrate
V82Q65924L	CRUFOMATE	013-514	OTC	Withdrawn	N	Dow Chemical Co.	Crufomate Liquid (Ruelene Wormer Drench)	http://www.farad.org/vetgram/ProductInfo.asp?byNada=013-514	Oral	crufomate
AL5667FY0W	TYLVALOSIN TARTRATE	141-336	RX	Approved	N	ECO LLC	Aivlosin®	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/141-336	Oral	Tylvalosin tartrate
	COMPETITIVE EXCLUSION CULTURE	141-101	OTC	Withdrawn	N	BioScience Division of Milk Specialties Co.	PREEMPT™	http://www.farad.org/vetgram/ProductInfo.asp?byNada=141-101	Topical	competitive exclusion culture
66974FR9Q1	CHLORAMPHENICOL	055-002	RX	Approved	N	Cronus Pharma Specialities India Private Limited	Tevcocin	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/055-002	Intravenous|Intramuscular	Chloramphenicol
Q2RH0XR1MB	PIPEROCAINE HYDROCHLORIDE	040-123	RX	Voluntarily Withdrawn	N	Elanco Animal Health, A Division of Eli Lilly & Co.	Toptic Ointment (15 g)	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/040-123		Iodochlorhydroxyquin|Cephalonium|Polymyxin B Sulfate|Piperocaine Hydrochloride|Flumethasone
8Y3JK0JW3U	FLUNIXIN MEGLUMINE	101-479	RX	Approved	N	Intervet, Inc.	Banamine® 	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/101-479	Intravenous|Intramuscular	Flunixin Meglumine
021SEF3731	ALBUTEROL SULFATE	141-180	RX	Approved	N	Boehringer Ingelheim Vetmedica, Inc.	Torpex™	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/141-180	Inhalation	Albuterol Sulfate
W46JY43EJR	SILVER SULFADIAZINE	141-176	RX	Approved	N	Bayer HealthCare LLC, Animal Health Division	Baytril® Otic	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/141-176	Topical	Enrofloxacin|Silver sulfadiazine
68Y4CF58BV	PYRIDOXINE HYDROCHLORIDE	013-029	OTC	Voluntarily Withdrawn	N	Elanco Animal Health, A Division of Eli Lilly & Co.	Tylan® Plus Vitamins	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/013-029		Vitamin B5|Vitamin B1|Folic Acid|Vitamin A|Vitamin D|Pyridoxine Hydrochloride|Vitamin E|Tylosin|Vitamin B2
431LFF7I7J	CEPHAPIRIN SODIUM	097-222	OTC	Approved	N	Boehringer Ingelheim Vetmedica, Inc.	Cefa-Lak®	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/097-222	Intramammary	Cephapirin Sodium
02KSI6Z9AK	THYROID STIMULATING HORMONE	011-893	RX	Approved	N	Intervet, Inc.	Dermathycin Injectable	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/011-893	Subcutaneous	Thyroid Stimulating Hormone
KW75J7708X	ARSENAMIDE SODIUM	006-623	RX	Approved	N	Merial, Inc.	Caparsolate Sodium	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/006-623	Intravenous	Arsenamide Sodium
OS1Z389K8S	DIETHYLCARBAMAZINE CITRATE	046-147	RX	Voluntarily Withdrawn	N	Babineauxs Veterinary Products, Inc.	Dirocide Syrup	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/046-147		Diethylcarbamazine Citrate
V8B3K56SW0	POLOXALENE	032-704	OTC	Approved	N	Phibro Animal Health Corp.	Bloat Guard Top Dressing	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/032-704	Oral	Poloxalene
906O0YJ6ZP	MONENSIN USP	041-500	OTC	Voluntarily Withdrawn	N	Elanco Animal Health, A Division of Eli Lilly & Co.	Coban® plus 3-Nitro®	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/041-500	Oral	Monensin USP|Roxarsone
O414PZ4LPZ	SALICYLIC ACID	010-481	OTC	Voluntarily Withdrawn	N	Jorgensen Laboratories, Inc.	Shurjets	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/010-481	Intramammary	Salicylic Acid
RQ6LP6Z0WY	MAFENIDE ACETATE	093-985	RX	Voluntarily Withdrawn	N	Sterling Drug Inc.	Sulfamylon-N	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/093-985		Nitrofurazone|Mafenide Acetate
76755771U3	HYDROXYZINE HYDROCHLORIDE	011-661	OTC	Withdrawn	N	Zoetis, Inc. (formerly Pfizer, Inc)	Tran-Q Plus Terramycin Premix	http://www.farad.org/vetgram/ProductInfo.asp?byNada=011-661	Oral	hydroxyzine hydrochloride|oxytetracycline
E669Z6S1JG	TOLAZOLINE HYDROCHLORIDE	140-994	RX	Approved	N	Akorn Animal Health, Inc.	Tolazine™ Injection	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/140-994	Intravenous	Tolazoline Hydrochloride
T8KXA37068	HALOXON	048-913	OTC	Approved	N	Intervet, Inc.	Halox Wormer Drench	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/048-913	Oral	Haloxon
Y200FZX73L	SULFABROMOMETHAZINE SODIUM	011-532	OTC	Approved	N	Merial, Inc.	Sulfabrom 2.5 g	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/011-532	Oral	Sulfabromomethazine Sodium
HM4YQM8WRC	CHLOROBUTANOL	006-983	RX	Approved	N	Intervet, Inc.	A-H Injection	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/006-983	Intravenous|Subcutaneous|Intramuscular	Doxylamine Succinate|Chlorobutanol
4XE2T9H4DH	MAROPITANT	141-262	RX	Approved	N	Zoetis Inc.	Cerenia® Tablets	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/141-262	Oral	Maropitant
40D3SCR4GZ	BUPRENORPHINE	141-434	RX	Approved	N	Zoetis Inc.	Simbadol™	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/141-434	Subcutaneous	Buprenorphine
96Q0TL6O3G	LENPERONE HYDROCHLORIDE	096-508	RX	Voluntarily Withdrawn	N	Fort Dodge Animal Health, Division of Wyeth, a wholly owned subsidiary of Pfizer, Inc.	Elanone-V Injectable	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/096-508		Lenperone Hydrochloride
465N7P5U85	NIFUROXIME	012-612	OTC	Voluntarily Withdrawn	N	Proctor & Gamble Pharmaceuticals, Inc.	Furacin-Microfur	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/012-612		Nitrofurazone|Nifuroxime|Diperodon Hydrochloride
2M36281008	ETODOLAC	141-108	RX	Approved	N	Boehringer Ingelheim Vetmedica, Inc.	EtoGesic® Tablets	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/141-108	Oral	Etodolac
OBN7UDS42Y	CEPHALEXIN	141-326	RX	Approved	N	Virbac AH, Inc.	Rilexine® Chewable Tablets	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/141-326	Oral	Cephalexin
7Z13P9Q95C	SODIUM SULFAMETHAZINE	122-272	RX	Approved	N	Huvepharma EOOD	Sulmet® Soluble Powder	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/122-272	Oral	Sodium sulfamethazine
D5340Y2I9G	CASTOR OIL	031-555	OTC	Approved	N	Farnam Companies, Inc.	Trypzyme® Aerosol	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/031-555	Topical	Castor Oil|Balsam Peru Oil|Trypsin
094M0E38I6	SULFOMYXIN	031-944	OTC	Approved	N	Zoetis Inc.	Dynamyxin Injectable	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/031-944	Subcutaneous	Sulfomyxin
43VU4207NW	CHLORAMPHENICOL PALMITATE	055-047	RX	Approved	N	Zoetis Inc.	Chloromycetin Palmitate Oral Suspension	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/055-047	Oral	Chloramphenicol Palmitate
VW4H1CYW1K	MICONAZOLE NITRATE	095-183	RX	Approved	N	Intervet, Inc.	Conofite® Cream 2%	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/095-183	Topical	Miconazole Nitrate
87M3B1263R	PEGBOVIGRASTIM	141-392	RX	Approved	N	Elanco US Inc.	Imrestor™	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/141-392	Subcutaneous	Pegbovigrastim
30CPC5LDEX	SULFADIMETHOXINE	012-087	RX	Approved	N	Intervet, Inc.	Bactrovet Tablets 250 mg	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/012-087	Oral	Sulfadimethoxine
N6M33094FD	AMIKACIN SULFATE	127-892	RX	Approved	N	Zoetis Inc.	Amiglyde-V	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/127-892	Intramuscular|Intrauterine|Subcutaneous	Amikacin Sulfate
0N7609K889	SULFADIAZINE	095-614	RX	Approved	N	Intervet, Inc.	Tribrissen® 120 Tablets	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/095-614	Oral	Sulfadiazine|Trimethoprim
XPA88EAP6V	SPINOSAD	141-277	RX	Approved	N	Elanco US Inc.	Comfortis®	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/141-277	Oral	Spinosad
PKE82W49V1	ORGOTEIN	045-863	RX	Approved	N	OXIS International, Inc.	Palosein	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/045-863	Subcutaneous|Intramuscular	Orgotein
G8TVV6DSYG	TICARCILLIN DISODIUM	055-095	RX	Approved	N	Zoetis Inc.	Ticillin®	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/055-095	Intrauterine	Ticarcillin Disodium
95CO6N199Q	AMPROLIUM	012-350	OTC	Approved	N	Huvepharma EOOD	Amprol® 25% Type A Medicated Article	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/012-350	Oral	Amprolium
2RG1XQ1NYJ	GONADORELIN ACETATE	200-134	RX	Approved	A	Intervet, Inc.	Fertagyl®	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/200-134	Intramuscular|Intravenous	Gonadorelin acetate
045BU63E23	IPRONIDAZOLE	043-477	OTC	Voluntarily Withdrawn	N	Roche Vitamins, Inc.	Ipropran	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/043-477		Ipronidazole
886SAV9675	CLOPROSTENOL SODIUM	113-645	RX	Approved	N	Intervet, Inc.	Estrumate®	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/113-645	Intramuscular	Cloprostenol Sodium
495W7451VQ	GUAIFENESIN	044-012	RX	Approved	N	Summit Hill Laboratories	Gecolate	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/044-012	Intravenous	Guaifenesin
0813BZ6866	CLODRONATE	141-427	RX	Approved	N	Dechra, Ltd.	Osphos®	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/141-427	Intramuscular	Clodronate
RIT82F58GK	PENICILLIN G (BENZATHINE)	065-277	OTC	Withdrawn	N	Copanos, John D. & Co.	Combi Pen	http://www.farad.org/vetgram/ProductInfo.asp?byNada=065-277	Subcutaneous	penicillin G (procaine)|penicillin G (benzathine)
U6WSN5SQ1Z	ZINC GLUCONATE	141-217	RX	Approved	N	Ark Sciences, Inc.	Zeuterin™	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/141-217	Intratesticular	Zinc Gluconate
F850569PQR	NALOXONE HYDROCHLORIDE	035-825	RX	Voluntarily Withdrawn	N	Endo Pharmaceutical Co.	Narcan Injection	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/035-825	Subcutaneous|Intravenous|Intramuscular	Naloxone Hydrochloride
Q3JTX2Q7TU	DIAZEPAM	140-848	RX	Voluntarily Withdrawn	N	Roche Vitamins, Inc.	Veteeze® Injection	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/140-848	Intravenous	Diazepam
XJ0260HJ0O	DIFLOXACIN HYDROCHLORIDE	141-096	RX	Approved	N	Boehringer Ingelheim Vetmedica, Inc.	Dicural® Tablets	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/141-096	Oral	Difloxacin Hydrochloride
DE08037SAB	MAGNESIUM SULFATE	046-789	RX	Approved	N	Zoetis Inc.	Chloropent	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/046-789	Intravenous	Magnesium Sulfate|Chloral Hydrate|Pentobarbital
022N12KJ0X	OXIBENDAZOLE	109-722	RX	Approved	N	Zoetis Inc.	Anthelcide EQ® Suspension	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/109-722	Oral	Oxibendazole
I8T8KU14X7	ERYTHROMYCIN PHOSPHATE	035-157	RX	Approved	N	Bimeda Animal Health Limited	Gallimycin® PFC	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/035-157	Oral	Erythromycin Phosphate
A9AI2R9EWN	LEAD ARSENATE	005-224	OTC	Withdrawn	N	T.P.C. Products, Inc.	Dr. Roger's Special Formula Drench	http://www.farad.org/vetgram/ProductInfo.asp?byNada=005-224	Oral	lead arsenate|phenothiazine
37862HP2OM	ACEPROMAZINE MALEATE	015-030	RX	Approved	N	Boehringer Ingelheim Vetmedica, Inc.	PromAce® Injectable	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/015-030	Intravenous|Intramuscular|Subcutaneous	Acepromazine Maleate
P78D9P90C0	SULFACHLORPYRIDAZINE	033-127	OTC	Approved	N	Boehringer Ingelheim Vetmedica, Inc.	Prinzone Bolus	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/033-127	Oral	Sulfachlorpyridazine
I36JP4Q9DF	SARAFLOXACIN HYDROCHLORIDE	141-017	RX	Voluntarily Withdrawn	N	Abbott Laboratories	SaraFlox® WSP	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/141-017		Sarafloxacin Hydrochloride
QTG126297Q	DICLOFENAC SODIUM	141-186	RX	Approved	N	Boehringer Ingelheim Vetmedica, Inc.	Surpass® Topical Anti-Inflammatory Cream	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/141-186	Topical	Diclofenac sodium
7LXU5N7ZO5	FUROSEMIDE	034-478	RX	Approved	N	Intervet, Inc.	Salix™ Injection 5%	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/034-478	Intravenous|Intramuscular	Furosemide
X20I9EN955	OXYTETRACYCLINE	094-975	VFD	Approved	N	Phibro Animal Health Corp.	Neo-Terramycin® 100/100	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/094-975	Oral	Neomycin Sulfate|Oxytetracycline
SMH7U1S683	TILMICOSIN PHOSPHATE	140-929	RX	Approved	N	Elanco US Inc.	Micotil® 300	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/140-929	Subcutaneous	Tilmicosin Phosphate
O18YUO0I83	KETAMINE HYDROCHLORIDE	043-304	RX	Approved	N	Zoetis Inc.	Ketaset®	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/043-304	Intramuscular	Ketamine Hydrochloride
2340UP1L2G	HYDROCORTISONE ACEPONATE	141-330	RX	Approved	N	Virbac AH, Inc.	Easotic®	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/141-330	Otic	Hydrocortisone aceponate|Gentamicin Sulfate|Miconazole Nitrate
8223RR9DWF	PREDNISOLONE SODIUM SUCCINATE	011-593	RX	Approved	N	Zoetis Inc.	Solu-Delta Cortef® Sterile Powder	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/011-593	Intravenous|Intramuscular	Prednisolone Sodium Succinate
	DEXTRAN	012-494	RX	Voluntarily Withdrawn	N	Pharmachem Specialties, Inc.	Pharmatran	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/012-494		Dextran
X8I39OJF4P	FENPROSTALENE	128-549	RX	Approved	N	Zoetis Inc.	Bovilene	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/128-549	Subcutaneous	Fenprostalene
V5403H8VG7	DIATRIZOATE SODIUM	091-192	RX	Approved	N	Zoetis Inc.	Renografin®-76	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/091-192	Intra-Arterial|Intravenous|Intraperitoneal|Intrathecal|Intra-Articular|Intravesical|Intralesional|Intracardiac	Diatrizoate Sodium|Diatrizoate Meglumine
5Y2EI94NBC	OXYMORPHONE HYDROCHLORIDE	030-525	RX	Voluntarily Withdrawn	N	Endo Pharmaceutical Co.	Numorphan	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/030-525	Subcutaneous|Intramuscular|Intravenous	Oxymorphone Hydrochloride
R35D29L3ZA	PYRILAMINE MALEATE	046-288	RX	Approved	N	Intervet, Inc.	Histavet-P®	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/046-288	Intramuscular|Subcutaneous|Intravenous	Pyrilamine Maleate
578H0RMP25	DIRLOTAPIDE	141-260	RX	Approved	N	Zoetis Inc.	Slentrol®	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/141-260	Oral	Dirlotapide
95URV01IDQ	PROCAINE HYDROCHLORIDE	012-392	RX	Voluntarily Withdrawn	N	Bayer HealthCare LLC, Animal Health Division	Aristovet Parenteral	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/012-392		Triamcinolone|Procaine Hydrochloride
U6V729APAM	ATTAPULGITE	042-548	RX	Approved	N	Zoetis Inc.	Amforol® Suspension	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/042-548	Oral	Attapulgite|Bismuth Subcarbonate|Kanamycin Sulfate
	CELLULOSE ACETATE SORBATE	033-756	OTC	Voluntarily Withdrawn	N	Johnson and Johnson	Surgicel Absorbable Hemostat	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/033-756		Cellulose Acetate Sorbate
TI05AO53L7	BETAMETHASONE ACETATE	034-010	RX	Approved	N	Intervet, Inc.	Betavet Soluspan Suspension	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/034-010	Intra-Articular	Betamethasone Sodium Phosphate|Betamethasone Acetate
399SL044HN	OLEATE SODIUM	099-344	RX	Approved	N	Summit Hill Laboratories	Osteum Solution 50 mg	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/099-344	Intralesional|Intramuscular	Oleate Sodium
Z3614QOX8W	PYRIMETHAMINE	141-240	RX	Approved	N	Pegasus Laboratories, Inc.	ReBalance®	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/141-240	Oral	Sulfadiazine Sodium|Pyrimethamine
0180PBK4FC	FURAMAZONE	010-158	OTC	Voluntarily Withdrawn	N	Proctor & Gamble Pharmaceuticals, Inc.	Entefur Bolus Veterinary	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/010-158		Furamazone|Bismuth Subsalicylate
BL0L45OVKT	FENTHION	034-641	OTC	Approved	N	Bayer HealthCare LLC, Animal Health Division	Tiguvon Pour-On Cattle Insecticide	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/034-641	Topical	Fenthion
59NEE7PCAB	LINDANE	008-110	OTC	Withdrawn	N	Not Available	Franklin Eq Screw Worm Remedy	http://www.farad.org/vetgram/ProductInfo.asp?byNada=008-110	Topical	lindane|pine needle oil
DL8Q24959P	CEFOVECIN SODIUM	141-285	RX	Approved	N	Zoetis Inc.	Convenia®	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/141-285	Subcutaneous	Cefovecin sodium
92UOD3BMEK	SALINOMYCIN SODIUM	128-686	OTC	Approved	N	Huvepharma EOOD	Bio-Cox® Type A Medicated Article	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/128-686	Oral	Salinomycin Sodium
K110K1B1VE	DICLAZURIL	140-951	OTC	Approved	N	Elanco US Inc.	Clinacox™	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/140-951	Oral	Diclazuril
O1GX33ON8R	CHLORTETRACYCLINE HYDROCHLORIDE	200-354	VFD	Approved	A	Pharmgate LLC	Pennchlor™ / Coban®	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/200-354	Oral	Chlortetracycline Hydrochloride|Monensin Sodium
AN164J8Y0X	TRIMETHOPRIM	095-614	RX	Approved	N	Intervet, Inc.	Tribrissen® 120 Tablets	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/095-614	Oral	Sulfadiazine|Trimethoprim
O02SWY8981	PROSTALENE	100-254	RX	Approved	N	Zoetis Inc.	Synchrocept Solution	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/100-254	Subcutaneous	Prostalene
7QWM220FJH	SQUALENE	032-984	OTC	Voluntarily Withdrawn	N	Evsco Pharmaceuticals, An Affiliate of IGI, Inc.	Cerumite	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/032-984		Pyrethrins|Piperonyl Butoxide|Squalene
Y7A95YRI88	ERYTHROMYCIN THIOCYANATE	010-092	VFD	Approved	N	Bimeda Animal Health Limited	Gallimycin®-100P	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/010-092	Oral	Erythromycin Thiocyanate
3P4TQG94T1	EMBUTRAMID	141-245	RX	Approved	N	Cronus Pharma Specialities India Private Limited	Tributame™ Euthanasia Solution	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/141-245	Intravenous	Chloroquine Phosphate|Embutramid|Lidocaine
U96OL57GOY	PROPARACAINE HYDROCHLORIDE	009-035	RX	Approved	N	Zoetis Inc.	Ophthaine® Solution	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/009-035	Ophthalmic	Proparacaine Hydrochloride
1R754M4918	LUFENURON	141-026	OTC	Approved	N	Elanco US Inc.	Program™ Suspension	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/141-026	Oral	Lufenuron
